Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;45 Toledo;45106 Mora;Todas las edades;1 de enero de 2020;9.819
Total;45 Toledo;45106 Mora;De 0 a 4 años;1 de enero de 2020;427
Total;45 Toledo;45106 Mora;De 5 a 9 años;1 de enero de 2020;513
Total;45 Toledo;45106 Mora;De 10 a 14 años;1 de enero de 2020;548
Total;45 Toledo;45106 Mora;De 65 a 69 años;1 de enero de 2020;521
Total;45 Toledo;45106 Mora;De 70 a 74 años;1 de enero de 2020;467
Total;45 Toledo;45106 Mora;De 75 a 79 años;1 de enero de 2020;365
Total;45 Toledo;45106 Mora;De 80 a 84 años;1 de enero de 2020;337
Total;45 Toledo;45106 Mora;De 85 a 89 años;1 de enero de 2020;283
Total;45 Toledo;45106 Mora;De 90 a 94 años;1 de enero de 2020;138
Total;45 Toledo;45106 Mora;De 95 a 99 años;1 de enero de 2020;33
Total;45 Toledo;45106 Mora;100 y más años;1 de enero de 2020;6
Total;45 Toledo;45107 Nambroca;Todas las edades;1 de enero de 2020;4.862
Total;45 Toledo;45107 Nambroca;De 0 a 4 años;1 de enero de 2020;283
Total;45 Toledo;45107 Nambroca;De 5 a 9 años;1 de enero de 2020;373
Total;45 Toledo;45107 Nambroca;De 10 a 14 años;1 de enero de 2020;332
Total;45 Toledo;45107 Nambroca;De 65 a 69 años;1 de enero de 2020;179
Total;45 Toledo;45107 Nambroca;De 70 a 74 años;1 de enero de 2020;146
Total;45 Toledo;45107 Nambroca;De 75 a 79 años;1 de enero de 2020;96
Total;45 Toledo;45107 Nambroca;De 80 a 84 años;1 de enero de 2020;66
Total;45 Toledo;45107 Nambroca;De 85 a 89 años;1 de enero de 2020;55
Total;45 Toledo;45107 Nambroca;De 90 a 94 años;1 de enero de 2020;39
Total;45 Toledo;45107 Nambroca;De 95 a 99 años;1 de enero de 2020;10
Total;45 Toledo;45107 Nambroca;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45108 Nava de Ricomalillo, La;Todas las edades;1 de enero de 2020;519
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 0 a 4 años;1 de enero de 2020;7
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 5 a 9 años;1 de enero de 2020;17
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 10 a 14 años;1 de enero de 2020;18
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 65 a 69 años;1 de enero de 2020;35
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 70 a 74 años;1 de enero de 2020;30
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 75 a 79 años;1 de enero de 2020;22
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 80 a 84 años;1 de enero de 2020;34
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 85 a 89 años;1 de enero de 2020;39
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 90 a 94 años;1 de enero de 2020;18
Total;45 Toledo;45108 Nava de Ricomalillo, La;De 95 a 99 años;1 de enero de 2020;9
Total;45 Toledo;45108 Nava de Ricomalillo, La;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45109 Navahermosa;Todas las edades;1 de enero de 2020;3.564
Total;45 Toledo;45109 Navahermosa;De 0 a 4 años;1 de enero de 2020;111
Total;45 Toledo;45109 Navahermosa;De 5 a 9 años;1 de enero de 2020;139
Total;45 Toledo;45109 Navahermosa;De 10 a 14 años;1 de enero de 2020;178
Total;45 Toledo;45109 Navahermosa;De 65 a 69 años;1 de enero de 2020;198
Total;45 Toledo;45109 Navahermosa;De 70 a 74 años;1 de enero de 2020;145
Total;45 Toledo;45109 Navahermosa;De 75 a 79 años;1 de enero de 2020;150
Total;45 Toledo;45109 Navahermosa;De 80 a 84 años;1 de enero de 2020;167
Total;45 Toledo;45109 Navahermosa;De 85 a 89 años;1 de enero de 2020;168
Total;45 Toledo;45109 Navahermosa;De 90 a 94 años;1 de enero de 2020;77
Total;45 Toledo;45109 Navahermosa;De 95 a 99 años;1 de enero de 2020;18
Total;45 Toledo;45109 Navahermosa;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45110 Navalcán;Todas las edades;1 de enero de 2020;1.955
Total;45 Toledo;45110 Navalcán;De 0 a 4 años;1 de enero de 2020;41
Total;45 Toledo;45110 Navalcán;De 5 a 9 años;1 de enero de 2020;58
Total;45 Toledo;45110 Navalcán;De 10 a 14 años;1 de enero de 2020;78
Total;45 Toledo;45110 Navalcán;De 65 a 69 años;1 de enero de 2020;123
Total;45 Toledo;45110 Navalcán;De 70 a 74 años;1 de enero de 2020;138
Total;45 Toledo;45110 Navalcán;De 75 a 79 años;1 de enero de 2020;146
Total;45 Toledo;45110 Navalcán;De 80 a 84 años;1 de enero de 2020;134
Total;45 Toledo;45110 Navalcán;De 85 a 89 años;1 de enero de 2020;104
Total;45 Toledo;45110 Navalcán;De 90 a 94 años;1 de enero de 2020;49
Total;45 Toledo;45110 Navalcán;De 95 a 99 años;1 de enero de 2020;16
Total;45 Toledo;45110 Navalcán;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45111 Navalmoralejo;Todas las edades;1 de enero de 2020;58
Total;45 Toledo;45111 Navalmoralejo;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45111 Navalmoralejo;De 5 a 9 años;1 de enero de 2020;0
Total;45 Toledo;45111 Navalmoralejo;De 10 a 14 años;1 de enero de 2020;0
Total;45 Toledo;45111 Navalmoralejo;De 65 a 69 años;1 de enero de 2020;6
Total;45 Toledo;45111 Navalmoralejo;De 70 a 74 años;1 de enero de 2020;8
Total;45 Toledo;45111 Navalmoralejo;De 75 a 79 años;1 de enero de 2020;6
Total;45 Toledo;45111 Navalmoralejo;De 80 a 84 años;1 de enero de 2020;6
Total;45 Toledo;45111 Navalmoralejo;De 85 a 89 años;1 de enero de 2020;7
Total;45 Toledo;45111 Navalmoralejo;De 90 a 94 años;1 de enero de 2020;6
Total;45 Toledo;45111 Navalmoralejo;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45111 Navalmoralejo;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45112 Navalmorales, Los;Todas las edades;1 de enero de 2020;2.420
Total;45 Toledo;45112 Navalmorales, Los;De 0 a 4 años;1 de enero de 2020;41
Total;45 Toledo;45112 Navalmorales, Los;De 5 a 9 años;1 de enero de 2020;71
Total;45 Toledo;45112 Navalmorales, Los;De 10 a 14 años;1 de enero de 2020;103
Total;45 Toledo;45112 Navalmorales, Los;De 65 a 69 años;1 de enero de 2020;128
Total;45 Toledo;45112 Navalmorales, Los;De 70 a 74 años;1 de enero de 2020;119
Total;45 Toledo;45112 Navalmorales, Los;De 75 a 79 años;1 de enero de 2020;96
Total;45 Toledo;45112 Navalmorales, Los;De 80 a 84 años;1 de enero de 2020;101
Total;45 Toledo;45112 Navalmorales, Los;De 85 a 89 años;1 de enero de 2020;121
Total;45 Toledo;45112 Navalmorales, Los;De 90 a 94 años;1 de enero de 2020;60
Total;45 Toledo;45112 Navalmorales, Los;De 95 a 99 años;1 de enero de 2020;7
Total;45 Toledo;45112 Navalmorales, Los;100 y más años;1 de enero de 2020;4
Total;45 Toledo;45113 Navalucillos, Los;Todas las edades;1 de enero de 2020;2.050
Total;45 Toledo;45113 Navalucillos, Los;De 0 a 4 años;1 de enero de 2020;43
Total;45 Toledo;45113 Navalucillos, Los;De 5 a 9 años;1 de enero de 2020;39
Total;45 Toledo;45113 Navalucillos, Los;De 10 a 14 años;1 de enero de 2020;62
Total;45 Toledo;45113 Navalucillos, Los;De 65 a 69 años;1 de enero de 2020;141
Total;45 Toledo;45113 Navalucillos, Los;De 70 a 74 años;1 de enero de 2020;136
Total;45 Toledo;45113 Navalucillos, Los;De 75 a 79 años;1 de enero de 2020;129
Total;45 Toledo;45113 Navalucillos, Los;De 80 a 84 años;1 de enero de 2020;146
Total;45 Toledo;45113 Navalucillos, Los;De 85 a 89 años;1 de enero de 2020;124
Total;45 Toledo;45113 Navalucillos, Los;De 90 a 94 años;1 de enero de 2020;49
Total;45 Toledo;45113 Navalucillos, Los;De 95 a 99 años;1 de enero de 2020;20
Total;45 Toledo;45113 Navalucillos, Los;100 y más años;1 de enero de 2020;3
Total;45 Toledo;45114 Navamorcuende;Todas las edades;1 de enero de 2020;598
Total;45 Toledo;45114 Navamorcuende;De 0 a 4 años;1 de enero de 2020;14
Total;45 Toledo;45114 Navamorcuende;De 5 a 9 años;1 de enero de 2020;12
Total;45 Toledo;45114 Navamorcuende;De 10 a 14 años;1 de enero de 2020;16
Total;45 Toledo;45114 Navamorcuende;De 65 a 69 años;1 de enero de 2020;33
Total;45 Toledo;45114 Navamorcuende;De 70 a 74 años;1 de enero de 2020;46
Total;45 Toledo;45114 Navamorcuende;De 75 a 79 años;1 de enero de 2020;46
Total;45 Toledo;45114 Navamorcuende;De 80 a 84 años;1 de enero de 2020;47
Total;45 Toledo;45114 Navamorcuende;De 85 a 89 años;1 de enero de 2020;38
Total;45 Toledo;45114 Navamorcuende;De 90 a 94 años;1 de enero de 2020;25
Total;45 Toledo;45114 Navamorcuende;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45114 Navamorcuende;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45115 Noblejas;Todas las edades;1 de enero de 2020;3.652
Total;45 Toledo;45115 Noblejas;De 0 a 4 años;1 de enero de 2020;175
Total;45 Toledo;45115 Noblejas;De 5 a 9 años;1 de enero de 2020;230
Total;45 Toledo;45115 Noblejas;De 10 a 14 años;1 de enero de 2020;220
Total;45 Toledo;45115 Noblejas;De 65 a 69 años;1 de enero de 2020;141
Total;45 Toledo;45115 Noblejas;De 70 a 74 años;1 de enero de 2020;152
Total;45 Toledo;45115 Noblejas;De 75 a 79 años;1 de enero de 2020;147
Total;45 Toledo;45115 Noblejas;De 80 a 84 años;1 de enero de 2020;108
Total;45 Toledo;45115 Noblejas;De 85 a 89 años;1 de enero de 2020;100
Total;45 Toledo;45115 Noblejas;De 90 a 94 años;1 de enero de 2020;40
Total;45 Toledo;45115 Noblejas;De 95 a 99 años;1 de enero de 2020;10
Total;45 Toledo;45115 Noblejas;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45116 Noez;Todas las edades;1 de enero de 2020;861
Total;45 Toledo;45116 Noez;De 0 a 4 años;1 de enero de 2020;27
Total;45 Toledo;45116 Noez;De 5 a 9 años;1 de enero de 2020;40
Total;45 Toledo;45116 Noez;De 10 a 14 años;1 de enero de 2020;40
Total;45 Toledo;45116 Noez;De 65 a 69 años;1 de enero de 2020;46
Total;45 Toledo;45116 Noez;De 70 a 74 años;1 de enero de 2020;38
Total;45 Toledo;45116 Noez;De 75 a 79 años;1 de enero de 2020;24
Total;45 Toledo;45116 Noez;De 80 a 84 años;1 de enero de 2020;29
Total;45 Toledo;45116 Noez;De 85 a 89 años;1 de enero de 2020;26
Total;45 Toledo;45116 Noez;De 90 a 94 años;1 de enero de 2020;14
Total;45 Toledo;45116 Noez;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45116 Noez;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45117 Nombela;Todas las edades;1 de enero de 2020;854
Total;45 Toledo;45117 Nombela;De 0 a 4 años;1 de enero de 2020;31
Total;45 Toledo;45117 Nombela;De 5 a 9 años;1 de enero de 2020;39
Total;45 Toledo;45117 Nombela;De 10 a 14 años;1 de enero de 2020;33
Total;45 Toledo;45117 Nombela;De 65 a 69 años;1 de enero de 2020;61
Total;45 Toledo;45117 Nombela;De 70 a 74 años;1 de enero de 2020;55
Total;45 Toledo;45117 Nombela;De 75 a 79 años;1 de enero de 2020;29
Total;45 Toledo;45117 Nombela;De 80 a 84 años;1 de enero de 2020;24
Total;45 Toledo;45117 Nombela;De 85 a 89 años;1 de enero de 2020;24
Total;45 Toledo;45117 Nombela;De 90 a 94 años;1 de enero de 2020;11
Total;45 Toledo;45117 Nombela;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45117 Nombela;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45118 Novés;Todas las edades;1 de enero de 2020;3.019
Total;45 Toledo;45118 Novés;De 0 a 4 años;1 de enero de 2020;146
Total;45 Toledo;45118 Novés;De 5 a 9 años;1 de enero de 2020;189
Total;45 Toledo;45118 Novés;De 10 a 14 años;1 de enero de 2020;192
Total;45 Toledo;45118 Novés;De 65 a 69 años;1 de enero de 2020;110
Total;45 Toledo;45118 Novés;De 70 a 74 años;1 de enero de 2020;109
Total;45 Toledo;45118 Novés;De 75 a 79 años;1 de enero de 2020;114
Total;45 Toledo;45118 Novés;De 80 a 84 años;1 de enero de 2020;62
Total;45 Toledo;45118 Novés;De 85 a 89 años;1 de enero de 2020;48
Total;45 Toledo;45118 Novés;De 90 a 94 años;1 de enero de 2020;27
Total;45 Toledo;45118 Novés;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45118 Novés;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45119 Numancia de la Sagra;Todas las edades;1 de enero de 2020;4.985
Total;45 Toledo;45119 Numancia de la Sagra;De 0 a 4 años;1 de enero de 2020;208
Total;45 Toledo;45119 Numancia de la Sagra;De 5 a 9 años;1 de enero de 2020;290
Total;45 Toledo;45119 Numancia de la Sagra;De 10 a 14 años;1 de enero de 2020;355
Total;45 Toledo;45119 Numancia de la Sagra;De 65 a 69 años;1 de enero de 2020;197
Total;45 Toledo;45119 Numancia de la Sagra;De 70 a 74 años;1 de enero de 2020;144
Total;45 Toledo;45119 Numancia de la Sagra;De 75 a 79 años;1 de enero de 2020;93
Total;45 Toledo;45119 Numancia de la Sagra;De 80 a 84 años;1 de enero de 2020;65
Total;45 Toledo;45119 Numancia de la Sagra;De 85 a 89 años;1 de enero de 2020;40
Total;45 Toledo;45119 Numancia de la Sagra;De 90 a 94 años;1 de enero de 2020;18
Total;45 Toledo;45119 Numancia de la Sagra;De 95 a 99 años;1 de enero de 2020;4
Total;45 Toledo;45119 Numancia de la Sagra;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45120 Nuño Gómez;Todas las edades;1 de enero de 2020;125
Total;45 Toledo;45120 Nuño Gómez;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45120 Nuño Gómez;De 5 a 9 años;1 de enero de 2020;3
Total;45 Toledo;45120 Nuño Gómez;De 10 a 14 años;1 de enero de 2020;3
Total;45 Toledo;45120 Nuño Gómez;De 65 a 69 años;1 de enero de 2020;10
Total;45 Toledo;45120 Nuño Gómez;De 70 a 74 años;1 de enero de 2020;10
Total;45 Toledo;45120 Nuño Gómez;De 75 a 79 años;1 de enero de 2020;12
Total;45 Toledo;45120 Nuño Gómez;De 80 a 84 años;1 de enero de 2020;7
Total;45 Toledo;45120 Nuño Gómez;De 85 a 89 años;1 de enero de 2020;8
Total;45 Toledo;45120 Nuño Gómez;De 90 a 94 años;1 de enero de 2020;3
Total;45 Toledo;45120 Nuño Gómez;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45120 Nuño Gómez;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45121 Ocaña;Todas las edades;1 de enero de 2020;12.437
Total;45 Toledo;45121 Ocaña;De 0 a 4 años;1 de enero de 2020;724
Total;45 Toledo;45121 Ocaña;De 5 a 9 años;1 de enero de 2020;900
Total;45 Toledo;45121 Ocaña;De 10 a 14 años;1 de enero de 2020;863
Total;45 Toledo;45121 Ocaña;De 65 a 69 años;1 de enero de 2020;452
Total;45 Toledo;45121 Ocaña;De 70 a 74 años;1 de enero de 2020;352
Total;45 Toledo;45121 Ocaña;De 75 a 79 años;1 de enero de 2020;244
Total;45 Toledo;45121 Ocaña;De 80 a 84 años;1 de enero de 2020;166
Total;45 Toledo;45121 Ocaña;De 85 a 89 años;1 de enero de 2020;141
Total;45 Toledo;45121 Ocaña;De 90 a 94 años;1 de enero de 2020;51
Total;45 Toledo;45121 Ocaña;De 95 a 99 años;1 de enero de 2020;17
Total;45 Toledo;45121 Ocaña;100 y más años;1 de enero de 2020;3
Total;45 Toledo;45122 Olías del Rey;Todas las edades;1 de enero de 2020;8.120
Total;45 Toledo;45122 Olías del Rey;De 0 a 4 años;1 de enero de 2020;405
Total;45 Toledo;45122 Olías del Rey;De 5 a 9 años;1 de enero de 2020;549
Total;45 Toledo;45122 Olías del Rey;De 10 a 14 años;1 de enero de 2020;540
Total;45 Toledo;45122 Olías del Rey;De 65 a 69 años;1 de enero de 2020;323
Total;45 Toledo;45122 Olías del Rey;De 70 a 74 años;1 de enero de 2020;282
Total;45 Toledo;45122 Olías del Rey;De 75 a 79 años;1 de enero de 2020;154
Total;45 Toledo;45122 Olías del Rey;De 80 a 84 años;1 de enero de 2020;108
Total;45 Toledo;45122 Olías del Rey;De 85 a 89 años;1 de enero de 2020;93
Total;45 Toledo;45122 Olías del Rey;De 90 a 94 años;1 de enero de 2020;44
Total;45 Toledo;45122 Olías del Rey;De 95 a 99 años;1 de enero de 2020;12
Total;45 Toledo;45122 Olías del Rey;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45123 Ontígola;Todas las edades;1 de enero de 2020;4.540
Total;45 Toledo;45123 Ontígola;De 0 a 4 años;1 de enero de 2020;179
Total;45 Toledo;45123 Ontígola;De 5 a 9 años;1 de enero de 2020;336
Total;45 Toledo;45123 Ontígola;De 10 a 14 años;1 de enero de 2020;355
Total;45 Toledo;45123 Ontígola;De 65 a 69 años;1 de enero de 2020;104
Total;45 Toledo;45123 Ontígola;De 70 a 74 años;1 de enero de 2020;93
Total;45 Toledo;45123 Ontígola;De 75 a 79 años;1 de enero de 2020;51
Total;45 Toledo;45123 Ontígola;De 80 a 84 años;1 de enero de 2020;30
Total;45 Toledo;45123 Ontígola;De 85 a 89 años;1 de enero de 2020;13
Total;45 Toledo;45123 Ontígola;De 90 a 94 años;1 de enero de 2020;8
Total;45 Toledo;45123 Ontígola;De 95 a 99 años;1 de enero de 2020;4
Total;45 Toledo;45123 Ontígola;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45124 Orgaz;Todas las edades;1 de enero de 2020;2.605
Total;45 Toledo;45124 Orgaz;De 0 a 4 años;1 de enero de 2020;102
Total;45 Toledo;45124 Orgaz;De 5 a 9 años;1 de enero de 2020;133
Total;45 Toledo;45124 Orgaz;De 10 a 14 años;1 de enero de 2020;130
Total;45 Toledo;45124 Orgaz;De 65 a 69 años;1 de enero de 2020;158
Total;45 Toledo;45124 Orgaz;De 70 a 74 años;1 de enero de 2020;114
Total;45 Toledo;45124 Orgaz;De 75 a 79 años;1 de enero de 2020;124
Total;45 Toledo;45124 Orgaz;De 80 a 84 años;1 de enero de 2020;71
Total;45 Toledo;45124 Orgaz;De 85 a 89 años;1 de enero de 2020;79
Total;45 Toledo;45124 Orgaz;De 90 a 94 años;1 de enero de 2020;48
Total;45 Toledo;45124 Orgaz;De 95 a 99 años;1 de enero de 2020;11
Total;45 Toledo;45124 Orgaz;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45125 Oropesa;Todas las edades;1 de enero de 2020;2.626
Total;45 Toledo;45125 Oropesa;De 0 a 4 años;1 de enero de 2020;82
Total;45 Toledo;45125 Oropesa;De 5 a 9 años;1 de enero de 2020;93
Total;45 Toledo;45125 Oropesa;De 10 a 14 años;1 de enero de 2020;97
Total;45 Toledo;45125 Oropesa;De 65 a 69 años;1 de enero de 2020;151
Total;45 Toledo;45125 Oropesa;De 70 a 74 años;1 de enero de 2020;144
Total;45 Toledo;45125 Oropesa;De 75 a 79 años;1 de enero de 2020;114
Total;45 Toledo;45125 Oropesa;De 80 a 84 años;1 de enero de 2020;110
Total;45 Toledo;45125 Oropesa;De 85 a 89 años;1 de enero de 2020;100
Total;45 Toledo;45125 Oropesa;De 90 a 94 años;1 de enero de 2020;47
Total;45 Toledo;45125 Oropesa;De 95 a 99 años;1 de enero de 2020;15
Total;45 Toledo;45125 Oropesa;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45126 Otero;Todas las edades;1 de enero de 2020;315
Total;45 Toledo;45126 Otero;De 0 a 4 años;1 de enero de 2020;5
Total;45 Toledo;45126 Otero;De 5 a 9 años;1 de enero de 2020;11
Total;45 Toledo;45126 Otero;De 10 a 14 años;1 de enero de 2020;20
Total;45 Toledo;45126 Otero;De 65 a 69 años;1 de enero de 2020;23
Total;45 Toledo;45126 Otero;De 70 a 74 años;1 de enero de 2020;26
Total;45 Toledo;45126 Otero;De 75 a 79 años;1 de enero de 2020;10
Total;45 Toledo;45126 Otero;De 80 a 84 años;1 de enero de 2020;9
Total;45 Toledo;45126 Otero;De 85 a 89 años;1 de enero de 2020;5
Total;45 Toledo;45126 Otero;De 90 a 94 años;1 de enero de 2020;6
Total;45 Toledo;45126 Otero;De 95 a 99 años;1 de enero de 2020;2
Total;45 Toledo;45126 Otero;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45127 Palomeque;Todas las edades;1 de enero de 2020;1.011
Total;45 Toledo;45127 Palomeque;De 0 a 4 años;1 de enero de 2020;45
Total;45 Toledo;45127 Palomeque;De 5 a 9 años;1 de enero de 2020;57
Total;45 Toledo;45127 Palomeque;De 10 a 14 años;1 de enero de 2020;54
Total;45 Toledo;45127 Palomeque;De 65 a 69 años;1 de enero de 2020;35
Total;45 Toledo;45127 Palomeque;De 70 a 74 años;1 de enero de 2020;34
Total;45 Toledo;45127 Palomeque;De 75 a 79 años;1 de enero de 2020;44
Total;45 Toledo;45127 Palomeque;De 80 a 84 años;1 de enero de 2020;27
Total;45 Toledo;45127 Palomeque;De 85 a 89 años;1 de enero de 2020;20
Total;45 Toledo;45127 Palomeque;De 90 a 94 años;1 de enero de 2020;8
Total;45 Toledo;45127 Palomeque;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45127 Palomeque;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45128 Pantoja;Todas las edades;1 de enero de 2020;3.394
Total;45 Toledo;45128 Pantoja;De 0 a 4 años;1 de enero de 2020;137
Total;45 Toledo;45128 Pantoja;De 5 a 9 años;1 de enero de 2020;218
Total;45 Toledo;45128 Pantoja;De 10 a 14 años;1 de enero de 2020;228
Total;45 Toledo;45128 Pantoja;De 65 a 69 años;1 de enero de 2020;154
Total;45 Toledo;45128 Pantoja;De 70 a 74 años;1 de enero de 2020;124
Total;45 Toledo;45128 Pantoja;De 75 a 79 años;1 de enero de 2020;89
Total;45 Toledo;45128 Pantoja;De 80 a 84 años;1 de enero de 2020;74
Total;45 Toledo;45128 Pantoja;De 85 a 89 años;1 de enero de 2020;76
Total;45 Toledo;45128 Pantoja;De 90 a 94 años;1 de enero de 2020;28
Total;45 Toledo;45128 Pantoja;De 95 a 99 años;1 de enero de 2020;12
Total;45 Toledo;45128 Pantoja;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45129 Paredes de Escalona;Todas las edades;1 de enero de 2020;112
Total;45 Toledo;45129 Paredes de Escalona;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45129 Paredes de Escalona;De 5 a 9 años;1 de enero de 2020;1
Total;45 Toledo;45129 Paredes de Escalona;De 10 a 14 años;1 de enero de 2020;2
Total;45 Toledo;45129 Paredes de Escalona;De 65 a 69 años;1 de enero de 2020;10
Total;45 Toledo;45129 Paredes de Escalona;De 70 a 74 años;1 de enero de 2020;20
Total;45 Toledo;45129 Paredes de Escalona;De 75 a 79 años;1 de enero de 2020;15
Total;45 Toledo;45129 Paredes de Escalona;De 80 a 84 años;1 de enero de 2020;2
Total;45 Toledo;45129 Paredes de Escalona;De 85 a 89 años;1 de enero de 2020;6
Total;45 Toledo;45129 Paredes de Escalona;De 90 a 94 años;1 de enero de 2020;5
Total;45 Toledo;45129 Paredes de Escalona;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45129 Paredes de Escalona;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45130 Parrillas;Todas las edades;1 de enero de 2020;338
Total;45 Toledo;45130 Parrillas;De 0 a 4 años;1 de enero de 2020;3
Total;45 Toledo;45130 Parrillas;De 5 a 9 años;1 de enero de 2020;3
Total;45 Toledo;45130 Parrillas;De 10 a 14 años;1 de enero de 2020;9
Total;45 Toledo;45130 Parrillas;De 65 a 69 años;1 de enero de 2020;15
Total;45 Toledo;45130 Parrillas;De 70 a 74 años;1 de enero de 2020;29
Total;45 Toledo;45130 Parrillas;De 75 a 79 años;1 de enero de 2020;22
Total;45 Toledo;45130 Parrillas;De 80 a 84 años;1 de enero de 2020;22
Total;45 Toledo;45130 Parrillas;De 85 a 89 años;1 de enero de 2020;15
Total;45 Toledo;45130 Parrillas;De 90 a 94 años;1 de enero de 2020;16
Total;45 Toledo;45130 Parrillas;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45130 Parrillas;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45131 Pelahustán;Todas las edades;1 de enero de 2020;304
Total;45 Toledo;45131 Pelahustán;De 0 a 4 años;1 de enero de 2020;4
Total;45 Toledo;45131 Pelahustán;De 5 a 9 años;1 de enero de 2020;8
Total;45 Toledo;45131 Pelahustán;De 10 a 14 años;1 de enero de 2020;14
Total;45 Toledo;45131 Pelahustán;De 65 a 69 años;1 de enero de 2020;24
Total;45 Toledo;45131 Pelahustán;De 70 a 74 años;1 de enero de 2020;18
Total;45 Toledo;45131 Pelahustán;De 75 a 79 años;1 de enero de 2020;24
Total;45 Toledo;45131 Pelahustán;De 80 a 84 años;1 de enero de 2020;18
Total;45 Toledo;45131 Pelahustán;De 85 a 89 años;1 de enero de 2020;13
Total;45 Toledo;45131 Pelahustán;De 90 a 94 años;1 de enero de 2020;7
Total;45 Toledo;45131 Pelahustán;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45131 Pelahustán;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45132 Pepino;Todas las edades;1 de enero de 2020;3.128
Total;45 Toledo;45132 Pepino;De 0 a 4 años;1 de enero de 2020;103
Total;45 Toledo;45132 Pepino;De 5 a 9 años;1 de enero de 2020;169
Total;45 Toledo;45132 Pepino;De 10 a 14 años;1 de enero de 2020;243
Total;45 Toledo;45132 Pepino;De 65 a 69 años;1 de enero de 2020;152
Total;45 Toledo;45132 Pepino;De 70 a 74 años;1 de enero de 2020;114
Total;45 Toledo;45132 Pepino;De 75 a 79 años;1 de enero de 2020;61
Total;45 Toledo;45132 Pepino;De 80 a 84 años;1 de enero de 2020;32
Total;45 Toledo;45132 Pepino;De 85 a 89 años;1 de enero de 2020;36
Total;45 Toledo;45132 Pepino;De 90 a 94 años;1 de enero de 2020;21
Total;45 Toledo;45132 Pepino;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45132 Pepino;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45133 Polán;Todas las edades;1 de enero de 2020;3.872
Total;45 Toledo;45133 Polán;De 0 a 4 años;1 de enero de 2020;176
Total;45 Toledo;45133 Polán;De 5 a 9 años;1 de enero de 2020;200
Total;45 Toledo;45133 Polán;De 10 a 14 años;1 de enero de 2020;238
Total;45 Toledo;45133 Polán;De 65 a 69 años;1 de enero de 2020;170
Total;45 Toledo;45133 Polán;De 70 a 74 años;1 de enero de 2020;180
Total;45 Toledo;45133 Polán;De 75 a 79 años;1 de enero de 2020;118
Total;45 Toledo;45133 Polán;De 80 a 84 años;1 de enero de 2020;105
Total;45 Toledo;45133 Polán;De 85 a 89 años;1 de enero de 2020;89
Total;45 Toledo;45133 Polán;De 90 a 94 años;1 de enero de 2020;44
Total;45 Toledo;45133 Polán;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45133 Polán;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45134 Portillo de Toledo;Todas las edades;1 de enero de 2020;2.231
