Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;45 Toledo;45051 Cobeja;Todas las edades;1 de enero de 2020;2.366
Total;45 Toledo;45051 Cobeja;De 0 a 4 años;1 de enero de 2020;109
Total;45 Toledo;45051 Cobeja;De 5 a 9 años;1 de enero de 2020;132
Total;45 Toledo;45051 Cobeja;De 10 a 14 años;1 de enero de 2020;145
Total;45 Toledo;45051 Cobeja;De 65 a 69 años;1 de enero de 2020;94
Total;45 Toledo;45051 Cobeja;De 70 a 74 años;1 de enero de 2020;87
Total;45 Toledo;45051 Cobeja;De 75 a 79 años;1 de enero de 2020;65
Total;45 Toledo;45051 Cobeja;De 80 a 84 años;1 de enero de 2020;43
Total;45 Toledo;45051 Cobeja;De 85 a 89 años;1 de enero de 2020;23
Total;45 Toledo;45051 Cobeja;De 90 a 94 años;1 de enero de 2020;18
Total;45 Toledo;45051 Cobeja;De 95 a 99 años;1 de enero de 2020;7
Total;45 Toledo;45051 Cobeja;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45052 Cobisa;Todas las edades;1 de enero de 2020;4.306
Total;45 Toledo;45052 Cobisa;De 0 a 4 años;1 de enero de 2020;144
Total;45 Toledo;45052 Cobisa;De 5 a 9 años;1 de enero de 2020;216
Total;45 Toledo;45052 Cobisa;De 10 a 14 años;1 de enero de 2020;420
Total;45 Toledo;45052 Cobisa;De 65 a 69 años;1 de enero de 2020;153
Total;45 Toledo;45052 Cobisa;De 70 a 74 años;1 de enero de 2020;94
Total;45 Toledo;45052 Cobisa;De 75 a 79 años;1 de enero de 2020;74
Total;45 Toledo;45052 Cobisa;De 80 a 84 años;1 de enero de 2020;26
Total;45 Toledo;45052 Cobisa;De 85 a 89 años;1 de enero de 2020;22
Total;45 Toledo;45052 Cobisa;De 90 a 94 años;1 de enero de 2020;8
Total;45 Toledo;45052 Cobisa;De 95 a 99 años;1 de enero de 2020;0
Total;45 Toledo;45052 Cobisa;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45053 Consuegra;Todas las edades;1 de enero de 2020;9.970
Total;45 Toledo;45053 Consuegra;De 0 a 4 años;1 de enero de 2020;421
Total;45 Toledo;45053 Consuegra;De 5 a 9 años;1 de enero de 2020;484
Total;45 Toledo;45053 Consuegra;De 10 a 14 años;1 de enero de 2020;497
Total;45 Toledo;45053 Consuegra;De 65 a 69 años;1 de enero de 2020;472
Total;45 Toledo;45053 Consuegra;De 70 a 74 años;1 de enero de 2020;463
Total;45 Toledo;45053 Consuegra;De 75 a 79 años;1 de enero de 2020;384
Total;45 Toledo;45053 Consuegra;De 80 a 84 años;1 de enero de 2020;302
Total;45 Toledo;45053 Consuegra;De 85 a 89 años;1 de enero de 2020;309
Total;45 Toledo;45053 Consuegra;De 90 a 94 años;1 de enero de 2020;122
Total;45 Toledo;45053 Consuegra;De 95 a 99 años;1 de enero de 2020;31
Total;45 Toledo;45053 Consuegra;100 y más años;1 de enero de 2020;4
Total;45 Toledo;45054 Corral de Almaguer;Todas las edades;1 de enero de 2020;5.246
Total;45 Toledo;45054 Corral de Almaguer;De 0 a 4 años;1 de enero de 2020;215
Total;45 Toledo;45054 Corral de Almaguer;De 5 a 9 años;1 de enero de 2020;244
Total;45 Toledo;45054 Corral de Almaguer;De 10 a 14 años;1 de enero de 2020;253
Total;45 Toledo;45054 Corral de Almaguer;De 65 a 69 años;1 de enero de 2020;233
Total;45 Toledo;45054 Corral de Almaguer;De 70 a 74 años;1 de enero de 2020;219
Total;45 Toledo;45054 Corral de Almaguer;De 75 a 79 años;1 de enero de 2020;276
Total;45 Toledo;45054 Corral de Almaguer;De 80 a 84 años;1 de enero de 2020;194
Total;45 Toledo;45054 Corral de Almaguer;De 85 a 89 años;1 de enero de 2020;192
Total;45 Toledo;45054 Corral de Almaguer;De 90 a 94 años;1 de enero de 2020;86
Total;45 Toledo;45054 Corral de Almaguer;De 95 a 99 años;1 de enero de 2020;28
Total;45 Toledo;45054 Corral de Almaguer;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45055 Cuerva;Todas las edades;1 de enero de 2020;1.299
Total;45 Toledo;45055 Cuerva;De 0 a 4 años;1 de enero de 2020;43
Total;45 Toledo;45055 Cuerva;De 5 a 9 años;1 de enero de 2020;51
Total;45 Toledo;45055 Cuerva;De 10 a 14 años;1 de enero de 2020;64
Total;45 Toledo;45055 Cuerva;De 65 a 69 años;1 de enero de 2020;57
Total;45 Toledo;45055 Cuerva;De 70 a 74 años;1 de enero de 2020;50
Total;45 Toledo;45055 Cuerva;De 75 a 79 años;1 de enero de 2020;73
Total;45 Toledo;45055 Cuerva;De 80 a 84 años;1 de enero de 2020;50
Total;45 Toledo;45055 Cuerva;De 85 a 89 años;1 de enero de 2020;62
Total;45 Toledo;45055 Cuerva;De 90 a 94 años;1 de enero de 2020;23
Total;45 Toledo;45055 Cuerva;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45055 Cuerva;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45058 Domingo Pérez;Todas las edades;1 de enero de 2020;345
Total;45 Toledo;45058 Domingo Pérez;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45058 Domingo Pérez;De 5 a 9 años;1 de enero de 2020;7
Total;45 Toledo;45058 Domingo Pérez;De 10 a 14 años;1 de enero de 2020;16
Total;45 Toledo;45058 Domingo Pérez;De 65 a 69 años;1 de enero de 2020;18
Total;45 Toledo;45058 Domingo Pérez;De 70 a 74 años;1 de enero de 2020;25
Total;45 Toledo;45058 Domingo Pérez;De 75 a 79 años;1 de enero de 2020;27
Total;45 Toledo;45058 Domingo Pérez;De 80 a 84 años;1 de enero de 2020;21
Total;45 Toledo;45058 Domingo Pérez;De 85 a 89 años;1 de enero de 2020;22
Total;45 Toledo;45058 Domingo Pérez;De 90 a 94 años;1 de enero de 2020;15
Total;45 Toledo;45058 Domingo Pérez;De 95 a 99 años;1 de enero de 2020;6
Total;45 Toledo;45058 Domingo Pérez;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45059 Dosbarrios;Todas las edades;1 de enero de 2020;2.260
Total;45 Toledo;45059 Dosbarrios;De 0 a 4 años;1 de enero de 2020;75
Total;45 Toledo;45059 Dosbarrios;De 5 a 9 años;1 de enero de 2020;108
Total;45 Toledo;45059 Dosbarrios;De 10 a 14 años;1 de enero de 2020;129
Total;45 Toledo;45059 Dosbarrios;De 65 a 69 años;1 de enero de 2020;102
Total;45 Toledo;45059 Dosbarrios;De 70 a 74 años;1 de enero de 2020;102
Total;45 Toledo;45059 Dosbarrios;De 75 a 79 años;1 de enero de 2020;108
Total;45 Toledo;45059 Dosbarrios;De 80 a 84 años;1 de enero de 2020;78
Total;45 Toledo;45059 Dosbarrios;De 85 a 89 años;1 de enero de 2020;67
Total;45 Toledo;45059 Dosbarrios;De 90 a 94 años;1 de enero de 2020;17
Total;45 Toledo;45059 Dosbarrios;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45059 Dosbarrios;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45060 Erustes;Todas las edades;1 de enero de 2020;189
Total;45 Toledo;45060 Erustes;De 0 a 4 años;1 de enero de 2020;5
Total;45 Toledo;45060 Erustes;De 5 a 9 años;1 de enero de 2020;5
Total;45 Toledo;45060 Erustes;De 10 a 14 años;1 de enero de 2020;6
Total;45 Toledo;45060 Erustes;De 65 a 69 años;1 de enero de 2020;12
Total;45 Toledo;45060 Erustes;De 70 a 74 años;1 de enero de 2020;15
Total;45 Toledo;45060 Erustes;De 75 a 79 años;1 de enero de 2020;11
Total;45 Toledo;45060 Erustes;De 80 a 84 años;1 de enero de 2020;8
Total;45 Toledo;45060 Erustes;De 85 a 89 años;1 de enero de 2020;11
Total;45 Toledo;45060 Erustes;De 90 a 94 años;1 de enero de 2020;5
Total;45 Toledo;45060 Erustes;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45060 Erustes;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45061 Escalona;Todas las edades;1 de enero de 2020;3.276
Total;45 Toledo;45061 Escalona;De 0 a 4 años;1 de enero de 2020;127
Total;45 Toledo;45061 Escalona;De 5 a 9 años;1 de enero de 2020;128
Total;45 Toledo;45061 Escalona;De 10 a 14 años;1 de enero de 2020;161
Total;45 Toledo;45061 Escalona;De 65 a 69 años;1 de enero de 2020;173
Total;45 Toledo;45061 Escalona;De 70 a 74 años;1 de enero de 2020;158
Total;45 Toledo;45061 Escalona;De 75 a 79 años;1 de enero de 2020;142
Total;45 Toledo;45061 Escalona;De 80 a 84 años;1 de enero de 2020;110
Total;45 Toledo;45061 Escalona;De 85 a 89 años;1 de enero de 2020;79
Total;45 Toledo;45061 Escalona;De 90 a 94 años;1 de enero de 2020;29
Total;45 Toledo;45061 Escalona;De 95 a 99 años;1 de enero de 2020;7
Total;45 Toledo;45061 Escalona;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45062 Escalonilla;Todas las edades;1 de enero de 2020;1.420
Total;45 Toledo;45062 Escalonilla;De 0 a 4 años;1 de enero de 2020;71
Total;45 Toledo;45062 Escalonilla;De 5 a 9 años;1 de enero de 2020;63
Total;45 Toledo;45062 Escalonilla;De 10 a 14 años;1 de enero de 2020;85
Total;45 Toledo;45062 Escalonilla;De 65 a 69 años;1 de enero de 2020;77
Total;45 Toledo;45062 Escalonilla;De 70 a 74 años;1 de enero de 2020;55
Total;45 Toledo;45062 Escalonilla;De 75 a 79 años;1 de enero de 2020;52
Total;45 Toledo;45062 Escalonilla;De 80 a 84 años;1 de enero de 2020;57
Total;45 Toledo;45062 Escalonilla;De 85 a 89 años;1 de enero de 2020;47
Total;45 Toledo;45062 Escalonilla;De 90 a 94 años;1 de enero de 2020;36
Total;45 Toledo;45062 Escalonilla;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45062 Escalonilla;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45063 Espinoso del Rey;Todas las edades;1 de enero de 2020;425
Total;45 Toledo;45063 Espinoso del Rey;De 0 a 4 años;1 de enero de 2020;8
Total;45 Toledo;45063 Espinoso del Rey;De 5 a 9 años;1 de enero de 2020;9
Total;45 Toledo;45063 Espinoso del Rey;De 10 a 14 años;1 de enero de 2020;13
Total;45 Toledo;45063 Espinoso del Rey;De 65 a 69 años;1 de enero de 2020;35
Total;45 Toledo;45063 Espinoso del Rey;De 70 a 74 años;1 de enero de 2020;46
Total;45 Toledo;45063 Espinoso del Rey;De 75 a 79 años;1 de enero de 2020;38
Total;45 Toledo;45063 Espinoso del Rey;De 80 a 84 años;1 de enero de 2020;28
Total;45 Toledo;45063 Espinoso del Rey;De 85 a 89 años;1 de enero de 2020;38
Total;45 Toledo;45063 Espinoso del Rey;De 90 a 94 años;1 de enero de 2020;6
Total;45 Toledo;45063 Espinoso del Rey;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45063 Espinoso del Rey;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45064 Esquivias;Todas las edades;1 de enero de 2020;5.628
Total;45 Toledo;45064 Esquivias;De 0 a 4 años;1 de enero de 2020;262
Total;45 Toledo;45064 Esquivias;De 5 a 9 años;1 de enero de 2020;324
Total;45 Toledo;45064 Esquivias;De 10 a 14 años;1 de enero de 2020;368
Total;45 Toledo;45064 Esquivias;De 65 a 69 años;1 de enero de 2020;257
Total;45 Toledo;45064 Esquivias;De 70 a 74 años;1 de enero de 2020;203
Total;45 Toledo;45064 Esquivias;De 75 a 79 años;1 de enero de 2020;162
Total;45 Toledo;45064 Esquivias;De 80 a 84 años;1 de enero de 2020;98
Total;45 Toledo;45064 Esquivias;De 85 a 89 años;1 de enero de 2020;83
Total;45 Toledo;45064 Esquivias;De 90 a 94 años;1 de enero de 2020;39
Total;45 Toledo;45064 Esquivias;De 95 a 99 años;1 de enero de 2020;11
Total;45 Toledo;45064 Esquivias;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45065 Estrella, La;Todas las edades;1 de enero de 2020;215
Total;45 Toledo;45065 Estrella, La;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45065 Estrella, La;De 5 a 9 años;1 de enero de 2020;0
Total;45 Toledo;45065 Estrella, La;De 10 a 14 años;1 de enero de 2020;1
Total;45 Toledo;45065 Estrella, La;De 65 a 69 años;1 de enero de 2020;17
Total;45 Toledo;45065 Estrella, La;De 70 a 74 años;1 de enero de 2020;27
Total;45 Toledo;45065 Estrella, La;De 75 a 79 años;1 de enero de 2020;32
Total;45 Toledo;45065 Estrella, La;De 80 a 84 años;1 de enero de 2020;31
Total;45 Toledo;45065 Estrella, La;De 85 a 89 años;1 de enero de 2020;25
Total;45 Toledo;45065 Estrella, La;De 90 a 94 años;1 de enero de 2020;17
Total;45 Toledo;45065 Estrella, La;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45065 Estrella, La;100 y más años;1 de enero de 2020;3
Total;45 Toledo;45066 Fuensalida;Todas las edades;1 de enero de 2020;11.655
Total;45 Toledo;45066 Fuensalida;De 0 a 4 años;1 de enero de 2020;624
Total;45 Toledo;45066 Fuensalida;De 5 a 9 años;1 de enero de 2020;737
Total;45 Toledo;45066 Fuensalida;De 10 a 14 años;1 de enero de 2020;754
Total;45 Toledo;45066 Fuensalida;De 65 a 69 años;1 de enero de 2020;489
Total;45 Toledo;45066 Fuensalida;De 70 a 74 años;1 de enero de 2020;409
Total;45 Toledo;45066 Fuensalida;De 75 a 79 años;1 de enero de 2020;320
Total;45 Toledo;45066 Fuensalida;De 80 a 84 años;1 de enero de 2020;221
Total;45 Toledo;45066 Fuensalida;De 85 a 89 años;1 de enero de 2020;207
Total;45 Toledo;45066 Fuensalida;De 90 a 94 años;1 de enero de 2020;68
Total;45 Toledo;45066 Fuensalida;De 95 a 99 años;1 de enero de 2020;18
Total;45 Toledo;45066 Fuensalida;100 y más años;1 de enero de 2020;3
Total;45 Toledo;45067 Gálvez;Todas las edades;1 de enero de 2020;3.012
Total;45 Toledo;45067 Gálvez;De 0 a 4 años;1 de enero de 2020;114
Total;45 Toledo;45067 Gálvez;De 5 a 9 años;1 de enero de 2020;145
Total;45 Toledo;45067 Gálvez;De 10 a 14 años;1 de enero de 2020;134
Total;45 Toledo;45067 Gálvez;De 65 a 69 años;1 de enero de 2020;145
Total;45 Toledo;45067 Gálvez;De 70 a 74 años;1 de enero de 2020;161
Total;45 Toledo;45067 Gálvez;De 75 a 79 años;1 de enero de 2020;132
Total;45 Toledo;45067 Gálvez;De 80 a 84 años;1 de enero de 2020;105
Total;45 Toledo;45067 Gálvez;De 85 a 89 años;1 de enero de 2020;98
Total;45 Toledo;45067 Gálvez;De 90 a 94 años;1 de enero de 2020;67
Total;45 Toledo;45067 Gálvez;De 95 a 99 años;1 de enero de 2020;22
Total;45 Toledo;45067 Gálvez;100 y más años;1 de enero de 2020;3
Total;45 Toledo;45068 Garciotum;Todas las edades;1 de enero de 2020;202
Total;45 Toledo;45068 Garciotum;De 0 a 4 años;1 de enero de 2020;8
Total;45 Toledo;45068 Garciotum;De 5 a 9 años;1 de enero de 2020;7
Total;45 Toledo;45068 Garciotum;De 10 a 14 años;1 de enero de 2020;5
Total;45 Toledo;45068 Garciotum;De 65 a 69 años;1 de enero de 2020;23
Total;45 Toledo;45068 Garciotum;De 70 a 74 años;1 de enero de 2020;15
Total;45 Toledo;45068 Garciotum;De 75 a 79 años;1 de enero de 2020;13
Total;45 Toledo;45068 Garciotum;De 80 a 84 años;1 de enero de 2020;13
Total;45 Toledo;45068 Garciotum;De 85 a 89 años;1 de enero de 2020;6
Total;45 Toledo;45068 Garciotum;De 90 a 94 años;1 de enero de 2020;5
Total;45 Toledo;45068 Garciotum;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45068 Garciotum;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45069 Gerindote;Todas las edades;1 de enero de 2020;2.339
Total;45 Toledo;45069 Gerindote;De 0 a 4 años;1 de enero de 2020;113
Total;45 Toledo;45069 Gerindote;De 5 a 9 años;1 de enero de 2020;121
Total;45 Toledo;45069 Gerindote;De 10 a 14 años;1 de enero de 2020;120
Total;45 Toledo;45069 Gerindote;De 65 a 69 años;1 de enero de 2020;100
Total;45 Toledo;45069 Gerindote;De 70 a 74 años;1 de enero de 2020;77
Total;45 Toledo;45069 Gerindote;De 75 a 79 años;1 de enero de 2020;74
Total;45 Toledo;45069 Gerindote;De 80 a 84 años;1 de enero de 2020;59
Total;45 Toledo;45069 Gerindote;De 85 a 89 años;1 de enero de 2020;62
Total;45 Toledo;45069 Gerindote;De 90 a 94 años;1 de enero de 2020;20
Total;45 Toledo;45069 Gerindote;De 95 a 99 años;1 de enero de 2020;4
Total;45 Toledo;45069 Gerindote;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45070 Guadamur;Todas las edades;1 de enero de 2020;1.784
Total;45 Toledo;45070 Guadamur;De 0 a 4 años;1 de enero de 2020;78
Total;45 Toledo;45070 Guadamur;De 5 a 9 años;1 de enero de 2020;70
Total;45 Toledo;45070 Guadamur;De 10 a 14 años;1 de enero de 2020;94
Total;45 Toledo;45070 Guadamur;De 65 a 69 años;1 de enero de 2020;69
Total;45 Toledo;45070 Guadamur;De 70 a 74 años;1 de enero de 2020;69
Total;45 Toledo;45070 Guadamur;De 75 a 79 años;1 de enero de 2020;63
Total;45 Toledo;45070 Guadamur;De 80 a 84 años;1 de enero de 2020;72
Total;45 Toledo;45070 Guadamur;De 85 a 89 años;1 de enero de 2020;63
Total;45 Toledo;45070 Guadamur;De 90 a 94 años;1 de enero de 2020;42
Total;45 Toledo;45070 Guadamur;De 95 a 99 años;1 de enero de 2020;6
Total;45 Toledo;45070 Guadamur;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45071 Guardia, La;Todas las edades;1 de enero de 2020;2.213
Total;45 Toledo;45071 Guardia, La;De 0 a 4 años;1 de enero de 2020;82
Total;45 Toledo;45071 Guardia, La;De 5 a 9 años;1 de enero de 2020;98
Total;45 Toledo;45071 Guardia, La;De 10 a 14 años;1 de enero de 2020;96
Total;45 Toledo;45071 Guardia, La;De 65 a 69 años;1 de enero de 2020;112
Total;45 Toledo;45071 Guardia, La;De 70 a 74 años;1 de enero de 2020;109
Total;45 Toledo;45071 Guardia, La;De 75 a 79 años;1 de enero de 2020;115
Total;45 Toledo;45071 Guardia, La;De 80 a 84 años;1 de enero de 2020;87
Total;45 Toledo;45071 Guardia, La;De 85 a 89 años;1 de enero de 2020;75
Total;45 Toledo;45071 Guardia, La;De 90 a 94 años;1 de enero de 2020;31
Total;45 Toledo;45071 Guardia, La;De 95 a 99 años;1 de enero de 2020;9
Total;45 Toledo;45071 Guardia, La;100 y más años;1 de enero de 2020;1
Total;45 Toledo;45072 Herencias, Las;Todas las edades;1 de enero de 2020;772
Total;45 Toledo;45072 Herencias, Las;De 0 a 4 años;1 de enero de 2020;18
Total;45 Toledo;45072 Herencias, Las;De 5 a 9 años;1 de enero de 2020;19
Total;45 Toledo;45072 Herencias, Las;De 10 a 14 años;1 de enero de 2020;25
Total;45 Toledo;45072 Herencias, Las;De 65 a 69 años;1 de enero de 2020;48
Total;45 Toledo;45072 Herencias, Las;De 70 a 74 años;1 de enero de 2020;52
Total;45 Toledo;45072 Herencias, Las;De 75 a 79 años;1 de enero de 2020;51
Total;45 Toledo;45072 Herencias, Las;De 80 a 84 años;1 de enero de 2020;37
Total;45 Toledo;45072 Herencias, Las;De 85 a 89 años;1 de enero de 2020;35
Total;45 Toledo;45072 Herencias, Las;De 90 a 94 años;1 de enero de 2020;17
Total;45 Toledo;45072 Herencias, Las;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45072 Herencias, Las;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45073 Herreruela de Oropesa;Todas las edades;1 de enero de 2020;327
Total;45 Toledo;45073 Herreruela de Oropesa;De 0 a 4 años;1 de enero de 2020;4
Total;45 Toledo;45073 Herreruela de Oropesa;De 5 a 9 años;1 de enero de 2020;4
Total;45 Toledo;45073 Herreruela de Oropesa;De 10 a 14 años;1 de enero de 2020;6
Total;45 Toledo;45073 Herreruela de Oropesa;De 65 a 69 años;1 de enero de 2020;22
Total;45 Toledo;45073 Herreruela de Oropesa;De 70 a 74 años;1 de enero de 2020;33
Total;45 Toledo;45073 Herreruela de Oropesa;De 75 a 79 años;1 de enero de 2020;28
Total;45 Toledo;45073 Herreruela de Oropesa;De 80 a 84 años;1 de enero de 2020;18
Total;45 Toledo;45073 Herreruela de Oropesa;De 85 a 89 años;1 de enero de 2020;20
Total;45 Toledo;45073 Herreruela de Oropesa;De 90 a 94 años;1 de enero de 2020;8
Total;45 Toledo;45073 Herreruela de Oropesa;De 95 a 99 años;1 de enero de 2020;2
Total;45 Toledo;45073 Herreruela de Oropesa;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45074 Hinojosa de San Vicente;Todas las edades;1 de enero de 2020;381
Total;45 Toledo;45074 Hinojosa de San Vicente;De 0 a 4 años;1 de enero de 2020;7
Total;45 Toledo;45074 Hinojosa de San Vicente;De 5 a 9 años;1 de enero de 2020;12
Total;45 Toledo;45074 Hinojosa de San Vicente;De 10 a 14 años;1 de enero de 2020;7
Total;45 Toledo;45074 Hinojosa de San Vicente;De 65 a 69 años;1 de enero de 2020;20
Total;45 Toledo;45074 Hinojosa de San Vicente;De 70 a 74 años;1 de enero de 2020;27
Total;45 Toledo;45074 Hinojosa de San Vicente;De 75 a 79 años;1 de enero de 2020;28
Total;45 Toledo;45074 Hinojosa de San Vicente;De 80 a 84 años;1 de enero de 2020;26
Total;45 Toledo;45074 Hinojosa de San Vicente;De 85 a 89 años;1 de enero de 2020;28
Total;45 Toledo;45074 Hinojosa de San Vicente;De 90 a 94 años;1 de enero de 2020;17
Total;45 Toledo;45074 Hinojosa de San Vicente;De 95 a 99 años;1 de enero de 2020;2
Total;45 Toledo;45074 Hinojosa de San Vicente;100 y más años;1 de enero de 2020;2
Total;45 Toledo;45075 Hontanar;Todas las edades;1 de enero de 2020;136
Total;45 Toledo;45075 Hontanar;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45075 Hontanar;De 5 a 9 años;1 de enero de 2020;2
Total;45 Toledo;45075 Hontanar;De 10 a 14 años;1 de enero de 2020;3
Total;45 Toledo;45075 Hontanar;De 65 a 69 años;1 de enero de 2020;12
Total;45 Toledo;45075 Hontanar;De 70 a 74 años;1 de enero de 2020;15
Total;45 Toledo;45075 Hontanar;De 75 a 79 años;1 de enero de 2020;7
Total;45 Toledo;45075 Hontanar;De 80 a 84 años;1 de enero de 2020;10
Total;45 Toledo;45075 Hontanar;De 85 a 89 años;1 de enero de 2020;3
Total;45 Toledo;45075 Hontanar;De 90 a 94 años;1 de enero de 2020;4
Total;45 Toledo;45075 Hontanar;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45075 Hontanar;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45076 Hormigos;Todas las edades;1 de enero de 2020;712
Total;45 Toledo;45076 Hormigos;De 0 a 4 años;1 de enero de 2020;17
Total;45 Toledo;45076 Hormigos;De 5 a 9 años;1 de enero de 2020;26
Total;45 Toledo;45076 Hormigos;De 10 a 14 años;1 de enero de 2020;37
Total;45 Toledo;45076 Hormigos;De 65 a 69 años;1 de enero de 2020;41
Total;45 Toledo;45076 Hormigos;De 70 a 74 años;1 de enero de 2020;44
Total;45 Toledo;45076 Hormigos;De 75 a 79 años;1 de enero de 2020;27
Total;45 Toledo;45076 Hormigos;De 80 a 84 años;1 de enero de 2020;23
Total;45 Toledo;45076 Hormigos;De 85 a 89 años;1 de enero de 2020;22
Total;45 Toledo;45076 Hormigos;De 90 a 94 años;1 de enero de 2020;11
Total;45 Toledo;45076 Hormigos;De 95 a 99 años;1 de enero de 2020;1
Total;45 Toledo;45076 Hormigos;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45077 Huecas;Todas las edades;1 de enero de 2020;722
Total;45 Toledo;45077 Huecas;De 0 a 4 años;1 de enero de 2020;31
Total;45 Toledo;45077 Huecas;De 5 a 9 años;1 de enero de 2020;29
Total;45 Toledo;45077 Huecas;De 10 a 14 años;1 de enero de 2020;31
Total;45 Toledo;45077 Huecas;De 65 a 69 años;1 de enero de 2020;43
Total;45 Toledo;45077 Huecas;De 70 a 74 años;1 de enero de 2020;26
Total;45 Toledo;45077 Huecas;De 75 a 79 años;1 de enero de 2020;19
Total;45 Toledo;45077 Huecas;De 80 a 84 años;1 de enero de 2020;23
Total;45 Toledo;45077 Huecas;De 85 a 89 años;1 de enero de 2020;18
Total;45 Toledo;45077 Huecas;De 90 a 94 años;1 de enero de 2020;8
Total;45 Toledo;45077 Huecas;De 95 a 99 años;1 de enero de 2020;3
Total;45 Toledo;45077 Huecas;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45078 Huerta de Valdecarábanos;Todas las edades;1 de enero de 2020;1.683
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 0 a 4 años;1 de enero de 2020;66
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 5 a 9 años;1 de enero de 2020;80
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 10 a 14 años;1 de enero de 2020;102
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 65 a 69 años;1 de enero de 2020;101
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 70 a 74 años;1 de enero de 2020;98
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 75 a 79 años;1 de enero de 2020;91
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 80 a 84 años;1 de enero de 2020;52
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 85 a 89 años;1 de enero de 2020;41
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 90 a 94 años;1 de enero de 2020;22
Total;45 Toledo;45078 Huerta de Valdecarábanos;De 95 a 99 años;1 de enero de 2020;5
Total;45 Toledo;45078 Huerta de Valdecarábanos;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45079 Iglesuela del Tiétar, La;Todas las edades;1 de enero de 2020;424
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 0 a 4 años;1 de enero de 2020;14
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 5 a 9 años;1 de enero de 2020;10
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 10 a 14 años;1 de enero de 2020;18
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 65 a 69 años;1 de enero de 2020;29
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 70 a 74 años;1 de enero de 2020;28
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 75 a 79 años;1 de enero de 2020;30
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 80 a 84 años;1 de enero de 2020;24
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 85 a 89 años;1 de enero de 2020;27
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 90 a 94 años;1 de enero de 2020;14
Total;45 Toledo;45079 Iglesuela del Tiétar, La;De 95 a 99 años;1 de enero de 2020;4
Total;45 Toledo;45079 Iglesuela del Tiétar, La;100 y más años;1 de enero de 2020;0
Total;45 Toledo;45080 Illán de Vacas;Todas las edades;1 de enero de 2020;3
Total;45 Toledo;45080 Illán de Vacas;De 0 a 4 años;1 de enero de 2020;0
Total;45 Toledo;45080 Illán de Vacas;De 5 a 9 años;1 de enero de 2020;0
Total;45 Toledo;45080 Illán de Vacas;De 10 a 14 años;1 de enero de 2020;0
Total;45 Toledo;45080 Illán de Vacas;De 65 a 69 años;1 de enero de 2020;1
Total;45 Toledo;45080 Illán de Vacas;De 70 a 74 años;1 de enero de 2020;0
