Provincias;Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2022;22
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2021;15
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2020;14
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2019;11
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2018;12
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2017;12
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2016;11
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2015;11
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2014;16
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2013;18
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2012;19
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2011;22
02 Albacete;02001 Abengibre;De 0 a 4 años;Total;1 de enero de 2010;30
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2022;11
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2021;12
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2020;11
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2019;18
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2018;18
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2017;13
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2016;15
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2015;17
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2014;17
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2013;20
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2012;23
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2011;22
02 Albacete;02001 Abengibre;De 5 a 9 años;Total;1 de enero de 2010;26
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2022;21
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2021;21
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2020;21
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2019;19
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2018;18
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2017;16
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2016;17
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2015;20
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2014;14
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2013;17
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2012;31
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2011;40
02 Albacete;02001 Abengibre;De 10 a 14 años;Total;1 de enero de 2010;39
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2022;60
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2021;57
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2020;56
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2019;51
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2018;58
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2017;56
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2016;62
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2015;65
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2014;67
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2013;64
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2012;64
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2011;60
02 Albacete;02001 Abengibre;De 65 a 69 años;Total;1 de enero de 2010;64
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2022;51
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2021;64
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2020;63
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2019;68
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2018;59
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2017;57
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2016;52
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2015;51
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2014;49
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2013;46
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2012;47
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2011;48
02 Albacete;02001 Abengibre;De 70 a 74 años;Total;1 de enero de 2010;47
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2022;55
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2021;47
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2020;47
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2019;47
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2018;40
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2017;37
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2016;38
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2015;35
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2014;37
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2013;40
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2012;49
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2011;50
02 Albacete;02001 Abengibre;De 75 a 79 años;Total;1 de enero de 2010;52
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2022;33
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2021;33
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2020;25
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2019;26
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2018;26
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2017;32
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2016;35
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2015;38
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2014;36
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2013;38
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2012;42
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2011;44
02 Albacete;02001 Abengibre;De 80 a 84 años;Total;1 de enero de 2010;39
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2022;25
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2021;24
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2020;26
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2019;22
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2018;21
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2017;26
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2016;29
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2015;27
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2014;28
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2013;32
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2012;27
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2011;29
02 Albacete;02001 Abengibre;De 85 a 89 años;Total;1 de enero de 2010;30
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2022;14
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2021;14
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2020;12
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2019;12
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2018;14
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2017;12
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2016;15
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2015;15
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2014;15
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2013;17
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2012;12
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2011;9
02 Albacete;02001 Abengibre;De 90 a 94 años;Total;1 de enero de 2010;10
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2022;8
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2021;6
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2020;5
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2019;5
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2018;6
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2017;5
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2016;2
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2015;1
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2014;1
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2013;0
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2012;2
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2011;1
02 Albacete;02001 Abengibre;De 95 a 99 años;Total;1 de enero de 2010;1
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2022;1
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2021;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2020;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2019;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2018;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2017;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2016;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2015;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2014;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2013;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2012;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2011;0
02 Albacete;02001 Abengibre;100 y más años;Total;1 de enero de 2010;0
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2022;10
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2021;11
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2020;12
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2019;15
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2018;17
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2017;17
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2016;15
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2015;14
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2014;9
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2013;13
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2012;18
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2011;19
02 Albacete;02002 Alatoz;De 0 a 4 años;Total;1 de enero de 2010;18
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2022;10
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2021;10
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2020;15
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2019;8
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2018;15
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2017;19
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2016;19
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2015;21
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2014;19
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2013;18
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2012;21
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2011;19
02 Albacete;02002 Alatoz;De 5 a 9 años;Total;1 de enero de 2010;18
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2022;15
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2021;17
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2020;19
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2019;21
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2018;20
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2017;20
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2016;19
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2015;18
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2014;15
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2013;14
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2012;14
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2011;20
02 Albacete;02002 Alatoz;De 10 a 14 años;Total;1 de enero de 2010;17
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2022;30
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2021;34
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2020;31
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2019;30
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2018;35
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2017;39
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2016;37
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2015;46
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2014;49
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2013;55
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2012;54
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2011;56
02 Albacete;02002 Alatoz;De 65 a 69 años;Total;1 de enero de 2010;57
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2022;38
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2021;33
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2020;40
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2019;47
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2018;50
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2017;50
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2016;52
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2015;55
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2014;44
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2013;35
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2012;34
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2011;36
02 Albacete;02002 Alatoz;De 70 a 74 años;Total;1 de enero de 2010;34
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2022;46
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2021;45
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2020;47
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2019;38
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2018;30
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2017;30
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2016;35
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2015;31
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2014;39
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2013;44
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2012;49
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2011;49
02 Albacete;02002 Alatoz;De 75 a 79 años;Total;1 de enero de 2010;47
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2022;28
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2021;30
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2020;21
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2019;26
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2018;30
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2017;38
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2016;37
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2015;42
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2014;44
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2013;43
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2012;40
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2011;43
02 Albacete;02002 Alatoz;De 80 a 84 años;Total;1 de enero de 2010;43
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2022;21
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2021;22
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2020;23
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2019;25
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2018;25
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2017;29
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2016;30
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2015;31
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2014;27
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2013;26
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2012;19
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2011;18
02 Albacete;02002 Alatoz;De 85 a 89 años;Total;1 de enero de 2010;19
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2022;13
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2021;15
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2020;13
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2019;17
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2018;16
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2017;13
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2016;13
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2015;12
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2014;13
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2013;12
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2012;11
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2011;8
02 Albacete;02002 Alatoz;De 90 a 94 años;Total;1 de enero de 2010;6
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2022;3
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2021;4
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2020;4
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2019;3
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2018;1
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2017;4
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2016;3
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2015;2
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2014;2
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2013;1
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2012;1
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2011;2
02 Albacete;02002 Alatoz;De 95 a 99 años;Total;1 de enero de 2010;1
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2022;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2021;1
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2020;1
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2019;1
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2018;1
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2017;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2016;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2015;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2014;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2013;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2012;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2011;0
02 Albacete;02002 Alatoz;100 y más años;Total;1 de enero de 2010;0
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2022;6.813
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2021;7.154
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2020;7.761
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2019;8.150
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2018;8.440
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2017;8.570
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2016;8.783
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2015;8.962
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2014;9.180
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2013;9.517
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2012;9.679
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2011;9.705
02 Albacete;02003 Albacete;De 0 a 4 años;Total;1 de enero de 2010;9.520
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2022;8.792
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2021;9.037
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2020;9.171
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2019;9.317
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2018;9.524
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2017;9.659
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2016;9.707
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2015;9.644
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2014;9.505
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2013;9.411
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2012;9.238
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2011;9.055
02 Albacete;02003 Albacete;De 5 a 9 años;Total;1 de enero de 2010;9.009
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2022;9.816
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2021;9.853
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2020;9.794
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2019;9.596
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2018;9.440
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2017;9.305
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2016;9.139
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2015;9.171
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2014;9.158
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2013;9.111
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2012;9.071
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2011;9.150
02 Albacete;02003 Albacete;De 10 a 14 años;Total;1 de enero de 2010;9.214
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2022;8.546
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2021;8.184
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2020;8.020
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2019;7.838
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2018;7.691
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2017;7.433
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2016;7.285
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2015;7.069
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2014;6.881
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2013;6.647
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2012;6.403
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2011;6.073
02 Albacete;02003 Albacete;De 65 a 69 años;Total;1 de enero de 2010;6.154
02 Albacete;02003 Albacete;De 70 a 74 años;Total;1 de enero de 2022;6.997
02 Albacete;02003 Albacete;De 70 a 74 años;Total;1 de enero de 2021;6.928
02 Albacete;02003 Albacete;De 70 a 74 años;Total;1 de enero de 2020;6.839
