Municipio;Nacionalidad;Sexo;Destino;Total
19121 Fuentelencina;Total;Total;Otra comunidad autónoma;5
19121 Fuentelencina;Total;Total;Extranjero;0
19122 Fuentelsaz;Total;Total;Misma provincia;0
19122 Fuentelsaz;Total;Total;Misma comunidad autónoma, distinta provincia;0
19122 Fuentelsaz;Total;Total;Otra comunidad autónoma;0
19122 Fuentelsaz;Total;Total;Extranjero;6
19123 Fuentelviejo;Total;Total;Misma provincia;0
19123 Fuentelviejo;Total;Total;Misma comunidad autónoma, distinta provincia;0
19123 Fuentelviejo;Total;Total;Otra comunidad autónoma;2
19123 Fuentelviejo;Total;Total;Extranjero;0
19124 Fuentenovilla;Total;Total;Misma provincia;13
19124 Fuentenovilla;Total;Total;Misma comunidad autónoma, distinta provincia;1
19124 Fuentenovilla;Total;Total;Otra comunidad autónoma;8
19124 Fuentenovilla;Total;Total;Extranjero;0
19125 Gajanejos;Total;Total;Misma provincia;2
19125 Gajanejos;Total;Total;Misma comunidad autónoma, distinta provincia;0
19125 Gajanejos;Total;Total;Otra comunidad autónoma;2
19125 Gajanejos;Total;Total;Extranjero;0
19126 Galápagos;Total;Total;Misma provincia;63
19126 Galápagos;Total;Total;Misma comunidad autónoma, distinta provincia;0
19126 Galápagos;Total;Total;Otra comunidad autónoma;67
19126 Galápagos;Total;Total;Extranjero;4
19127 Galve de Sorbe;Total;Total;Misma provincia;4
19127 Galve de Sorbe;Total;Total;Misma comunidad autónoma, distinta provincia;0
19127 Galve de Sorbe;Total;Total;Otra comunidad autónoma;13
19127 Galve de Sorbe;Total;Total;Extranjero;0
19129 Gascueña de Bornova;Total;Total;Misma provincia;0
19129 Gascueña de Bornova;Total;Total;Misma comunidad autónoma, distinta provincia;0
19129 Gascueña de Bornova;Total;Total;Otra comunidad autónoma;0
19129 Gascueña de Bornova;Total;Total;Extranjero;0
19130 Guadalajara;Total;Total;Misma provincia;1.685
19130 Guadalajara;Total;Total;Misma comunidad autónoma, distinta provincia;161
19130 Guadalajara;Total;Total;Otra comunidad autónoma;1.547
19130 Guadalajara;Total;Total;Extranjero;313
19132 Henche;Total;Total;Misma provincia;5
19132 Henche;Total;Total;Misma comunidad autónoma, distinta provincia;0
19132 Henche;Total;Total;Otra comunidad autónoma;4
19132 Henche;Total;Total;Extranjero;0
19133 Heras de Ayuso;Total;Total;Misma provincia;8
19133 Heras de Ayuso;Total;Total;Misma comunidad autónoma, distinta provincia;0
19133 Heras de Ayuso;Total;Total;Otra comunidad autónoma;13
19133 Heras de Ayuso;Total;Total;Extranjero;0
19134 Herrería;Total;Total;Misma provincia;0
19134 Herrería;Total;Total;Misma comunidad autónoma, distinta provincia;0
19134 Herrería;Total;Total;Otra comunidad autónoma;1
19134 Herrería;Total;Total;Extranjero;0
19135 Hiendelaencina;Total;Total;Misma provincia;3
19135 Hiendelaencina;Total;Total;Misma comunidad autónoma, distinta provincia;0
19135 Hiendelaencina;Total;Total;Otra comunidad autónoma;3
19135 Hiendelaencina;Total;Total;Extranjero;0
19136 Hijes;Total;Total;Misma provincia;0
19136 Hijes;Total;Total;Misma comunidad autónoma, distinta provincia;0
19136 Hijes;Total;Total;Otra comunidad autónoma;0
19136 Hijes;Total;Total;Extranjero;0
19138 Hita;Total;Total;Misma provincia;26
19138 Hita;Total;Total;Misma comunidad autónoma, distinta provincia;1
19138 Hita;Total;Total;Otra comunidad autónoma;10
19138 Hita;Total;Total;Extranjero;0
19139 Hombrados;Total;Total;Misma provincia;0
19139 Hombrados;Total;Total;Misma comunidad autónoma, distinta provincia;0
19139 Hombrados;Total;Total;Otra comunidad autónoma;0
19139 Hombrados;Total;Total;Extranjero;0
19142 Hontoba;Total;Total;Misma provincia;13
19142 Hontoba;Total;Total;Misma comunidad autónoma, distinta provincia;2
19142 Hontoba;Total;Total;Otra comunidad autónoma;14
19142 Hontoba;Total;Total;Extranjero;4
19143 Horche;Total;Total;Misma provincia;65
19143 Horche;Total;Total;Misma comunidad autónoma, distinta provincia;6
19143 Horche;Total;Total;Otra comunidad autónoma;49
19143 Horche;Total;Total;Extranjero;26
19145 Hortezuela de Océn;Total;Total;Misma provincia;0
19145 Hortezuela de Océn;Total;Total;Misma comunidad autónoma, distinta provincia;0
19145 Hortezuela de Océn;Total;Total;Otra comunidad autónoma;0
19145 Hortezuela de Océn;Total;Total;Extranjero;0
19146 Huerce, La;Total;Total;Misma provincia;0
19146 Huerce, La;Total;Total;Misma comunidad autónoma, distinta provincia;0
19146 Huerce, La;Total;Total;Otra comunidad autónoma;4
19146 Huerce, La;Total;Total;Extranjero;0
19147 Huérmeces del Cerro;Total;Total;Misma provincia;0
