Provincias;Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2018;4.182
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2017;4.213
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2016;4.172
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2015;4.169
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2014;4.099
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2013;4.067
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2012;4.116
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2011;4.015
02 Albacete;02029 Chinchilla de Monte-Aragón;Todas las edades;Total;1 de enero de 2010;3.924
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2022;300
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2021;306
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2020;311
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2019;324
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2018;330
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2017;342
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2016;351
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2015;358
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2014;365
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2013;382
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2012;403
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2011;406
02 Albacete;02027 Corral-Rubio;Todas las edades;Total;1 de enero de 2010;409
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2022;129
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2021;134
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2020;118
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2019;123
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2018;128
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2017;130
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2016;139
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2015;141
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2014;139
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2013;147
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2012;157
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2011;161
02 Albacete;02028 Cotillas;Todas las edades;Total;1 de enero de 2010;161
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2022;3.553
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2021;3.557
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2020;3.520
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2019;3.585
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2018;3.624
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2017;3.666
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2016;3.711
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2015;3.761
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2014;3.814
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2013;3.901
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2012;3.941
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2011;3.951
02 Albacete;02030 Elche de la Sierra;Todas las edades;Total;1 de enero de 2010;3.944
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2022;614
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2021;628
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2020;629
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2019;643
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2018;674
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2017;678
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2016;696
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2015;705
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2014;719
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2013;736
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2012;743
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2011;756
02 Albacete;02031 Férez;Todas las edades;Total;1 de enero de 2010;755
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2022;281
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2021;280
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2020;291
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2019;297
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2018;297
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2017;313
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2016;310
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2015;327
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2014;345
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2013;342
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2012;368
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2011;369
02 Albacete;02032 Fuensanta;Todas las edades;Total;1 de enero de 2010;366
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2022;2.461
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2021;2.447
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2020;2.474
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2019;2.489
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2018;2.489
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2017;2.531
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2016;2.574
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2015;2.591
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2014;2.652
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2013;2.652
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2012;2.649
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2011;2.643
02 Albacete;02033 Fuente-Álamo;Todas las edades;Total;1 de enero de 2010;2.673
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2022;1.821
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2021;1.836
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2020;1.831
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2019;1.792
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2018;1.816
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2017;1.843
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2016;1.876
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2015;1.901
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2014;1.931
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2013;1.964
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2012;2.013
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2011;2.029
02 Albacete;02034 Fuentealbilla;Todas las edades;Total;1 de enero de 2010;2.067
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2022;2.568
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2021;2.554
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2020;2.548
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2019;2.512
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2018;2.448
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2017;2.457
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2016;2.509
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2015;2.532
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2014;2.485
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2013;2.560
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2012;2.582
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2011;2.563
02 Albacete;02035 Gineta, La;Todas las edades;Total;1 de enero de 2010;2.494
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2022;98
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2021;99
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2020;98
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2019;104
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2018;110
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2017;110
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2016;111
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2015;114
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2014;122
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2013;118
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2012;118
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2011;121
02 Albacete;02036 Golosalvo;Todas las edades;Total;1 de enero de 2010;123
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2022;30.492
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2021;30.427
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2020;30.200
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2019;30.306
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2018;30.268
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2017;30.184
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2016;30.419
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2015;30.592
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2014;30.862
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2013;31.029
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2012;31.262
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2011;31.199
02 Albacete;02037 Hellín;Todas las edades;Total;1 de enero de 2010;31.109
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2022;304
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2021;311
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2020;322
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2019;326
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2018;349
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2017;341
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2016;340
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2015;347
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2014;349
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2013;345
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2012;349
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2011;356
02 Albacete;02038 Herrera, La;Todas las edades;Total;1 de enero de 2010;346
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2022;1.125
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2021;1.144
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2020;1.135
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2019;1.158
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2018;1.184
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2017;1.196
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2016;1.222
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2015;1.249
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2014;1.273
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2013;1.288
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2012;1.310
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2011;1.306
02 Albacete;02039 Higueruela;Todas las edades;Total;1 de enero de 2010;1.284
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2022;561
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2021;598
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2020;630
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2019;647
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2018;621
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2017;643
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2016;666
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2015;706
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2014;694
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2013;718
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2012;737
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2011;752
02 Albacete;02040 Hoya-Gonzalo;Todas las edades;Total;1 de enero de 2010;710
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2022;350
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2021;363
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2020;342
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2019;355
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2018;360
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2017;378
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2016;377
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2015;400
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2014;408
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2013;408
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2012;431
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2011;440
02 Albacete;02041 Jorquera;Todas las edades;Total;1 de enero de 2010;457
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2022;901
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2021;909
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2020;892
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2019;919
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2018;928
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2017;948
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2016;973
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2015;987
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2014;1.018
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2013;1.032
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2012;1.074
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2011;1.081
02 Albacete;02042 Letur;Todas las edades;Total;1 de enero de 2010;1.076
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2022;1.300
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2021;1.322
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2020;1.332
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2019;1.358
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2018;1.398
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2017;1.412
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2016;1.458
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2015;1.483
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2014;1.504
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2013;1.542
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2012;1.582
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2011;1.612
02 Albacete;02043 Lezuza;Todas las edades;Total;1 de enero de 2010;1.620
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2022;1.096
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2021;1.123
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2020;1.150
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2019;1.175
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2018;1.200
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2017;1.240
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2016;1.279
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2015;1.321
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2014;1.336
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2013;1.357
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2012;1.388
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2011;1.421
02 Albacete;02044 Liétor;Todas las edades;Total;1 de enero de 2010;1.440
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2022;4.644
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2021;4.654
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2020;4.634
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2019;4.652
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2018;4.665
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2017;4.647
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2016;4.671
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2015;4.724
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2014;4.739
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2013;4.759
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2012;4.836
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2011;4.834
02 Albacete;02045 Madrigueras;Todas las edades;Total;1 de enero de 2010;4.917
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2022;1.430
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2021;1.380
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2020;1.362
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2019;1.383
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2018;1.359
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2017;1.360
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2016;1.355
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2015;1.422
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2014;1.430
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2013;1.427
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2012;1.431
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2011;1.435
02 Albacete;02046 Mahora;Todas las edades;Total;1 de enero de 2010;1.412
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2022;114
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2021;105
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2020;104
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2019;110
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2018;113
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2017;115
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2016;121
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2015;121
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2014;121
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2013;126
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2012;122
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2011;117
02 Albacete;02047 Masegoso;Todas las edades;Total;1 de enero de 2010;90
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2022;1.442
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2021;1.483
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2020;1.475
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2019;1.501
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2018;1.537
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2017;1.538
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2016;1.543
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2015;1.564
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2014;1.571
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2013;1.637
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2012;1.683
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2011;1.682
02 Albacete;02048 Minaya;Todas las edades;Total;1 de enero de 2010;1.725
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2022;837
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2021;829
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2020;813
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2019;852
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2018;840
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2017;863
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2016;893
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2015;917
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2014;931
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2013;960
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2012;1.020
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2011;1.050
02 Albacete;02049 Molinicos;Todas las edades;Total;1 de enero de 2010;1.060
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2022;88
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2021;86
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2020;88
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2019;97
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2018;96
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2017;102
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2016;108
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2015;108
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2014;110
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2013;113
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2012;124
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2011;125
02 Albacete;02050 Montalvos;Todas las edades;Total;1 de enero de 2010;132
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2022;2.056
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2021;2.038
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2020;2.041
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2019;2.051
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2018;2.042
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2017;2.057
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2016;2.092
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2015;2.122
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2014;2.162
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2013;2.186
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2012;2.234
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2011;2.284
02 Albacete;02051 Montealegre del Castillo;Todas las edades;Total;1 de enero de 2010;2.301
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2022;660
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2021;605
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2020;578
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2019;571
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2018;548
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2017;549
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2016;550
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2015;555
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2014;563
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2013;574
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2012;589
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2011;600
02 Albacete;02052 Motilleja;Todas las edades;Total;1 de enero de 2010;573
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2022;3.422
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2021;3.433
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2020;3.429
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2019;3.435
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2018;3.513
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2017;3.572
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2016;3.627
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2015;3.643
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2014;3.678
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2013;3.714
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2012;3.757
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2011;3.812
02 Albacete;02053 Munera;Todas las edades;Total;1 de enero de 2010;3.814
02 Albacete;02054 Navas de Jorquera;Todas las edades;Total;1 de enero de 2022;528
