Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;13 Ciudad Real;13024 Brazatortas;100 y más años;1 de enero de 2020;2
Total;13 Ciudad Real;13025 Cabezarados;Todas las edades;1 de enero de 2020;312
Total;13 Ciudad Real;13025 Cabezarados;De 0 a 4 años;1 de enero de 2020;4
Total;13 Ciudad Real;13025 Cabezarados;De 5 a 9 años;1 de enero de 2020;12
Total;13 Ciudad Real;13025 Cabezarados;De 10 a 14 años;1 de enero de 2020;10
Total;13 Ciudad Real;13025 Cabezarados;De 65 a 69 años;1 de enero de 2020;23
Total;13 Ciudad Real;13025 Cabezarados;De 70 a 74 años;1 de enero de 2020;18
Total;13 Ciudad Real;13025 Cabezarados;De 75 a 79 años;1 de enero de 2020;22
Total;13 Ciudad Real;13025 Cabezarados;De 80 a 84 años;1 de enero de 2020;17
Total;13 Ciudad Real;13025 Cabezarados;De 85 a 89 años;1 de enero de 2020;12
Total;13 Ciudad Real;13025 Cabezarados;De 90 a 94 años;1 de enero de 2020;8
Total;13 Ciudad Real;13025 Cabezarados;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13025 Cabezarados;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;Todas las edades;1 de enero de 2020;473
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 0 a 4 años;1 de enero de 2020;10
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 5 a 9 años;1 de enero de 2020;10
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 10 a 14 años;1 de enero de 2020;21
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 65 a 69 años;1 de enero de 2020;26
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 70 a 74 años;1 de enero de 2020;20
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 75 a 79 años;1 de enero de 2020;34
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 80 a 84 años;1 de enero de 2020;33
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 85 a 89 años;1 de enero de 2020;41
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 90 a 94 años;1 de enero de 2020;14
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13026 Cabezarrubias del Puerto;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13027 Calzada de Calatrava;Todas las edades;1 de enero de 2020;3.630
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 0 a 4 años;1 de enero de 2020;71
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 5 a 9 años;1 de enero de 2020;111
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 10 a 14 años;1 de enero de 2020;171
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 65 a 69 años;1 de enero de 2020;193
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 70 a 74 años;1 de enero de 2020;195
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 75 a 79 años;1 de enero de 2020;186
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 80 a 84 años;1 de enero de 2020;168
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 85 a 89 años;1 de enero de 2020;145
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 90 a 94 años;1 de enero de 2020;70
Total;13 Ciudad Real;13027 Calzada de Calatrava;De 95 a 99 años;1 de enero de 2020;14
Total;13 Ciudad Real;13027 Calzada de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13028 Campo de Criptana;Todas las edades;1 de enero de 2020;13.312
Total;13 Ciudad Real;13028 Campo de Criptana;De 0 a 4 años;1 de enero de 2020;541
Total;13 Ciudad Real;13028 Campo de Criptana;De 5 a 9 años;1 de enero de 2020;635
Total;13 Ciudad Real;13028 Campo de Criptana;De 10 a 14 años;1 de enero de 2020;714
Total;13 Ciudad Real;13028 Campo de Criptana;De 65 a 69 años;1 de enero de 2020;629
Total;13 Ciudad Real;13028 Campo de Criptana;De 70 a 74 años;1 de enero de 2020;630
Total;13 Ciudad Real;13028 Campo de Criptana;De 75 a 79 años;1 de enero de 2020;558
Total;13 Ciudad Real;13028 Campo de Criptana;De 80 a 84 años;1 de enero de 2020;422
Total;13 Ciudad Real;13028 Campo de Criptana;De 85 a 89 años;1 de enero de 2020;322
Total;13 Ciudad Real;13028 Campo de Criptana;De 90 a 94 años;1 de enero de 2020;145
Total;13 Ciudad Real;13028 Campo de Criptana;De 95 a 99 años;1 de enero de 2020;29
Total;13 Ciudad Real;13028 Campo de Criptana;100 y más años;1 de enero de 2020;6
Total;13 Ciudad Real;13029 Cañada de Calatrava;Todas las edades;1 de enero de 2020;100
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 0 a 4 años;1 de enero de 2020;1
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 5 a 9 años;1 de enero de 2020;4
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 10 a 14 años;1 de enero de 2020;2
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 65 a 69 años;1 de enero de 2020;7
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 70 a 74 años;1 de enero de 2020;6
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 75 a 79 años;1 de enero de 2020;8
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 80 a 84 años;1 de enero de 2020;1
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 85 a 89 años;1 de enero de 2020;11
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 90 a 94 años;1 de enero de 2020;1
Total;13 Ciudad Real;13029 Cañada de Calatrava;De 95 a 99 años;1 de enero de 2020;0
Total;13 Ciudad Real;13029 Cañada de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13030 Caracuel de Calatrava;Todas las edades;1 de enero de 2020;122
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 0 a 4 años;1 de enero de 2020;3
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 5 a 9 años;1 de enero de 2020;5
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 10 a 14 años;1 de enero de 2020;0
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 65 a 69 años;1 de enero de 2020;15
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 70 a 74 años;1 de enero de 2020;9
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 75 a 79 años;1 de enero de 2020;3
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 80 a 84 años;1 de enero de 2020;7
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 85 a 89 años;1 de enero de 2020;7
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 90 a 94 años;1 de enero de 2020;5
Total;13 Ciudad Real;13030 Caracuel de Calatrava;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13030 Caracuel de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13031 Carrión de Calatrava;Todas las edades;1 de enero de 2020;3.099
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 0 a 4 años;1 de enero de 2020;146
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 5 a 9 años;1 de enero de 2020;163
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 10 a 14 años;1 de enero de 2020;157
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 65 a 69 años;1 de enero de 2020;118
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 70 a 74 años;1 de enero de 2020;116
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 75 a 79 años;1 de enero de 2020;120
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 80 a 84 años;1 de enero de 2020;95
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 85 a 89 años;1 de enero de 2020;61
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 90 a 94 años;1 de enero de 2020;31
Total;13 Ciudad Real;13031 Carrión de Calatrava;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13031 Carrión de Calatrava;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13032 Carrizosa;Todas las edades;1 de enero de 2020;1.188
Total;13 Ciudad Real;13032 Carrizosa;De 0 a 4 años;1 de enero de 2020;27
Total;13 Ciudad Real;13032 Carrizosa;De 5 a 9 años;1 de enero de 2020;18
Total;13 Ciudad Real;13032 Carrizosa;De 10 a 14 años;1 de enero de 2020;44
Total;13 Ciudad Real;13032 Carrizosa;De 65 a 69 años;1 de enero de 2020;77
Total;13 Ciudad Real;13032 Carrizosa;De 70 a 74 años;1 de enero de 2020;63
Total;13 Ciudad Real;13032 Carrizosa;De 75 a 79 años;1 de enero de 2020;70
Total;13 Ciudad Real;13032 Carrizosa;De 80 a 84 años;1 de enero de 2020;67
Total;13 Ciudad Real;13032 Carrizosa;De 85 a 89 años;1 de enero de 2020;44
Total;13 Ciudad Real;13032 Carrizosa;De 90 a 94 años;1 de enero de 2020;17
Total;13 Ciudad Real;13032 Carrizosa;De 95 a 99 años;1 de enero de 2020;3
Total;13 Ciudad Real;13032 Carrizosa;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13033 Castellar de Santiago;Todas las edades;1 de enero de 2020;1.862
Total;13 Ciudad Real;13033 Castellar de Santiago;De 0 a 4 años;1 de enero de 2020;46
Total;13 Ciudad Real;13033 Castellar de Santiago;De 5 a 9 años;1 de enero de 2020;65
Total;13 Ciudad Real;13033 Castellar de Santiago;De 10 a 14 años;1 de enero de 2020;81
Total;13 Ciudad Real;13033 Castellar de Santiago;De 65 a 69 años;1 de enero de 2020;84
Total;13 Ciudad Real;13033 Castellar de Santiago;De 70 a 74 años;1 de enero de 2020;110
Total;13 Ciudad Real;13033 Castellar de Santiago;De 75 a 79 años;1 de enero de 2020;93
Total;13 Ciudad Real;13033 Castellar de Santiago;De 80 a 84 años;1 de enero de 2020;81
Total;13 Ciudad Real;13033 Castellar de Santiago;De 85 a 89 años;1 de enero de 2020;70
Total;13 Ciudad Real;13033 Castellar de Santiago;De 90 a 94 años;1 de enero de 2020;40
Total;13 Ciudad Real;13033 Castellar de Santiago;De 95 a 99 años;1 de enero de 2020;10
Total;13 Ciudad Real;13033 Castellar de Santiago;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13038 Chillón;Todas las edades;1 de enero de 2020;1.790
Total;13 Ciudad Real;13038 Chillón;De 0 a 4 años;1 de enero de 2020;57
Total;13 Ciudad Real;13038 Chillón;De 5 a 9 años;1 de enero de 2020;62
Total;13 Ciudad Real;13038 Chillón;De 10 a 14 años;1 de enero de 2020;56
Total;13 Ciudad Real;13038 Chillón;De 65 a 69 años;1 de enero de 2020;100
Total;13 Ciudad Real;13038 Chillón;De 70 a 74 años;1 de enero de 2020;127
Total;13 Ciudad Real;13038 Chillón;De 75 a 79 años;1 de enero de 2020;133
Total;13 Ciudad Real;13038 Chillón;De 80 a 84 años;1 de enero de 2020;79
Total;13 Ciudad Real;13038 Chillón;De 85 a 89 años;1 de enero de 2020;63
Total;13 Ciudad Real;13038 Chillón;De 90 a 94 años;1 de enero de 2020;32
Total;13 Ciudad Real;13038 Chillón;De 95 a 99 años;1 de enero de 2020;7
Total;13 Ciudad Real;13038 Chillón;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13034 Ciudad Real;Todas las edades;1 de enero de 2020;75.504
Total;13 Ciudad Real;13034 Ciudad Real;De 0 a 4 años;1 de enero de 2020;3.236
Total;13 Ciudad Real;13034 Ciudad Real;De 5 a 9 años;1 de enero de 2020;3.809
Total;13 Ciudad Real;13034 Ciudad Real;De 10 a 14 años;1 de enero de 2020;4.138
Total;13 Ciudad Real;13034 Ciudad Real;De 65 a 69 años;1 de enero de 2020;3.777
Total;13 Ciudad Real;13034 Ciudad Real;De 70 a 74 años;1 de enero de 2020;3.103
Total;13 Ciudad Real;13034 Ciudad Real;De 75 a 79 años;1 de enero de 2020;2.446
Total;13 Ciudad Real;13034 Ciudad Real;De 80 a 84 años;1 de enero de 2020;1.829
Total;13 Ciudad Real;13034 Ciudad Real;De 85 a 89 años;1 de enero de 2020;1.473
Total;13 Ciudad Real;13034 Ciudad Real;De 90 a 94 años;1 de enero de 2020;619
Total;13 Ciudad Real;13034 Ciudad Real;De 95 a 99 años;1 de enero de 2020;196
Total;13 Ciudad Real;13034 Ciudad Real;100 y más años;1 de enero de 2020;26
Total;13 Ciudad Real;13035 Corral de Calatrava;Todas las edades;1 de enero de 2020;1.117
Total;13 Ciudad Real;13035 Corral de Calatrava;De 0 a 4 años;1 de enero de 2020;25
Total;13 Ciudad Real;13035 Corral de Calatrava;De 5 a 9 años;1 de enero de 2020;49
Total;13 Ciudad Real;13035 Corral de Calatrava;De 10 a 14 años;1 de enero de 2020;59
Total;13 Ciudad Real;13035 Corral de Calatrava;De 65 a 69 años;1 de enero de 2020;72
Total;13 Ciudad Real;13035 Corral de Calatrava;De 70 a 74 años;1 de enero de 2020;63
Total;13 Ciudad Real;13035 Corral de Calatrava;De 75 a 79 años;1 de enero de 2020;40
Total;13 Ciudad Real;13035 Corral de Calatrava;De 80 a 84 años;1 de enero de 2020;50
Total;13 Ciudad Real;13035 Corral de Calatrava;De 85 a 89 años;1 de enero de 2020;38
Total;13 Ciudad Real;13035 Corral de Calatrava;De 90 a 94 años;1 de enero de 2020;14
Total;13 Ciudad Real;13035 Corral de Calatrava;De 95 a 99 años;1 de enero de 2020;3
Total;13 Ciudad Real;13035 Corral de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13036 Cortijos, Los;Todas las edades;1 de enero de 2020;877
Total;13 Ciudad Real;13036 Cortijos, Los;De 0 a 4 años;1 de enero de 2020;26
Total;13 Ciudad Real;13036 Cortijos, Los;De 5 a 9 años;1 de enero de 2020;29
Total;13 Ciudad Real;13036 Cortijos, Los;De 10 a 14 años;1 de enero de 2020;30
Total;13 Ciudad Real;13036 Cortijos, Los;De 65 a 69 años;1 de enero de 2020;54
Total;13 Ciudad Real;13036 Cortijos, Los;De 70 a 74 años;1 de enero de 2020;59
Total;13 Ciudad Real;13036 Cortijos, Los;De 75 a 79 años;1 de enero de 2020;53
Total;13 Ciudad Real;13036 Cortijos, Los;De 80 a 84 años;1 de enero de 2020;55
Total;13 Ciudad Real;13036 Cortijos, Los;De 85 a 89 años;1 de enero de 2020;43
Total;13 Ciudad Real;13036 Cortijos, Los;De 90 a 94 años;1 de enero de 2020;21
Total;13 Ciudad Real;13036 Cortijos, Los;De 95 a 99 años;1 de enero de 2020;5
Total;13 Ciudad Real;13036 Cortijos, Los;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13037 Cózar;Todas las edades;1 de enero de 2020;952
Total;13 Ciudad Real;13037 Cózar;De 0 a 4 años;1 de enero de 2020;20
Total;13 Ciudad Real;13037 Cózar;De 5 a 9 años;1 de enero de 2020;27
Total;13 Ciudad Real;13037 Cózar;De 10 a 14 años;1 de enero de 2020;35
Total;13 Ciudad Real;13037 Cózar;De 65 a 69 años;1 de enero de 2020;63
Total;13 Ciudad Real;13037 Cózar;De 70 a 74 años;1 de enero de 2020;52
Total;13 Ciudad Real;13037 Cózar;De 75 a 79 años;1 de enero de 2020;50
Total;13 Ciudad Real;13037 Cózar;De 80 a 84 años;1 de enero de 2020;38
Total;13 Ciudad Real;13037 Cózar;De 85 a 89 años;1 de enero de 2020;45
Total;13 Ciudad Real;13037 Cózar;De 90 a 94 años;1 de enero de 2020;30
Total;13 Ciudad Real;13037 Cózar;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13037 Cózar;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13039 Daimiel;Todas las edades;1 de enero de 2020;17.916
Total;13 Ciudad Real;13039 Daimiel;De 0 a 4 años;1 de enero de 2020;679
Total;13 Ciudad Real;13039 Daimiel;De 5 a 9 años;1 de enero de 2020;880
Total;13 Ciudad Real;13039 Daimiel;De 10 a 14 años;1 de enero de 2020;930
Total;13 Ciudad Real;13039 Daimiel;De 65 a 69 años;1 de enero de 2020;892
Total;13 Ciudad Real;13039 Daimiel;De 70 a 74 años;1 de enero de 2020;739
Total;13 Ciudad Real;13039 Daimiel;De 75 a 79 años;1 de enero de 2020;629
Total;13 Ciudad Real;13039 Daimiel;De 80 a 84 años;1 de enero de 2020;524
Total;13 Ciudad Real;13039 Daimiel;De 85 a 89 años;1 de enero de 2020;470
Total;13 Ciudad Real;13039 Daimiel;De 90 a 94 años;1 de enero de 2020;264
Total;13 Ciudad Real;13039 Daimiel;De 95 a 99 años;1 de enero de 2020;71
Total;13 Ciudad Real;13039 Daimiel;100 y más años;1 de enero de 2020;7
Total;13 Ciudad Real;13040 Fernán Caballero;Todas las edades;1 de enero de 2020;985
Total;13 Ciudad Real;13040 Fernán Caballero;De 0 a 4 años;1 de enero de 2020;26
Total;13 Ciudad Real;13040 Fernán Caballero;De 5 a 9 años;1 de enero de 2020;33
Total;13 Ciudad Real;13040 Fernán Caballero;De 10 a 14 años;1 de enero de 2020;45
Total;13 Ciudad Real;13040 Fernán Caballero;De 65 a 69 años;1 de enero de 2020;57
Total;13 Ciudad Real;13040 Fernán Caballero;De 70 a 74 años;1 de enero de 2020;62
Total;13 Ciudad Real;13040 Fernán Caballero;De 75 a 79 años;1 de enero de 2020;60
Total;13 Ciudad Real;13040 Fernán Caballero;De 80 a 84 años;1 de enero de 2020;55
Total;13 Ciudad Real;13040 Fernán Caballero;De 85 a 89 años;1 de enero de 2020;46
Total;13 Ciudad Real;13040 Fernán Caballero;De 90 a 94 años;1 de enero de 2020;20
Total;13 Ciudad Real;13040 Fernán Caballero;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13040 Fernán Caballero;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13041 Fontanarejo;Todas las edades;1 de enero de 2020;253
Total;13 Ciudad Real;13041 Fontanarejo;De 0 a 4 años;1 de enero de 2020;1
Total;13 Ciudad Real;13041 Fontanarejo;De 5 a 9 años;1 de enero de 2020;6
Total;13 Ciudad Real;13041 Fontanarejo;De 10 a 14 años;1 de enero de 2020;8
Total;13 Ciudad Real;13041 Fontanarejo;De 65 a 69 años;1 de enero de 2020;24
Total;13 Ciudad Real;13041 Fontanarejo;De 70 a 74 años;1 de enero de 2020;19
Total;13 Ciudad Real;13041 Fontanarejo;De 75 a 79 años;1 de enero de 2020;23
Total;13 Ciudad Real;13041 Fontanarejo;De 80 a 84 años;1 de enero de 2020;12
Total;13 Ciudad Real;13041 Fontanarejo;De 85 a 89 años;1 de enero de 2020;11
Total;13 Ciudad Real;13041 Fontanarejo;De 90 a 94 años;1 de enero de 2020;10
Total;13 Ciudad Real;13041 Fontanarejo;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13041 Fontanarejo;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13042 Fuencaliente;Todas las edades;1 de enero de 2020;1.024
Total;13 Ciudad Real;13042 Fuencaliente;De 0 a 4 años;1 de enero de 2020;42
Total;13 Ciudad Real;13042 Fuencaliente;De 5 a 9 años;1 de enero de 2020;30
Total;13 Ciudad Real;13042 Fuencaliente;De 10 a 14 años;1 de enero de 2020;40
Total;13 Ciudad Real;13042 Fuencaliente;De 65 a 69 años;1 de enero de 2020;73
Total;13 Ciudad Real;13042 Fuencaliente;De 70 a 74 años;1 de enero de 2020;58
Total;13 Ciudad Real;13042 Fuencaliente;De 75 a 79 años;1 de enero de 2020;45
Total;13 Ciudad Real;13042 Fuencaliente;De 80 a 84 años;1 de enero de 2020;37
Total;13 Ciudad Real;13042 Fuencaliente;De 85 a 89 años;1 de enero de 2020;42
Total;13 Ciudad Real;13042 Fuencaliente;De 90 a 94 años;1 de enero de 2020;28
Total;13 Ciudad Real;13042 Fuencaliente;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13042 Fuencaliente;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13043 Fuenllana;Todas las edades;1 de enero de 2020;211
Total;13 Ciudad Real;13043 Fuenllana;De 0 a 4 años;1 de enero de 2020;0
Total;13 Ciudad Real;13043 Fuenllana;De 5 a 9 años;1 de enero de 2020;2
Total;13 Ciudad Real;13043 Fuenllana;De 10 a 14 años;1 de enero de 2020;1
Total;13 Ciudad Real;13043 Fuenllana;De 65 a 69 años;1 de enero de 2020;21
Total;13 Ciudad Real;13043 Fuenllana;De 70 a 74 años;1 de enero de 2020;28
Total;13 Ciudad Real;13043 Fuenllana;De 75 a 79 años;1 de enero de 2020;20
Total;13 Ciudad Real;13043 Fuenllana;De 80 a 84 años;1 de enero de 2020;12
Total;13 Ciudad Real;13043 Fuenllana;De 85 a 89 años;1 de enero de 2020;14
Total;13 Ciudad Real;13043 Fuenllana;De 90 a 94 años;1 de enero de 2020;4
Total;13 Ciudad Real;13043 Fuenllana;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13043 Fuenllana;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13044 Fuente el Fresno;Todas las edades;1 de enero de 2020;3.208
Total;13 Ciudad Real;13044 Fuente el Fresno;De 0 a 4 años;1 de enero de 2020;139
Total;13 Ciudad Real;13044 Fuente el Fresno;De 5 a 9 años;1 de enero de 2020;115
Total;13 Ciudad Real;13044 Fuente el Fresno;De 10 a 14 años;1 de enero de 2020;146
Total;13 Ciudad Real;13044 Fuente el Fresno;De 65 a 69 años;1 de enero de 2020;168
Total;13 Ciudad Real;13044 Fuente el Fresno;De 70 a 74 años;1 de enero de 2020;147
Total;13 Ciudad Real;13044 Fuente el Fresno;De 75 a 79 años;1 de enero de 2020;143
Total;13 Ciudad Real;13044 Fuente el Fresno;De 80 a 84 años;1 de enero de 2020;124
Total;13 Ciudad Real;13044 Fuente el Fresno;De 85 a 89 años;1 de enero de 2020;123
Total;13 Ciudad Real;13044 Fuente el Fresno;De 90 a 94 años;1 de enero de 2020;61
Total;13 Ciudad Real;13044 Fuente el Fresno;De 95 a 99 años;1 de enero de 2020;10
Total;13 Ciudad Real;13044 Fuente el Fresno;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13045 Granátula de Calatrava;Todas las edades;1 de enero de 2020;717
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 0 a 4 años;1 de enero de 2020;16
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 5 a 9 años;1 de enero de 2020;18
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 10 a 14 años;1 de enero de 2020;24
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 65 a 69 años;1 de enero de 2020;36
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 70 a 74 años;1 de enero de 2020;40
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 75 a 79 años;1 de enero de 2020;52
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 80 a 84 años;1 de enero de 2020;45
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 85 a 89 años;1 de enero de 2020;37
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 90 a 94 años;1 de enero de 2020;9
Total;13 Ciudad Real;13045 Granátula de Calatrava;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13045 Granátula de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13046 Guadalmez;Todas las edades;1 de enero de 2020;697
Total;13 Ciudad Real;13046 Guadalmez;De 0 a 4 años;1 de enero de 2020;11
Total;13 Ciudad Real;13046 Guadalmez;De 5 a 9 años;1 de enero de 2020;6
Total;13 Ciudad Real;13046 Guadalmez;De 10 a 14 años;1 de enero de 2020;25
Total;13 Ciudad Real;13046 Guadalmez;De 65 a 69 años;1 de enero de 2020;38
Total;13 Ciudad Real;13046 Guadalmez;De 70 a 74 años;1 de enero de 2020;50
Total;13 Ciudad Real;13046 Guadalmez;De 75 a 79 años;1 de enero de 2020;58
Total;13 Ciudad Real;13046 Guadalmez;De 80 a 84 años;1 de enero de 2020;40
Total;13 Ciudad Real;13046 Guadalmez;De 85 a 89 años;1 de enero de 2020;34
Total;13 Ciudad Real;13046 Guadalmez;De 90 a 94 años;1 de enero de 2020;15
Total;13 Ciudad Real;13046 Guadalmez;De 95 a 99 años;1 de enero de 2020;5
Total;13 Ciudad Real;13046 Guadalmez;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13047 Herencia;Todas las edades;1 de enero de 2020;8.456
Total;13 Ciudad Real;13047 Herencia;De 0 a 4 años;1 de enero de 2020;390
Total;13 Ciudad Real;13047 Herencia;De 5 a 9 años;1 de enero de 2020;437
Total;13 Ciudad Real;13047 Herencia;De 10 a 14 años;1 de enero de 2020;500
Total;13 Ciudad Real;13047 Herencia;De 65 a 69 años;1 de enero de 2020;313
Total;13 Ciudad Real;13047 Herencia;De 70 a 74 años;1 de enero de 2020;303
Total;13 Ciudad Real;13047 Herencia;De 75 a 79 años;1 de enero de 2020;285
Total;13 Ciudad Real;13047 Herencia;De 80 a 84 años;1 de enero de 2020;233
Total;13 Ciudad Real;13047 Herencia;De 85 a 89 años;1 de enero de 2020;192
Total;13 Ciudad Real;13047 Herencia;De 90 a 94 años;1 de enero de 2020;86
Total;13 Ciudad Real;13047 Herencia;De 95 a 99 años;1 de enero de 2020;23
Total;13 Ciudad Real;13047 Herencia;100 y más años;1 de enero de 2020;6
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;Todas las edades;1 de enero de 2020;522
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 0 a 4 años;1 de enero de 2020;10
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 5 a 9 años;1 de enero de 2020;16
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 10 a 14 años;1 de enero de 2020;8
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 65 a 69 años;1 de enero de 2020;38
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 70 a 74 años;1 de enero de 2020;64
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 75 a 79 años;1 de enero de 2020;39
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 80 a 84 años;1 de enero de 2020;38
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 85 a 89 años;1 de enero de 2020;25
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 90 a 94 años;1 de enero de 2020;17
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;De 95 a 99 años;1 de enero de 2020;3
Total;13 Ciudad Real;13048 Hinojosas de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13049 Horcajo de los Montes;Todas las edades;1 de enero de 2020;833
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 0 a 4 años;1 de enero de 2020;19
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 5 a 9 años;1 de enero de 2020;23
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 10 a 14 años;1 de enero de 2020;42
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 65 a 69 años;1 de enero de 2020;51
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 70 a 74 años;1 de enero de 2020;56
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 75 a 79 años;1 de enero de 2020;47
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 80 a 84 años;1 de enero de 2020;31
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 85 a 89 años;1 de enero de 2020;34
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 90 a 94 años;1 de enero de 2020;19
Total;13 Ciudad Real;13049 Horcajo de los Montes;De 95 a 99 años;1 de enero de 2020;3
