Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;13 Ciudad Real;13049 Horcajo de los Montes;100 y más años;1 de enero de 2020;2
Total;13 Ciudad Real;13050 Labores, Las;Todas las edades;1 de enero de 2020;558
Total;13 Ciudad Real;13050 Labores, Las;De 0 a 4 años;1 de enero de 2020;12
Total;13 Ciudad Real;13050 Labores, Las;De 5 a 9 años;1 de enero de 2020;14
Total;13 Ciudad Real;13050 Labores, Las;De 10 a 14 años;1 de enero de 2020;13
Total;13 Ciudad Real;13050 Labores, Las;De 65 a 69 años;1 de enero de 2020;48
Total;13 Ciudad Real;13050 Labores, Las;De 70 a 74 años;1 de enero de 2020;34
Total;13 Ciudad Real;13050 Labores, Las;De 75 a 79 años;1 de enero de 2020;33
Total;13 Ciudad Real;13050 Labores, Las;De 80 a 84 años;1 de enero de 2020;20
Total;13 Ciudad Real;13050 Labores, Las;De 85 a 89 años;1 de enero de 2020;21
Total;13 Ciudad Real;13050 Labores, Las;De 90 a 94 años;1 de enero de 2020;11
Total;13 Ciudad Real;13050 Labores, Las;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13050 Labores, Las;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13904 Llanos del Caudillo;Todas las edades;1 de enero de 2020;683
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 0 a 4 años;1 de enero de 2020;22
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 5 a 9 años;1 de enero de 2020;30
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 10 a 14 años;1 de enero de 2020;35
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 65 a 69 años;1 de enero de 2020;43
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 70 a 74 años;1 de enero de 2020;43
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 75 a 79 años;1 de enero de 2020;28
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 80 a 84 años;1 de enero de 2020;16
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 85 a 89 años;1 de enero de 2020;15
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 90 a 94 años;1 de enero de 2020;3
Total;13 Ciudad Real;13904 Llanos del Caudillo;De 95 a 99 años;1 de enero de 2020;3
Total;13 Ciudad Real;13904 Llanos del Caudillo;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13051 Luciana;Todas las edades;1 de enero de 2020;364
Total;13 Ciudad Real;13051 Luciana;De 0 a 4 años;1 de enero de 2020;4
Total;13 Ciudad Real;13051 Luciana;De 5 a 9 años;1 de enero de 2020;6
Total;13 Ciudad Real;13051 Luciana;De 10 a 14 años;1 de enero de 2020;4
Total;13 Ciudad Real;13051 Luciana;De 65 a 69 años;1 de enero de 2020;29
Total;13 Ciudad Real;13051 Luciana;De 70 a 74 años;1 de enero de 2020;31
Total;13 Ciudad Real;13051 Luciana;De 75 a 79 años;1 de enero de 2020;19
Total;13 Ciudad Real;13051 Luciana;De 80 a 84 años;1 de enero de 2020;23
Total;13 Ciudad Real;13051 Luciana;De 85 a 89 años;1 de enero de 2020;21
Total;13 Ciudad Real;13051 Luciana;De 90 a 94 años;1 de enero de 2020;8
Total;13 Ciudad Real;13051 Luciana;De 95 a 99 años;1 de enero de 2020;0
Total;13 Ciudad Real;13051 Luciana;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13052 Malagón;Todas las edades;1 de enero de 2020;7.881
Total;13 Ciudad Real;13052 Malagón;De 0 a 4 años;1 de enero de 2020;342
Total;13 Ciudad Real;13052 Malagón;De 5 a 9 años;1 de enero de 2020;388
Total;13 Ciudad Real;13052 Malagón;De 10 a 14 años;1 de enero de 2020;392
Total;13 Ciudad Real;13052 Malagón;De 65 a 69 años;1 de enero de 2020;420
Total;13 Ciudad Real;13052 Malagón;De 70 a 74 años;1 de enero de 2020;359
Total;13 Ciudad Real;13052 Malagón;De 75 a 79 años;1 de enero de 2020;289
Total;13 Ciudad Real;13052 Malagón;De 80 a 84 años;1 de enero de 2020;261
Total;13 Ciudad Real;13052 Malagón;De 85 a 89 años;1 de enero de 2020;241
Total;13 Ciudad Real;13052 Malagón;De 90 a 94 años;1 de enero de 2020;115
Total;13 Ciudad Real;13052 Malagón;De 95 a 99 años;1 de enero de 2020;28
Total;13 Ciudad Real;13052 Malagón;100 y más años;1 de enero de 2020;5
Total;13 Ciudad Real;13053 Manzanares;Todas las edades;1 de enero de 2020;17.962
Total;13 Ciudad Real;13053 Manzanares;De 0 a 4 años;1 de enero de 2020;735
Total;13 Ciudad Real;13053 Manzanares;De 5 a 9 años;1 de enero de 2020;878
Total;13 Ciudad Real;13053 Manzanares;De 10 a 14 años;1 de enero de 2020;970
Total;13 Ciudad Real;13053 Manzanares;De 65 a 69 años;1 de enero de 2020;997
Total;13 Ciudad Real;13053 Manzanares;De 70 a 74 años;1 de enero de 2020;812
Total;13 Ciudad Real;13053 Manzanares;De 75 a 79 años;1 de enero de 2020;731
Total;13 Ciudad Real;13053 Manzanares;De 80 a 84 años;1 de enero de 2020;434
Total;13 Ciudad Real;13053 Manzanares;De 85 a 89 años;1 de enero de 2020;372
Total;13 Ciudad Real;13053 Manzanares;De 90 a 94 años;1 de enero de 2020;175
Total;13 Ciudad Real;13053 Manzanares;De 95 a 99 años;1 de enero de 2020;42
Total;13 Ciudad Real;13053 Manzanares;100 y más años;1 de enero de 2020;3
Total;13 Ciudad Real;13054 Membrilla;Todas las edades;1 de enero de 2020;5.942
Total;13 Ciudad Real;13054 Membrilla;De 0 a 4 años;1 de enero de 2020;255
Total;13 Ciudad Real;13054 Membrilla;De 5 a 9 años;1 de enero de 2020;274
Total;13 Ciudad Real;13054 Membrilla;De 10 a 14 años;1 de enero de 2020;264
Total;13 Ciudad Real;13054 Membrilla;De 65 a 69 años;1 de enero de 2020;351
Total;13 Ciudad Real;13054 Membrilla;De 70 a 74 años;1 de enero de 2020;312
Total;13 Ciudad Real;13054 Membrilla;De 75 a 79 años;1 de enero de 2020;227
Total;13 Ciudad Real;13054 Membrilla;De 80 a 84 años;1 de enero de 2020;159
Total;13 Ciudad Real;13054 Membrilla;De 85 a 89 años;1 de enero de 2020;133
Total;13 Ciudad Real;13054 Membrilla;De 90 a 94 años;1 de enero de 2020;56
Total;13 Ciudad Real;13054 Membrilla;De 95 a 99 años;1 de enero de 2020;15
Total;13 Ciudad Real;13054 Membrilla;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13055 Mestanza;Todas las edades;1 de enero de 2020;669
Total;13 Ciudad Real;13055 Mestanza;De 0 a 4 años;1 de enero de 2020;9
Total;13 Ciudad Real;13055 Mestanza;De 5 a 9 años;1 de enero de 2020;12
Total;13 Ciudad Real;13055 Mestanza;De 10 a 14 años;1 de enero de 2020;16
Total;13 Ciudad Real;13055 Mestanza;De 65 a 69 años;1 de enero de 2020;47
Total;13 Ciudad Real;13055 Mestanza;De 70 a 74 años;1 de enero de 2020;49
Total;13 Ciudad Real;13055 Mestanza;De 75 a 79 años;1 de enero de 2020;55
Total;13 Ciudad Real;13055 Mestanza;De 80 a 84 años;1 de enero de 2020;62
Total;13 Ciudad Real;13055 Mestanza;De 85 a 89 años;1 de enero de 2020;34
Total;13 Ciudad Real;13055 Mestanza;De 90 a 94 años;1 de enero de 2020;11
Total;13 Ciudad Real;13055 Mestanza;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13055 Mestanza;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13056 Miguelturra;Todas las edades;1 de enero de 2020;15.498
Total;13 Ciudad Real;13056 Miguelturra;De 0 a 4 años;1 de enero de 2020;749
Total;13 Ciudad Real;13056 Miguelturra;De 5 a 9 años;1 de enero de 2020;1.028
Total;13 Ciudad Real;13056 Miguelturra;De 10 a 14 años;1 de enero de 2020;1.058
Total;13 Ciudad Real;13056 Miguelturra;De 65 a 69 años;1 de enero de 2020;537
Total;13 Ciudad Real;13056 Miguelturra;De 70 a 74 años;1 de enero de 2020;421
Total;13 Ciudad Real;13056 Miguelturra;De 75 a 79 años;1 de enero de 2020;299
Total;13 Ciudad Real;13056 Miguelturra;De 80 a 84 años;1 de enero de 2020;263
Total;13 Ciudad Real;13056 Miguelturra;De 85 a 89 años;1 de enero de 2020;204
Total;13 Ciudad Real;13056 Miguelturra;De 90 a 94 años;1 de enero de 2020;100
Total;13 Ciudad Real;13056 Miguelturra;De 95 a 99 años;1 de enero de 2020;25
Total;13 Ciudad Real;13056 Miguelturra;100 y más años;1 de enero de 2020;3
Total;13 Ciudad Real;13057 Montiel;Todas las edades;1 de enero de 2020;1.294
Total;13 Ciudad Real;13057 Montiel;De 0 a 4 años;1 de enero de 2020;39
Total;13 Ciudad Real;13057 Montiel;De 5 a 9 años;1 de enero de 2020;45
Total;13 Ciudad Real;13057 Montiel;De 10 a 14 años;1 de enero de 2020;45
Total;13 Ciudad Real;13057 Montiel;De 65 a 69 años;1 de enero de 2020;61
Total;13 Ciudad Real;13057 Montiel;De 70 a 74 años;1 de enero de 2020;67
Total;13 Ciudad Real;13057 Montiel;De 75 a 79 años;1 de enero de 2020;50
Total;13 Ciudad Real;13057 Montiel;De 80 a 84 años;1 de enero de 2020;64
Total;13 Ciudad Real;13057 Montiel;De 85 a 89 años;1 de enero de 2020;43
Total;13 Ciudad Real;13057 Montiel;De 90 a 94 años;1 de enero de 2020;28
Total;13 Ciudad Real;13057 Montiel;De 95 a 99 años;1 de enero de 2020;7
Total;13 Ciudad Real;13057 Montiel;100 y más años;1 de enero de 2020;3
Total;13 Ciudad Real;13058 Moral de Calatrava;Todas las edades;1 de enero de 2020;5.208
Total;13 Ciudad Real;13058 Moral de Calatrava;De 0 a 4 años;1 de enero de 2020;207
Total;13 Ciudad Real;13058 Moral de Calatrava;De 5 a 9 años;1 de enero de 2020;273
Total;13 Ciudad Real;13058 Moral de Calatrava;De 10 a 14 años;1 de enero de 2020;281
Total;13 Ciudad Real;13058 Moral de Calatrava;De 65 a 69 años;1 de enero de 2020;233
Total;13 Ciudad Real;13058 Moral de Calatrava;De 70 a 74 años;1 de enero de 2020;210
Total;13 Ciudad Real;13058 Moral de Calatrava;De 75 a 79 años;1 de enero de 2020;238
Total;13 Ciudad Real;13058 Moral de Calatrava;De 80 a 84 años;1 de enero de 2020;183
Total;13 Ciudad Real;13058 Moral de Calatrava;De 85 a 89 años;1 de enero de 2020;153
Total;13 Ciudad Real;13058 Moral de Calatrava;De 90 a 94 años;1 de enero de 2020;59
Total;13 Ciudad Real;13058 Moral de Calatrava;De 95 a 99 años;1 de enero de 2020;15
Total;13 Ciudad Real;13058 Moral de Calatrava;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13059 Navalpino;Todas las edades;1 de enero de 2020;221
Total;13 Ciudad Real;13059 Navalpino;De 0 a 4 años;1 de enero de 2020;8
Total;13 Ciudad Real;13059 Navalpino;De 5 a 9 años;1 de enero de 2020;6
Total;13 Ciudad Real;13059 Navalpino;De 10 a 14 años;1 de enero de 2020;6
Total;13 Ciudad Real;13059 Navalpino;De 65 a 69 años;1 de enero de 2020;9
Total;13 Ciudad Real;13059 Navalpino;De 70 a 74 años;1 de enero de 2020;18
Total;13 Ciudad Real;13059 Navalpino;De 75 a 79 años;1 de enero de 2020;11
Total;13 Ciudad Real;13059 Navalpino;De 80 a 84 años;1 de enero de 2020;22
Total;13 Ciudad Real;13059 Navalpino;De 85 a 89 años;1 de enero de 2020;16
Total;13 Ciudad Real;13059 Navalpino;De 90 a 94 años;1 de enero de 2020;3
Total;13 Ciudad Real;13059 Navalpino;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13059 Navalpino;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13060 Navas de Estena;Todas las edades;1 de enero de 2020;293
Total;13 Ciudad Real;13060 Navas de Estena;De 0 a 4 años;1 de enero de 2020;2
Total;13 Ciudad Real;13060 Navas de Estena;De 5 a 9 años;1 de enero de 2020;3
Total;13 Ciudad Real;13060 Navas de Estena;De 10 a 14 años;1 de enero de 2020;7
Total;13 Ciudad Real;13060 Navas de Estena;De 65 a 69 años;1 de enero de 2020;21
Total;13 Ciudad Real;13060 Navas de Estena;De 70 a 74 años;1 de enero de 2020;25
Total;13 Ciudad Real;13060 Navas de Estena;De 75 a 79 años;1 de enero de 2020;22
Total;13 Ciudad Real;13060 Navas de Estena;De 80 a 84 años;1 de enero de 2020;18
Total;13 Ciudad Real;13060 Navas de Estena;De 85 a 89 años;1 de enero de 2020;24
Total;13 Ciudad Real;13060 Navas de Estena;De 90 a 94 años;1 de enero de 2020;11
Total;13 Ciudad Real;13060 Navas de Estena;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13060 Navas de Estena;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13061 Pedro Muñoz;Todas las edades;1 de enero de 2020;7.285
Total;13 Ciudad Real;13061 Pedro Muñoz;De 0 a 4 años;1 de enero de 2020;323
Total;13 Ciudad Real;13061 Pedro Muñoz;De 5 a 9 años;1 de enero de 2020;331
Total;13 Ciudad Real;13061 Pedro Muñoz;De 10 a 14 años;1 de enero de 2020;390
Total;13 Ciudad Real;13061 Pedro Muñoz;De 65 a 69 años;1 de enero de 2020;355
Total;13 Ciudad Real;13061 Pedro Muñoz;De 70 a 74 años;1 de enero de 2020;308
Total;13 Ciudad Real;13061 Pedro Muñoz;De 75 a 79 años;1 de enero de 2020;312
Total;13 Ciudad Real;13061 Pedro Muñoz;De 80 a 84 años;1 de enero de 2020;231
Total;13 Ciudad Real;13061 Pedro Muñoz;De 85 a 89 años;1 de enero de 2020;215
Total;13 Ciudad Real;13061 Pedro Muñoz;De 90 a 94 años;1 de enero de 2020;69
Total;13 Ciudad Real;13061 Pedro Muñoz;De 95 a 99 años;1 de enero de 2020;17
Total;13 Ciudad Real;13061 Pedro Muñoz;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13062 Picón;Todas las edades;1 de enero de 2020;668
Total;13 Ciudad Real;13062 Picón;De 0 a 4 años;1 de enero de 2020;23
Total;13 Ciudad Real;13062 Picón;De 5 a 9 años;1 de enero de 2020;36
Total;13 Ciudad Real;13062 Picón;De 10 a 14 años;1 de enero de 2020;29
Total;13 Ciudad Real;13062 Picón;De 65 a 69 años;1 de enero de 2020;36
Total;13 Ciudad Real;13062 Picón;De 70 a 74 años;1 de enero de 2020;27
Total;13 Ciudad Real;13062 Picón;De 75 a 79 años;1 de enero de 2020;17
Total;13 Ciudad Real;13062 Picón;De 80 a 84 años;1 de enero de 2020;21
Total;13 Ciudad Real;13062 Picón;De 85 a 89 años;1 de enero de 2020;21
Total;13 Ciudad Real;13062 Picón;De 90 a 94 años;1 de enero de 2020;7
Total;13 Ciudad Real;13062 Picón;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13062 Picón;100 y más años;1 de enero de 2020;2
Total;13 Ciudad Real;13063 Piedrabuena;Todas las edades;1 de enero de 2020;4.379
Total;13 Ciudad Real;13063 Piedrabuena;De 0 a 4 años;1 de enero de 2020;167
Total;13 Ciudad Real;13063 Piedrabuena;De 5 a 9 años;1 de enero de 2020;180
Total;13 Ciudad Real;13063 Piedrabuena;De 10 a 14 años;1 de enero de 2020;180
Total;13 Ciudad Real;13063 Piedrabuena;De 65 a 69 años;1 de enero de 2020;246
Total;13 Ciudad Real;13063 Piedrabuena;De 70 a 74 años;1 de enero de 2020;166
Total;13 Ciudad Real;13063 Piedrabuena;De 75 a 79 años;1 de enero de 2020;161
Total;13 Ciudad Real;13063 Piedrabuena;De 80 a 84 años;1 de enero de 2020;133
Total;13 Ciudad Real;13063 Piedrabuena;De 85 a 89 años;1 de enero de 2020;155
Total;13 Ciudad Real;13063 Piedrabuena;De 90 a 94 años;1 de enero de 2020;71
Total;13 Ciudad Real;13063 Piedrabuena;De 95 a 99 años;1 de enero de 2020;23
Total;13 Ciudad Real;13063 Piedrabuena;100 y más años;1 de enero de 2020;6
Total;13 Ciudad Real;13064 Poblete;Todas las edades;1 de enero de 2020;2.667
Total;13 Ciudad Real;13064 Poblete;De 0 a 4 años;1 de enero de 2020;179
Total;13 Ciudad Real;13064 Poblete;De 5 a 9 años;1 de enero de 2020;234
Total;13 Ciudad Real;13064 Poblete;De 10 a 14 años;1 de enero de 2020;219
Total;13 Ciudad Real;13064 Poblete;De 65 a 69 años;1 de enero de 2020;78
Total;13 Ciudad Real;13064 Poblete;De 70 a 74 años;1 de enero de 2020;59
Total;13 Ciudad Real;13064 Poblete;De 75 a 79 años;1 de enero de 2020;54
Total;13 Ciudad Real;13064 Poblete;De 80 a 84 años;1 de enero de 2020;31
Total;13 Ciudad Real;13064 Poblete;De 85 a 89 años;1 de enero de 2020;25
Total;13 Ciudad Real;13064 Poblete;De 90 a 94 años;1 de enero de 2020;6
Total;13 Ciudad Real;13064 Poblete;De 95 a 99 años;1 de enero de 2020;2
Total;13 Ciudad Real;13064 Poblete;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13065 Porzuna;Todas las edades;1 de enero de 2020;3.465
Total;13 Ciudad Real;13065 Porzuna;De 0 a 4 años;1 de enero de 2020;141
Total;13 Ciudad Real;13065 Porzuna;De 5 a 9 años;1 de enero de 2020;137
Total;13 Ciudad Real;13065 Porzuna;De 10 a 14 años;1 de enero de 2020;146
Total;13 Ciudad Real;13065 Porzuna;De 65 a 69 años;1 de enero de 2020;183
Total;13 Ciudad Real;13065 Porzuna;De 70 a 74 años;1 de enero de 2020;189
Total;13 Ciudad Real;13065 Porzuna;De 75 a 79 años;1 de enero de 2020;159
Total;13 Ciudad Real;13065 Porzuna;De 80 a 84 años;1 de enero de 2020;166
Total;13 Ciudad Real;13065 Porzuna;De 85 a 89 años;1 de enero de 2020;125
Total;13 Ciudad Real;13065 Porzuna;De 90 a 94 años;1 de enero de 2020;49
Total;13 Ciudad Real;13065 Porzuna;De 95 a 99 años;1 de enero de 2020;8
Total;13 Ciudad Real;13065 Porzuna;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;Todas las edades;1 de enero de 2020;3.586
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 0 a 4 años;1 de enero de 2020;205
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 5 a 9 años;1 de enero de 2020;244
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 10 a 14 años;1 de enero de 2020;195
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 65 a 69 años;1 de enero de 2020;148
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 70 a 74 años;1 de enero de 2020;116
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 75 a 79 años;1 de enero de 2020;100
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 80 a 84 años;1 de enero de 2020;71
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 85 a 89 años;1 de enero de 2020;65
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 90 a 94 años;1 de enero de 2020;15
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13066 Pozuelo de Calatrava;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;Todas las edades;1 de enero de 2020;359
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 0 a 4 años;1 de enero de 2020;1
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 5 a 9 años;1 de enero de 2020;7
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 10 a 14 años;1 de enero de 2020;2
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 65 a 69 años;1 de enero de 2020;32
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 70 a 74 años;1 de enero de 2020;28
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 75 a 79 años;1 de enero de 2020;28
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 80 a 84 años;1 de enero de 2020;19
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 85 a 89 años;1 de enero de 2020;12
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 90 a 94 años;1 de enero de 2020;10
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;De 95 a 99 años;1 de enero de 2020;0
Total;13 Ciudad Real;13067 Pozuelos de Calatrava, Los;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;Todas las edades;1 de enero de 2020;1.162
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 0 a 4 años;1 de enero de 2020;33
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 5 a 9 años;1 de enero de 2020;51
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 10 a 14 años;1 de enero de 2020;37
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 65 a 69 años;1 de enero de 2020;65
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 70 a 74 años;1 de enero de 2020;65
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 75 a 79 años;1 de enero de 2020;50
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 80 a 84 años;1 de enero de 2020;61
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 85 a 89 años;1 de enero de 2020;39
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 90 a 94 años;1 de enero de 2020;16
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13068 Puebla de Don Rodrigo;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13069 Puebla del Príncipe;Todas las edades;1 de enero de 2020;686
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 0 a 4 años;1 de enero de 2020;13
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 5 a 9 años;1 de enero de 2020;18
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 10 a 14 años;1 de enero de 2020;17
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 65 a 69 años;1 de enero de 2020;38
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 70 a 74 años;1 de enero de 2020;48
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 75 a 79 años;1 de enero de 2020;53
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 80 a 84 años;1 de enero de 2020;41
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 85 a 89 años;1 de enero de 2020;41
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 90 a 94 años;1 de enero de 2020;15
Total;13 Ciudad Real;13069 Puebla del Príncipe;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13069 Puebla del Príncipe;100 y más años;1 de enero de 2020;0
Total;13 Ciudad Real;13070 Puerto Lápice;Todas las edades;1 de enero de 2020;891
Total;13 Ciudad Real;13070 Puerto Lápice;De 0 a 4 años;1 de enero de 2020;30
Total;13 Ciudad Real;13070 Puerto Lápice;De 5 a 9 años;1 de enero de 2020;34
Total;13 Ciudad Real;13070 Puerto Lápice;De 10 a 14 años;1 de enero de 2020;40
Total;13 Ciudad Real;13070 Puerto Lápice;De 65 a 69 años;1 de enero de 2020;58
Total;13 Ciudad Real;13070 Puerto Lápice;De 70 a 74 años;1 de enero de 2020;48
Total;13 Ciudad Real;13070 Puerto Lápice;De 75 a 79 años;1 de enero de 2020;53
Total;13 Ciudad Real;13070 Puerto Lápice;De 80 a 84 años;1 de enero de 2020;36
Total;13 Ciudad Real;13070 Puerto Lápice;De 85 a 89 años;1 de enero de 2020;23
Total;13 Ciudad Real;13070 Puerto Lápice;De 90 a 94 años;1 de enero de 2020;17
Total;13 Ciudad Real;13070 Puerto Lápice;De 95 a 99 años;1 de enero de 2020;1
Total;13 Ciudad Real;13070 Puerto Lápice;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13071 Puertollano;Todas las edades;1 de enero de 2020;46.607
Total;13 Ciudad Real;13071 Puertollano;De 0 a 4 años;1 de enero de 2020;1.856
Total;13 Ciudad Real;13071 Puertollano;De 5 a 9 años;1 de enero de 2020;2.236
Total;13 Ciudad Real;13071 Puertollano;De 10 a 14 años;1 de enero de 2020;2.396
Total;13 Ciudad Real;13071 Puertollano;De 65 a 69 años;1 de enero de 2020;2.672
Total;13 Ciudad Real;13071 Puertollano;De 70 a 74 años;1 de enero de 2020;2.517
Total;13 Ciudad Real;13071 Puertollano;De 75 a 79 años;1 de enero de 2020;1.885
Total;13 Ciudad Real;13071 Puertollano;De 80 a 84 años;1 de enero de 2020;1.388
Total;13 Ciudad Real;13071 Puertollano;De 85 a 89 años;1 de enero de 2020;1.118
Total;13 Ciudad Real;13071 Puertollano;De 90 a 94 años;1 de enero de 2020;484
Total;13 Ciudad Real;13071 Puertollano;De 95 a 99 años;1 de enero de 2020;108
Total;13 Ciudad Real;13071 Puertollano;100 y más años;1 de enero de 2020;18
Total;13 Ciudad Real;13072 Retuerta del Bullaque;Todas las edades;1 de enero de 2020;927
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 0 a 4 años;1 de enero de 2020;30
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 5 a 9 años;1 de enero de 2020;29
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 10 a 14 años;1 de enero de 2020;42
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 65 a 69 años;1 de enero de 2020;53
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 70 a 74 años;1 de enero de 2020;44
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 75 a 79 años;1 de enero de 2020;49
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 80 a 84 años;1 de enero de 2020;31
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 85 a 89 años;1 de enero de 2020;52
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 90 a 94 años;1 de enero de 2020;22
Total;13 Ciudad Real;13072 Retuerta del Bullaque;De 95 a 99 años;1 de enero de 2020;7
Total;13 Ciudad Real;13072 Retuerta del Bullaque;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13901 Robledo, El;Todas las edades;1 de enero de 2020;1.053
Total;13 Ciudad Real;13901 Robledo, El;De 0 a 4 años;1 de enero de 2020;30
Total;13 Ciudad Real;13901 Robledo, El;De 5 a 9 años;1 de enero de 2020;37
Total;13 Ciudad Real;13901 Robledo, El;De 10 a 14 años;1 de enero de 2020;40
Total;13 Ciudad Real;13901 Robledo, El;De 65 a 69 años;1 de enero de 2020;64
Total;13 Ciudad Real;13901 Robledo, El;De 70 a 74 años;1 de enero de 2020;59
Total;13 Ciudad Real;13901 Robledo, El;De 75 a 79 años;1 de enero de 2020;47
Total;13 Ciudad Real;13901 Robledo, El;De 80 a 84 años;1 de enero de 2020;37
Total;13 Ciudad Real;13901 Robledo, El;De 85 a 89 años;1 de enero de 2020;55
Total;13 Ciudad Real;13901 Robledo, El;De 90 a 94 años;1 de enero de 2020;13
Total;13 Ciudad Real;13901 Robledo, El;De 95 a 99 años;1 de enero de 2020;4
Total;13 Ciudad Real;13901 Robledo, El;100 y más años;1 de enero de 2020;1
Total;13 Ciudad Real;13902 Ruidera;Todas las edades;1 de enero de 2020;549
Total;13 Ciudad Real;13902 Ruidera;De 0 a 4 años;1 de enero de 2020;16
Total;13 Ciudad Real;13902 Ruidera;De 5 a 9 años;1 de enero de 2020;21
Total;13 Ciudad Real;13902 Ruidera;De 10 a 14 años;1 de enero de 2020;23
