Municipio;Nacionalidad;Sexo;Destino;Total
02071 San Pedro;Total;Total;Extranjero;2
02072 Socovos;Total;Total;Misma provincia;11
02072 Socovos;Total;Total;Misma comunidad autónoma, distinta provincia;1
02072 Socovos;Total;Total;Otra comunidad autónoma;36
02072 Socovos;Total;Total;Extranjero;0
02073 Tarazona de la Mancha;Total;Total;Misma provincia;32
02073 Tarazona de la Mancha;Total;Total;Misma comunidad autónoma, distinta provincia;14
02073 Tarazona de la Mancha;Total;Total;Otra comunidad autónoma;43
02073 Tarazona de la Mancha;Total;Total;Extranjero;21
02074 Tobarra;Total;Total;Misma provincia;76
02074 Tobarra;Total;Total;Misma comunidad autónoma, distinta provincia;8
02074 Tobarra;Total;Total;Otra comunidad autónoma;96
02074 Tobarra;Total;Total;Extranjero;24
02075 Valdeganga;Total;Total;Misma provincia;55
02075 Valdeganga;Total;Total;Misma comunidad autónoma, distinta provincia;4
02075 Valdeganga;Total;Total;Otra comunidad autónoma;16
02075 Valdeganga;Total;Total;Extranjero;5
02076 Vianos;Total;Total;Misma provincia;4
02076 Vianos;Total;Total;Misma comunidad autónoma, distinta provincia;0
02076 Vianos;Total;Total;Otra comunidad autónoma;2
02076 Vianos;Total;Total;Extranjero;0
02077 Villa de Ves;Total;Total;Misma provincia;5
02077 Villa de Ves;Total;Total;Misma comunidad autónoma, distinta provincia;0
02077 Villa de Ves;Total;Total;Otra comunidad autónoma;1
02077 Villa de Ves;Total;Total;Extranjero;0
02078 Villalgordo del Júcar;Total;Total;Misma provincia;13
02078 Villalgordo del Júcar;Total;Total;Misma comunidad autónoma, distinta provincia;2
02078 Villalgordo del Júcar;Total;Total;Otra comunidad autónoma;27
02078 Villalgordo del Júcar;Total;Total;Extranjero;0
02079 Villamalea;Total;Total;Misma provincia;60
02079 Villamalea;Total;Total;Misma comunidad autónoma, distinta provincia;11
02079 Villamalea;Total;Total;Otra comunidad autónoma;44
02079 Villamalea;Total;Total;Extranjero;13
02080 Villapalacios;Total;Total;Misma provincia;16
02080 Villapalacios;Total;Total;Misma comunidad autónoma, distinta provincia;1
02080 Villapalacios;Total;Total;Otra comunidad autónoma;11
02080 Villapalacios;Total;Total;Extranjero;7
02081 Villarrobledo;Total;Total;Misma provincia;75
02081 Villarrobledo;Total;Total;Misma comunidad autónoma, distinta provincia;130
02081 Villarrobledo;Total;Total;Otra comunidad autónoma;276
02081 Villarrobledo;Total;Total;Extranjero;76
02082 Villatoya;Total;Total;Misma provincia;4
02082 Villatoya;Total;Total;Misma comunidad autónoma, distinta provincia;0
02082 Villatoya;Total;Total;Otra comunidad autónoma;0
02082 Villatoya;Total;Total;Extranjero;0
02083 Villavaliente;Total;Total;Misma provincia;10
02083 Villavaliente;Total;Total;Misma comunidad autónoma, distinta provincia;0
02083 Villavaliente;Total;Total;Otra comunidad autónoma;1
02083 Villavaliente;Total;Total;Extranjero;0
02084 Villaverde de Guadalimar;Total;Total;Misma provincia;7
02084 Villaverde de Guadalimar;Total;Total;Misma comunidad autónoma, distinta provincia;1
02084 Villaverde de Guadalimar;Total;Total;Otra comunidad autónoma;7
02084 Villaverde de Guadalimar;Total;Total;Extranjero;3
02085 Viveros;Total;Total;Misma provincia;5
02085 Viveros;Total;Total;Misma comunidad autónoma, distinta provincia;1
02085 Viveros;Total;Total;Otra comunidad autónoma;5
02085 Viveros;Total;Total;Extranjero;0
02086 Yeste;Total;Total;Misma provincia;14
02086 Yeste;Total;Total;Misma comunidad autónoma, distinta provincia;5
02086 Yeste;Total;Total;Otra comunidad autónoma;31
02086 Yeste;Total;Total;Extranjero;0
