Municipio;Nacionalidad;Sexo;Destino;Total
02048-Minaya;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;19
02048-Minaya;Total;Total;Otra COMUNIDAD AUTÓNOMA;33
02048-Minaya;Total;Total;Extranjero;3
02049-Molinicos;Total;Total;Misma provincia;15
02049-Molinicos;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02049-Molinicos;Total;Total;Otra COMUNIDAD AUTÓNOMA;25
02049-Molinicos;Total;Total;Extranjero;0
02050-Montalvos;Total;Total;Misma provincia;2
02050-Montalvos;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02050-Montalvos;Total;Total;Otra COMUNIDAD AUTÓNOMA;5
02050-Montalvos;Total;Total;Extranjero;0
02051-Montealegre del Castillo;Total;Total;Misma provincia;34
02051-Montealegre del Castillo;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02051-Montealegre del Castillo;Total;Total;Otra COMUNIDAD AUTÓNOMA;31
02051-Montealegre del Castillo;Total;Total;Extranjero;1
02052-Motilleja;Total;Total;Misma provincia;25
02052-Motilleja;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;0
02052-Motilleja;Total;Total;Otra COMUNIDAD AUTÓNOMA;9
02052-Motilleja;Total;Total;Extranjero;0
02053-Munera;Total;Total;Misma provincia;35
02053-Munera;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;11
02053-Munera;Total;Total;Otra COMUNIDAD AUTÓNOMA;28
02053-Munera;Total;Total;Extranjero;1
02054-Navas de Jorquera;Total;Total;Misma provincia;8
02054-Navas de Jorquera;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02054-Navas de Jorquera;Total;Total;Otra COMUNIDAD AUTÓNOMA;12
02054-Navas de Jorquera;Total;Total;Extranjero;0
02055-Nerpio;Total;Total;Misma provincia;5
02055-Nerpio;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;1
02055-Nerpio;Total;Total;Otra COMUNIDAD AUTÓNOMA;40
02055-Nerpio;Total;Total;Extranjero;1
02056-Ontur;Total;Total;Misma provincia;23
02056-Ontur;Total;Total;Misma COMUNIDAD AUTÓNOMA distinta provincia;2
02056-Ontur;Total;Total;Otra COMUNIDAD AUTÓNOMA;28
02056-Ontur;Total;Total;Extranjero;13
02057-Ossa de Montiel;Total;Total;Misma provincia;19
