Municipio;Nacionalidad;Sexo;Destino;Total
45118 Novés;Total;Total;Misma comunidad autónoma, distinta provincia;3
45118 Novés;Total;Total;Otra comunidad autónoma;71
45118 Novés;Total;Total;Extranjero;17
45119 Numancia de la Sagra;Total;Total;Misma provincia;93
45119 Numancia de la Sagra;Total;Total;Misma comunidad autónoma, distinta provincia;11
45119 Numancia de la Sagra;Total;Total;Otra comunidad autónoma;164
45119 Numancia de la Sagra;Total;Total;Extranjero;4
45120 Nuño Gómez;Total;Total;Misma provincia;2
45120 Nuño Gómez;Total;Total;Misma comunidad autónoma, distinta provincia;0
45120 Nuño Gómez;Total;Total;Otra comunidad autónoma;2
45120 Nuño Gómez;Total;Total;Extranjero;0
45121 Ocaña;Total;Total;Misma provincia;166
45121 Ocaña;Total;Total;Misma comunidad autónoma, distinta provincia;29
45121 Ocaña;Total;Total;Otra comunidad autónoma;602
45121 Ocaña;Total;Total;Extranjero;221
45122 Olías del Rey;Total;Total;Misma provincia;259
45122 Olías del Rey;Total;Total;Misma comunidad autónoma, distinta provincia;13
45122 Olías del Rey;Total;Total;Otra comunidad autónoma;103
45122 Olías del Rey;Total;Total;Extranjero;53
45123 Ontígola;Total;Total;Misma provincia;44
45123 Ontígola;Total;Total;Misma comunidad autónoma, distinta provincia;6
45123 Ontígola;Total;Total;Otra comunidad autónoma;243
45123 Ontígola;Total;Total;Extranjero;16
45124 Orgaz;Total;Total;Misma provincia;47
45124 Orgaz;Total;Total;Misma comunidad autónoma, distinta provincia;0
45124 Orgaz;Total;Total;Otra comunidad autónoma;23
45124 Orgaz;Total;Total;Extranjero;0
45125 Oropesa;Total;Total;Misma provincia;29
45125 Oropesa;Total;Total;Misma comunidad autónoma, distinta provincia;2
45125 Oropesa;Total;Total;Otra comunidad autónoma;24
45125 Oropesa;Total;Total;Extranjero;6
45126 Otero;Total;Total;Misma provincia;11
45126 Otero;Total;Total;Misma comunidad autónoma, distinta provincia;2
45126 Otero;Total;Total;Otra comunidad autónoma;14
45126 Otero;Total;Total;Extranjero;0
45127 Palomeque;Total;Total;Misma provincia;32
45127 Palomeque;Total;Total;Misma comunidad autónoma, distinta provincia;0
45127 Palomeque;Total;Total;Otra comunidad autónoma;36
45127 Palomeque;Total;Total;Extranjero;0
45128 Pantoja;Total;Total;Misma provincia;59
45128 Pantoja;Total;Total;Misma comunidad autónoma, distinta provincia;3
45128 Pantoja;Total;Total;Otra comunidad autónoma;45
45128 Pantoja;Total;Total;Extranjero;9
45129 Paredes de Escalona;Total;Total;Misma provincia;2
45129 Paredes de Escalona;Total;Total;Misma comunidad autónoma, distinta provincia;0
45129 Paredes de Escalona;Total;Total;Otra comunidad autónoma;8
45129 Paredes de Escalona;Total;Total;Extranjero;0
45130 Parrillas;Total;Total;Misma provincia;7
45130 Parrillas;Total;Total;Misma comunidad autónoma, distinta provincia;0
45130 Parrillas;Total;Total;Otra comunidad autónoma;4
45130 Parrillas;Total;Total;Extranjero;2
45131 Pelahustán;Total;Total;Misma provincia;1
45131 Pelahustán;Total;Total;Misma comunidad autónoma, distinta provincia;0
45131 Pelahustán;Total;Total;Otra comunidad autónoma;16
45131 Pelahustán;Total;Total;Extranjero;0
45132 Pepino;Total;Total;Misma provincia;115
45132 Pepino;Total;Total;Misma comunidad autónoma, distinta provincia;3
45132 Pepino;Total;Total;Otra comunidad autónoma;45
45132 Pepino;Total;Total;Extranjero;1
45133 Polán;Total;Total;Misma provincia;67
45133 Polán;Total;Total;Misma comunidad autónoma, distinta provincia;2
45133 Polán;Total;Total;Otra comunidad autónoma;42
45133 Polán;Total;Total;Extranjero;1
45134 Portillo de Toledo;Total;Total;Misma provincia;50
45134 Portillo de Toledo;Total;Total;Misma comunidad autónoma, distinta provincia;3
45134 Portillo de Toledo;Total;Total;Otra comunidad autónoma;40
45134 Portillo de Toledo;Total;Total;Extranjero;26
45135 Puebla de Almoradiel, La;Total;Total;Misma provincia;6
45135 Puebla de Almoradiel, La;Total;Total;Misma comunidad autónoma, distinta provincia;9
45135 Puebla de Almoradiel, La;Total;Total;Otra comunidad autónoma;33
45135 Puebla de Almoradiel, La;Total;Total;Extranjero;5
45136 Puebla de Montalbán, La;Total;Total;Misma provincia;128
45136 Puebla de Montalbán, La;Total;Total;Misma comunidad autónoma, distinta provincia;10
45136 Puebla de Montalbán, La;Total;Total;Otra comunidad autónoma;101
45136 Puebla de Montalbán, La;Total;Total;Extranjero;20
45137 Pueblanueva, La;Total;Total;Misma provincia;32
45137 Pueblanueva, La;Total;Total;Misma comunidad autónoma, distinta provincia;6
45137 Pueblanueva, La;Total;Total;Otra comunidad autónoma;19
45137 Pueblanueva, La;Total;Total;Extranjero;1
45138 Puente del Arzobispo, El;Total;Total;Misma provincia;25
45138 Puente del Arzobispo, El;Total;Total;Misma comunidad autónoma, distinta provincia;1
45138 Puente del Arzobispo, El;Total;Total;Otra comunidad autónoma;27
45138 Puente del Arzobispo, El;Total;Total;Extranjero;0
45139 Puerto de San Vicente;Total;Total;Misma provincia;1
45139 Puerto de San Vicente;Total;Total;Misma comunidad autónoma, distinta provincia;0
45139 Puerto de San Vicente;Total;Total;Otra comunidad autónoma;3
45139 Puerto de San Vicente;Total;Total;Extranjero;0
45140 Pulgar;Total;Total;Misma provincia;24
45140 Pulgar;Total;Total;Misma comunidad autónoma, distinta provincia;1
45140 Pulgar;Total;Total;Otra comunidad autónoma;13
45140 Pulgar;Total;Total;Extranjero;1
45141 Quero;Total;Total;Misma provincia;3
45141 Quero;Total;Total;Misma comunidad autónoma, distinta provincia;17
45141 Quero;Total;Total;Otra comunidad autónoma;15
45141 Quero;Total;Total;Extranjero;4
45142 Quintanar de la Orden;Total;Total;Misma provincia;51
45142 Quintanar de la Orden;Total;Total;Misma comunidad autónoma, distinta provincia;44
45142 Quintanar de la Orden;Total;Total;Otra comunidad autónoma;149
45142 Quintanar de la Orden;Total;Total;Extranjero;56
45143 Quismondo;Total;Total;Misma provincia;24
45143 Quismondo;Total;Total;Misma comunidad autónoma, distinta provincia;0
45143 Quismondo;Total;Total;Otra comunidad autónoma;38
45143 Quismondo;Total;Total;Extranjero;1
45144 Real de San Vicente, El;Total;Total;Misma provincia;7
45144 Real de San Vicente, El;Total;Total;Misma comunidad autónoma, distinta provincia;2
45144 Real de San Vicente, El;Total;Total;Otra comunidad autónoma;15
45144 Real de San Vicente, El;Total;Total;Extranjero;4
45145 Recas;Total;Total;Misma provincia;67
45145 Recas;Total;Total;Misma comunidad autónoma, distinta provincia;3
45145 Recas;Total;Total;Otra comunidad autónoma;126
45145 Recas;Total;Total;Extranjero;12
45146 Retamoso de la Jara;Total;Total;Misma provincia;1
45146 Retamoso de la Jara;Total;Total;Misma comunidad autónoma, distinta provincia;0
45146 Retamoso de la Jara;Total;Total;Otra comunidad autónoma;4
45146 Retamoso de la Jara;Total;Total;Extranjero;0
45147 Rielves;Total;Total;Misma provincia;37
45147 Rielves;Total;Total;Misma comunidad autónoma, distinta provincia;1
45147 Rielves;Total;Total;Otra comunidad autónoma;11
45147 Rielves;Total;Total;Extranjero;1
45148 Robledo del Mazo;Total;Total;Misma provincia;8
45148 Robledo del Mazo;Total;Total;Misma comunidad autónoma, distinta provincia;1
45148 Robledo del Mazo;Total;Total;Otra comunidad autónoma;3
45148 Robledo del Mazo;Total;Total;Extranjero;0
45149 Romeral, El;Total;Total;Misma provincia;14
45149 Romeral, El;Total;Total;Misma comunidad autónoma, distinta provincia;3
45149 Romeral, El;Total;Total;Otra comunidad autónoma;22
45149 Romeral, El;Total;Total;Extranjero;1
45150 San Bartolomé de las Abiertas;Total;Total;Misma provincia;4
45150 San Bartolomé de las Abiertas;Total;Total;Misma comunidad autónoma, distinta provincia;0
45150 San Bartolomé de las Abiertas;Total;Total;Otra comunidad autónoma;3
45150 San Bartolomé de las Abiertas;Total;Total;Extranjero;0
45151 San Martín de Montalbán;Total;Total;Misma provincia;11
45151 San Martín de Montalbán;Total;Total;Misma comunidad autónoma, distinta provincia;1
45151 San Martín de Montalbán;Total;Total;Otra comunidad autónoma;13
45151 San Martín de Montalbán;Total;Total;Extranjero;20
45152 San Martín de Pusa;Total;Total;Misma provincia;17
45152 San Martín de Pusa;Total;Total;Misma comunidad autónoma, distinta provincia;0
45152 San Martín de Pusa;Total;Total;Otra comunidad autónoma;14
45152 San Martín de Pusa;Total;Total;Extranjero;1
45153 San Pablo de los Montes;Total;Total;Misma provincia;29
45153 San Pablo de los Montes;Total;Total;Misma comunidad autónoma, distinta provincia;1
45153 San Pablo de los Montes;Total;Total;Otra comunidad autónoma;13
45153 San Pablo de los Montes;Total;Total;Extranjero;3
45154 San Román de los Montes;Total;Total;Misma provincia;41
45154 San Román de los Montes;Total;Total;Misma comunidad autónoma, distinta provincia;2
45154 San Román de los Montes;Total;Total;Otra comunidad autónoma;32
45154 San Román de los Montes;Total;Total;Extranjero;6
45155 Santa Ana de Pusa;Total;Total;Misma provincia;6
45155 Santa Ana de Pusa;Total;Total;Misma comunidad autónoma, distinta provincia;0
45155 Santa Ana de Pusa;Total;Total;Otra comunidad autónoma;9
45155 Santa Ana de Pusa;Total;Total;Extranjero;0
45156 Santa Cruz de la Zarza;Total;Total;Misma provincia;24
45156 Santa Cruz de la Zarza;Total;Total;Misma comunidad autónoma, distinta provincia;25
45156 Santa Cruz de la Zarza;Total;Total;Otra comunidad autónoma;61
45156 Santa Cruz de la Zarza;Total;Total;Extranjero;6
45157 Santa Cruz del Retamar;Total;Total;Misma provincia;60
45157 Santa Cruz del Retamar;Total;Total;Misma comunidad autónoma, distinta provincia;6
45157 Santa Cruz del Retamar;Total;Total;Otra comunidad autónoma;141
45157 Santa Cruz del Retamar;Total;Total;Extranjero;45
45158 Santa Olalla;Total;Total;Misma provincia;47
45158 Santa Olalla;Total;Total;Misma comunidad autónoma, distinta provincia;4
45158 Santa Olalla;Total;Total;Otra comunidad autónoma;57
45158 Santa Olalla;Total;Total;Extranjero;4
45901 Santo Domingo-Caudilla;Total;Total;Misma provincia;37
45901 Santo Domingo-Caudilla;Total;Total;Misma comunidad autónoma, distinta provincia;2
45901 Santo Domingo-Caudilla;Total;Total;Otra comunidad autónoma;23
45901 Santo Domingo-Caudilla;Total;Total;Extranjero;0
45159 Sartajada;Total;Total;Misma provincia;1
45159 Sartajada;Total;Total;Misma comunidad autónoma, distinta provincia;0
45159 Sartajada;Total;Total;Otra comunidad autónoma;8
45159 Sartajada;Total;Total;Extranjero;0
45160 Segurilla;Total;Total;Misma provincia;33
45160 Segurilla;Total;Total;Misma comunidad autónoma, distinta provincia;2
45160 Segurilla;Total;Total;Otra comunidad autónoma;12
45160 Segurilla;Total;Total;Extranjero;1
45161 Seseña;Total;Total;Misma provincia;295
45161 Seseña;Total;Total;Misma comunidad autónoma, distinta provincia;56
45161 Seseña;Total;Total;Otra comunidad autónoma;1.666
45161 Seseña;Total;Total;Extranjero;395
45162 Sevilleja de la Jara;Total;Total;Misma provincia;24
45162 Sevilleja de la Jara;Total;Total;Misma comunidad autónoma, distinta provincia;0
45162 Sevilleja de la Jara;Total;Total;Otra comunidad autónoma;12
45162 Sevilleja de la Jara;Total;Total;Extranjero;0
45163 Sonseca;Total;Total;Misma provincia;114
45163 Sonseca;Total;Total;Misma comunidad autónoma, distinta provincia;13
45163 Sonseca;Total;Total;Otra comunidad autónoma;133
45163 Sonseca;Total;Total;Extranjero;83
45164 Sotillo de las Palomas;Total;Total;Misma provincia;2
45164 Sotillo de las Palomas;Total;Total;Misma comunidad autónoma, distinta provincia;0
45164 Sotillo de las Palomas;Total;Total;Otra comunidad autónoma;3
45164 Sotillo de las Palomas;Total;Total;Extranjero;0
45165 Talavera de la Reina;Total;Total;Misma provincia;898
45165 Talavera de la Reina;Total;Total;Misma comunidad autónoma, distinta provincia;84
45165 Talavera de la Reina;Total;Total;Otra comunidad autónoma;1.468
45165 Talavera de la Reina;Total;Total;Extranjero;115
45166 Tembleque;Total;Total;Misma provincia;17
45166 Tembleque;Total;Total;Misma comunidad autónoma, distinta provincia;8
45166 Tembleque;Total;Total;Otra comunidad autónoma;27
45166 Tembleque;Total;Total;Extranjero;10
45167 Toboso, El;Total;Total;Misma provincia;8
45167 Toboso, El;Total;Total;Misma comunidad autónoma, distinta provincia;13
45167 Toboso, El;Total;Total;Otra comunidad autónoma;15
45167 Toboso, El;Total;Total;Extranjero;2
45168 Toledo;Total;Total;Misma provincia;1.893
45168 Toledo;Total;Total;Misma comunidad autónoma, distinta provincia;222
45168 Toledo;Total;Total;Otra comunidad autónoma;1.679
45168 Toledo;Total;Total;Extranjero;652
45169 Torralba de Oropesa;Total;Total;Misma provincia;12
45169 Torralba de Oropesa;Total;Total;Misma comunidad autónoma, distinta provincia;0
45169 Torralba de Oropesa;Total;Total;Otra comunidad autónoma;3
45169 Torralba de Oropesa;Total;Total;Extranjero;0
45171 Torre de Esteban Hambrán, La;Total;Total;Misma provincia;20
45171 Torre de Esteban Hambrán, La;Total;Total;Misma comunidad autónoma, distinta provincia;2
45171 Torre de Esteban Hambrán, La;Total;Total;Otra comunidad autónoma;46
45171 Torre de Esteban Hambrán, La;Total;Total;Extranjero;3
45170 Torrecilla de la Jara;Total;Total;Misma provincia;7
45170 Torrecilla de la Jara;Total;Total;Misma comunidad autónoma, distinta provincia;0
45170 Torrecilla de la Jara;Total;Total;Otra comunidad autónoma;2
45170 Torrecilla de la Jara;Total;Total;Extranjero;0
45172 Torrico;Total;Total;Misma provincia;10
45172 Torrico;Total;Total;Misma comunidad autónoma, distinta provincia;0
45172 Torrico;Total;Total;Otra comunidad autónoma;5
45172 Torrico;Total;Total;Extranjero;0
45173 Torrijos;Total;Total;Misma provincia;290
45173 Torrijos;Total;Total;Misma comunidad autónoma, distinta provincia;9
45173 Torrijos;Total;Total;Otra comunidad autónoma;259
45173 Torrijos;Total;Total;Extranjero;189
45174 Totanés;Total;Total;Misma provincia;13
45174 Totanés;Total;Total;Misma comunidad autónoma, distinta provincia;0
45174 Totanés;Total;Total;Otra comunidad autónoma;2
45174 Totanés;Total;Total;Extranjero;0
45175 Turleque;Total;Total;Misma provincia;8
45175 Turleque;Total;Total;Misma comunidad autónoma, distinta provincia;1
45175 Turleque;Total;Total;Otra comunidad autónoma;6
45175 Turleque;Total;Total;Extranjero;0
45176 Ugena;Total;Total;Misma provincia;78
45176 Ugena;Total;Total;Misma comunidad autónoma, distinta provincia;1
45176 Ugena;Total;Total;Otra comunidad autónoma;193
45176 Ugena;Total;Total;Extranjero;6
45177 Urda;Total;Total;Misma provincia;20
45177 Urda;Total;Total;Misma comunidad autónoma, distinta provincia;22
45177 Urda;Total;Total;Otra comunidad autónoma;30
45177 Urda;Total;Total;Extranjero;30
45179 Valdeverdeja;Total;Total;Misma provincia;8
45179 Valdeverdeja;Total;Total;Misma comunidad autónoma, distinta provincia;0
45179 Valdeverdeja;Total;Total;Otra comunidad autónoma;2
45179 Valdeverdeja;Total;Total;Extranjero;1
45180 Valmojado;Total;Total;Misma provincia;60
45180 Valmojado;Total;Total;Misma comunidad autónoma, distinta provincia;14
45180 Valmojado;Total;Total;Otra comunidad autónoma;145
45180 Valmojado;Total;Total;Extranjero;11
45181 Velada;Total;Total;Misma provincia;52
45181 Velada;Total;Total;Misma comunidad autónoma, distinta provincia;0
45181 Velada;Total;Total;Otra comunidad autónoma;21
45181 Velada;Total;Total;Extranjero;1
45182 Ventas con Peña Aguilera, Las;Total;Total;Misma provincia;19
45182 Ventas con Peña Aguilera, Las;Total;Total;Misma comunidad autónoma, distinta provincia;0
45182 Ventas con Peña Aguilera, Las;Total;Total;Otra comunidad autónoma;14
45182 Ventas con Peña Aguilera, Las;Total;Total;Extranjero;0
45183 Ventas de Retamosa, Las;Total;Total;Misma provincia;51
45183 Ventas de Retamosa, Las;Total;Total;Misma comunidad autónoma, distinta provincia;2
45183 Ventas de Retamosa, Las;Total;Total;Otra comunidad autónoma;141
45183 Ventas de Retamosa, Las;Total;Total;Extranjero;68
45184 Ventas de San Julián, Las;Total;Total;Misma provincia;3
45184 Ventas de San Julián, Las;Total;Total;Misma comunidad autónoma, distinta provincia;0
45184 Ventas de San Julián, Las;Total;Total;Otra comunidad autónoma;4
45184 Ventas de San Julián, Las;Total;Total;Extranjero;0
45186 Villa de Don Fadrique, La;Total;Total;Misma provincia;24
45186 Villa de Don Fadrique, La;Total;Total;Misma comunidad autónoma, distinta provincia;15
45186 Villa de Don Fadrique, La;Total;Total;Otra comunidad autónoma;37
45186 Villa de Don Fadrique, La;Total;Total;Extranjero;12
45185 Villacañas;Total;Total;Misma provincia;40
45185 Villacañas;Total;Total;Misma comunidad autónoma, distinta provincia;20
45185 Villacañas;Total;Total;Otra comunidad autónoma;101
45185 Villacañas;Total;Total;Extranjero;5
45187 Villafranca de los Caballeros;Total;Total;Misma provincia;21
45187 Villafranca de los Caballeros;Total;Total;Misma comunidad autónoma, distinta provincia;26
45187 Villafranca de los Caballeros;Total;Total;Otra comunidad autónoma;45
45187 Villafranca de los Caballeros;Total;Total;Extranjero;116
45188 Villaluenga de la Sagra;Total;Total;Misma provincia;55
45188 Villaluenga de la Sagra;Total;Total;Misma comunidad autónoma, distinta provincia;1
45188 Villaluenga de la Sagra;Total;Total;Otra comunidad autónoma;69
45188 Villaluenga de la Sagra;Total;Total;Extranjero;5
45189 Villamiel de Toledo;Total;Total;Misma provincia;31
45189 Villamiel de Toledo;Total;Total;Misma comunidad autónoma, distinta provincia;0
45189 Villamiel de Toledo;Total;Total;Otra comunidad autónoma;20
45189 Villamiel de Toledo;Total;Total;Extranjero;0
45190 Villaminaya;Total;Total;Misma provincia;15
45190 Villaminaya;Total;Total;Misma comunidad autónoma, distinta provincia;0
45190 Villaminaya;Total;Total;Otra comunidad autónoma;5
45190 Villaminaya;Total;Total;Extranjero;0
45191 Villamuelas;Total;Total;Misma provincia;6
45191 Villamuelas;Total;Total;Misma comunidad autónoma, distinta provincia;0
45191 Villamuelas;Total;Total;Otra comunidad autónoma;2
45191 Villamuelas;Total;Total;Extranjero;0
45192 Villanueva de Alcardete;Total;Total;Misma provincia;10
45192 Villanueva de Alcardete;Total;Total;Misma comunidad autónoma, distinta provincia;5
45192 Villanueva de Alcardete;Total;Total;Otra comunidad autónoma;30
45192 Villanueva de Alcardete;Total;Total;Extranjero;21
45193 Villanueva de Bogas;Total;Total;Misma provincia;8
45193 Villanueva de Bogas;Total;Total;Misma comunidad autónoma, distinta provincia;1
45193 Villanueva de Bogas;Total;Total;Otra comunidad autónoma;10
45193 Villanueva de Bogas;Total;Total;Extranjero;0
45194 Villarejo de Montalbán;Total;Total;Misma provincia;1
45194 Villarejo de Montalbán;Total;Total;Misma comunidad autónoma, distinta provincia;0
45194 Villarejo de Montalbán;Total;Total;Otra comunidad autónoma;1
45194 Villarejo de Montalbán;Total;Total;Extranjero;0
45195 Villarrubia de Santiago;Total;Total;Misma provincia;11
45195 Villarrubia de Santiago;Total;Total;Misma comunidad autónoma, distinta provincia;4
45195 Villarrubia de Santiago;Total;Total;Otra comunidad autónoma;26
45195 Villarrubia de Santiago;Total;Total;Extranjero;6
45196 Villaseca de la Sagra;Total;Total;Misma provincia;47
45196 Villaseca de la Sagra;Total;Total;Misma comunidad autónoma, distinta provincia;6
45196 Villaseca de la Sagra;Total;Total;Otra comunidad autónoma;30
45196 Villaseca de la Sagra;Total;Total;Extranjero;0
45197 Villasequilla;Total;Total;Misma provincia;36
45197 Villasequilla;Total;Total;Misma comunidad autónoma, distinta provincia;5
45197 Villasequilla;Total;Total;Otra comunidad autónoma;27
45197 Villasequilla;Total;Total;Extranjero;7
45198 Villatobas;Total;Total;Misma provincia;35
45198 Villatobas;Total;Total;Misma comunidad autónoma, distinta provincia;1
45198 Villatobas;Total;Total;Otra comunidad autónoma;68
45198 Villatobas;Total;Total;Extranjero;13
45199 Viso de San Juan, El;Total;Total;Misma provincia;128
45199 Viso de San Juan, El;Total;Total;Misma comunidad autónoma, distinta provincia;7
45199 Viso de San Juan, El;Total;Total;Otra comunidad autónoma;252
45199 Viso de San Juan, El;Total;Total;Extranjero;12
45200 Yébenes, Los;Total;Total;Misma provincia;102
45200 Yébenes, Los;Total;Total;Misma comunidad autónoma, distinta provincia;18
45200 Yébenes, Los;Total;Total;Otra comunidad autónoma;60
45200 Yébenes, Los;Total;Total;Extranjero;27
45201 Yeles;Total;Total;Misma provincia;160
45201 Yeles;Total;Total;Misma comunidad autónoma, distinta provincia;6
45201 Yeles;Total;Total;Otra comunidad autónoma;248
45201 Yeles;Total;Total;Extranjero;8
45202 Yepes;Total;Total;Misma provincia;53
45202 Yepes;Total;Total;Misma comunidad autónoma, distinta provincia;11
45202 Yepes;Total;Total;Otra comunidad autónoma;87
45202 Yepes;Total;Total;Extranjero;27
45203 Yuncler;Total;Total;Misma provincia;91
45203 Yuncler;Total;Total;Misma comunidad autónoma, distinta provincia;2
45203 Yuncler;Total;Total;Otra comunidad autónoma;140
45203 Yuncler;Total;Total;Extranjero;15
45204 Yunclillos;Total;Total;Misma provincia;19
45204 Yunclillos;Total;Total;Misma comunidad autónoma, distinta provincia;2
45204 Yunclillos;Total;Total;Otra comunidad autónoma;27
45204 Yunclillos;Total;Total;Extranjero;1
45205 Yuncos;Total;Total;Misma provincia;270
45205 Yuncos;Total;Total;Misma comunidad autónoma, distinta provincia;17
45205 Yuncos;Total;Total;Otra comunidad autónoma;348
45205 Yuncos;Total;Total;Extranjero;19
