Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;16 Cuenca;16135 Moya;Todas las edades;1 de enero de 2020;136
Total;16 Cuenca;16135 Moya;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16135 Moya;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16135 Moya;De 10 a 14 años;1 de enero de 2020;6
Total;16 Cuenca;16135 Moya;De 65 a 69 años;1 de enero de 2020;10
Total;16 Cuenca;16135 Moya;De 70 a 74 años;1 de enero de 2020;10
Total;16 Cuenca;16135 Moya;De 75 a 79 años;1 de enero de 2020;11
Total;16 Cuenca;16135 Moya;De 80 a 84 años;1 de enero de 2020;13
Total;16 Cuenca;16135 Moya;De 85 a 89 años;1 de enero de 2020;9
Total;16 Cuenca;16135 Moya;De 90 a 94 años;1 de enero de 2020;4
Total;16 Cuenca;16135 Moya;De 95 a 99 años;1 de enero de 2020;3
Total;16 Cuenca;16135 Moya;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16137 Narboneta;Todas las edades;1 de enero de 2020;38
Total;16 Cuenca;16137 Narboneta;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16137 Narboneta;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16137 Narboneta;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16137 Narboneta;De 65 a 69 años;1 de enero de 2020;6
Total;16 Cuenca;16137 Narboneta;De 70 a 74 años;1 de enero de 2020;5
Total;16 Cuenca;16137 Narboneta;De 75 a 79 años;1 de enero de 2020;1
Total;16 Cuenca;16137 Narboneta;De 80 a 84 años;1 de enero de 2020;3
Total;16 Cuenca;16137 Narboneta;De 85 a 89 años;1 de enero de 2020;4
Total;16 Cuenca;16137 Narboneta;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16137 Narboneta;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16137 Narboneta;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16139 Olivares de Júcar;Todas las edades;1 de enero de 2020;308
Total;16 Cuenca;16139 Olivares de Júcar;De 0 a 4 años;1 de enero de 2020;3
Total;16 Cuenca;16139 Olivares de Júcar;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16139 Olivares de Júcar;De 10 a 14 años;1 de enero de 2020;5
Total;16 Cuenca;16139 Olivares de Júcar;De 65 a 69 años;1 de enero de 2020;16
Total;16 Cuenca;16139 Olivares de Júcar;De 70 a 74 años;1 de enero de 2020;30
Total;16 Cuenca;16139 Olivares de Júcar;De 75 a 79 años;1 de enero de 2020;42
Total;16 Cuenca;16139 Olivares de Júcar;De 80 a 84 años;1 de enero de 2020;32
Total;16 Cuenca;16139 Olivares de Júcar;De 85 a 89 años;1 de enero de 2020;21
Total;16 Cuenca;16139 Olivares de Júcar;De 90 a 94 años;1 de enero de 2020;11
Total;16 Cuenca;16139 Olivares de Júcar;De 95 a 99 años;1 de enero de 2020;4
Total;16 Cuenca;16139 Olivares de Júcar;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;Todas las edades;1 de enero de 2020;22
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 65 a 69 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 70 a 74 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 75 a 79 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 80 a 84 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 85 a 89 años;1 de enero de 2020;5
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16140 Olmeda de la Cuesta;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16140 Olmeda de la Cuesta;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16141 Olmeda del Rey;Todas las edades;1 de enero de 2020;131
Total;16 Cuenca;16141 Olmeda del Rey;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16141 Olmeda del Rey;De 5 a 9 años;1 de enero de 2020;1
Total;16 Cuenca;16141 Olmeda del Rey;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16141 Olmeda del Rey;De 65 a 69 años;1 de enero de 2020;15
Total;16 Cuenca;16141 Olmeda del Rey;De 70 a 74 años;1 de enero de 2020;6
Total;16 Cuenca;16141 Olmeda del Rey;De 75 a 79 años;1 de enero de 2020;7
Total;16 Cuenca;16141 Olmeda del Rey;De 80 a 84 años;1 de enero de 2020;8
Total;16 Cuenca;16141 Olmeda del Rey;De 85 a 89 años;1 de enero de 2020;12
Total;16 Cuenca;16141 Olmeda del Rey;De 90 a 94 años;1 de enero de 2020;7
Total;16 Cuenca;16141 Olmeda del Rey;De 95 a 99 años;1 de enero de 2020;2
Total;16 Cuenca;16141 Olmeda del Rey;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16142 Olmedilla de Alarcón;Todas las edades;1 de enero de 2020;146
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 5 a 9 años;1 de enero de 2020;3
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 10 a 14 años;1 de enero de 2020;10
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 65 a 69 años;1 de enero de 2020;12
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 70 a 74 años;1 de enero de 2020;9
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 75 a 79 años;1 de enero de 2020;10
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 80 a 84 años;1 de enero de 2020;13
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 85 a 89 años;1 de enero de 2020;4
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 90 a 94 años;1 de enero de 2020;4
Total;16 Cuenca;16142 Olmedilla de Alarcón;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16142 Olmedilla de Alarcón;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;Todas las edades;1 de enero de 2020;14
Total;16 Cuenca;16143 Olmedilla de Eliz;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;De 65 a 69 años;1 de enero de 2020;3
Total;16 Cuenca;16143 Olmedilla de Eliz;De 70 a 74 años;1 de enero de 2020;1
Total;16 Cuenca;16143 Olmedilla de Eliz;De 75 a 79 años;1 de enero de 2020;1
Total;16 Cuenca;16143 Olmedilla de Eliz;De 80 a 84 años;1 de enero de 2020;1
Total;16 Cuenca;16143 Olmedilla de Eliz;De 85 a 89 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16143 Olmedilla de Eliz;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16145 Osa de la Vega;Todas las edades;1 de enero de 2020;465
Total;16 Cuenca;16145 Osa de la Vega;De 0 a 4 años;1 de enero de 2020;10
Total;16 Cuenca;16145 Osa de la Vega;De 5 a 9 años;1 de enero de 2020;11
Total;16 Cuenca;16145 Osa de la Vega;De 10 a 14 años;1 de enero de 2020;12
Total;16 Cuenca;16145 Osa de la Vega;De 65 a 69 años;1 de enero de 2020;33
Total;16 Cuenca;16145 Osa de la Vega;De 70 a 74 años;1 de enero de 2020;30
Total;16 Cuenca;16145 Osa de la Vega;De 75 a 79 años;1 de enero de 2020;23
Total;16 Cuenca;16145 Osa de la Vega;De 80 a 84 años;1 de enero de 2020;33
Total;16 Cuenca;16145 Osa de la Vega;De 85 a 89 años;1 de enero de 2020;20
Total;16 Cuenca;16145 Osa de la Vega;De 90 a 94 años;1 de enero de 2020;13
Total;16 Cuenca;16145 Osa de la Vega;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16145 Osa de la Vega;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16146 Pajarón;Todas las edades;1 de enero de 2020;79
Total;16 Cuenca;16146 Pajarón;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16146 Pajarón;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16146 Pajarón;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16146 Pajarón;De 65 a 69 años;1 de enero de 2020;7
Total;16 Cuenca;16146 Pajarón;De 70 a 74 años;1 de enero de 2020;5
Total;16 Cuenca;16146 Pajarón;De 75 a 79 años;1 de enero de 2020;9
Total;16 Cuenca;16146 Pajarón;De 80 a 84 años;1 de enero de 2020;10
Total;16 Cuenca;16146 Pajarón;De 85 a 89 años;1 de enero de 2020;7
Total;16 Cuenca;16146 Pajarón;De 90 a 94 años;1 de enero de 2020;3
Total;16 Cuenca;16146 Pajarón;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16146 Pajarón;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16147 Pajaroncillo;Todas las edades;1 de enero de 2020;63
Total;16 Cuenca;16147 Pajaroncillo;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16147 Pajaroncillo;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16147 Pajaroncillo;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16147 Pajaroncillo;De 65 a 69 años;1 de enero de 2020;7
Total;16 Cuenca;16147 Pajaroncillo;De 70 a 74 años;1 de enero de 2020;4
Total;16 Cuenca;16147 Pajaroncillo;De 75 a 79 años;1 de enero de 2020;3
Total;16 Cuenca;16147 Pajaroncillo;De 80 a 84 años;1 de enero de 2020;1
Total;16 Cuenca;16147 Pajaroncillo;De 85 a 89 años;1 de enero de 2020;7
Total;16 Cuenca;16147 Pajaroncillo;De 90 a 94 años;1 de enero de 2020;2
Total;16 Cuenca;16147 Pajaroncillo;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16147 Pajaroncillo;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16148 Palomares del Campo;Todas las edades;1 de enero de 2020;572
Total;16 Cuenca;16148 Palomares del Campo;De 0 a 4 años;1 de enero de 2020;7
Total;16 Cuenca;16148 Palomares del Campo;De 5 a 9 años;1 de enero de 2020;11
Total;16 Cuenca;16148 Palomares del Campo;De 10 a 14 años;1 de enero de 2020;15
Total;16 Cuenca;16148 Palomares del Campo;De 65 a 69 años;1 de enero de 2020;28
Total;16 Cuenca;16148 Palomares del Campo;De 70 a 74 años;1 de enero de 2020;42
Total;16 Cuenca;16148 Palomares del Campo;De 75 a 79 años;1 de enero de 2020;46
Total;16 Cuenca;16148 Palomares del Campo;De 80 a 84 años;1 de enero de 2020;45
Total;16 Cuenca;16148 Palomares del Campo;De 85 a 89 años;1 de enero de 2020;37
Total;16 Cuenca;16148 Palomares del Campo;De 90 a 94 años;1 de enero de 2020;17
Total;16 Cuenca;16148 Palomares del Campo;De 95 a 99 años;1 de enero de 2020;3
Total;16 Cuenca;16148 Palomares del Campo;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16149 Palomera;Todas las edades;1 de enero de 2020;160
Total;16 Cuenca;16149 Palomera;De 0 a 4 años;1 de enero de 2020;2
Total;16 Cuenca;16149 Palomera;De 5 a 9 años;1 de enero de 2020;7
Total;16 Cuenca;16149 Palomera;De 10 a 14 años;1 de enero de 2020;5
Total;16 Cuenca;16149 Palomera;De 65 a 69 años;1 de enero de 2020;7
Total;16 Cuenca;16149 Palomera;De 70 a 74 años;1 de enero de 2020;8
Total;16 Cuenca;16149 Palomera;De 75 a 79 años;1 de enero de 2020;12
Total;16 Cuenca;16149 Palomera;De 80 a 84 años;1 de enero de 2020;7
Total;16 Cuenca;16149 Palomera;De 85 a 89 años;1 de enero de 2020;7
Total;16 Cuenca;16149 Palomera;De 90 a 94 años;1 de enero de 2020;4
Total;16 Cuenca;16149 Palomera;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16149 Palomera;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16150 Paracuellos;Todas las edades;1 de enero de 2020;93
Total;16 Cuenca;16150 Paracuellos;De 0 a 4 años;1 de enero de 2020;2
Total;16 Cuenca;16150 Paracuellos;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16150 Paracuellos;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16150 Paracuellos;De 65 a 69 años;1 de enero de 2020;9
Total;16 Cuenca;16150 Paracuellos;De 70 a 74 años;1 de enero de 2020;11
Total;16 Cuenca;16150 Paracuellos;De 75 a 79 años;1 de enero de 2020;7
Total;16 Cuenca;16150 Paracuellos;De 80 a 84 años;1 de enero de 2020;8
Total;16 Cuenca;16150 Paracuellos;De 85 a 89 años;1 de enero de 2020;0
Total;16 Cuenca;16150 Paracuellos;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16150 Paracuellos;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16150 Paracuellos;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16151 Paredes;Todas las edades;1 de enero de 2020;58
Total;16 Cuenca;16151 Paredes;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16151 Paredes;De 5 a 9 años;1 de enero de 2020;1
Total;16 Cuenca;16151 Paredes;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16151 Paredes;De 65 a 69 años;1 de enero de 2020;2
Total;16 Cuenca;16151 Paredes;De 70 a 74 años;1 de enero de 2020;2
Total;16 Cuenca;16151 Paredes;De 75 a 79 años;1 de enero de 2020;3
Total;16 Cuenca;16151 Paredes;De 80 a 84 años;1 de enero de 2020;5
Total;16 Cuenca;16151 Paredes;De 85 a 89 años;1 de enero de 2020;6
Total;16 Cuenca;16151 Paredes;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16151 Paredes;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16151 Paredes;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16152 Parra de las Vegas, La;Todas las edades;1 de enero de 2020;35
Total;16 Cuenca;16152 Parra de las Vegas, La;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16152 Parra de las Vegas, La;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16152 Parra de las Vegas, La;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16152 Parra de las Vegas, La;De 65 a 69 años;1 de enero de 2020;1
Total;16 Cuenca;16152 Parra de las Vegas, La;De 70 a 74 años;1 de enero de 2020;3
Total;16 Cuenca;16152 Parra de las Vegas, La;De 75 a 79 años;1 de enero de 2020;5
Total;16 Cuenca;16152 Parra de las Vegas, La;De 80 a 84 años;1 de enero de 2020;3
Total;16 Cuenca;16152 Parra de las Vegas, La;De 85 a 89 años;1 de enero de 2020;1
Total;16 Cuenca;16152 Parra de las Vegas, La;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16152 Parra de las Vegas, La;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16152 Parra de las Vegas, La;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16153 Pedernoso, El;Todas las edades;1 de enero de 2020;1.140
Total;16 Cuenca;16153 Pedernoso, El;De 0 a 4 años;1 de enero de 2020;37
Total;16 Cuenca;16153 Pedernoso, El;De 5 a 9 años;1 de enero de 2020;34
Total;16 Cuenca;16153 Pedernoso, El;De 10 a 14 años;1 de enero de 2020;40
Total;16 Cuenca;16153 Pedernoso, El;De 65 a 69 años;1 de enero de 2020;65
Total;16 Cuenca;16153 Pedernoso, El;De 70 a 74 años;1 de enero de 2020;59
Total;16 Cuenca;16153 Pedernoso, El;De 75 a 79 años;1 de enero de 2020;51
Total;16 Cuenca;16153 Pedernoso, El;De 80 a 84 años;1 de enero de 2020;53
Total;16 Cuenca;16153 Pedernoso, El;De 85 a 89 años;1 de enero de 2020;50
Total;16 Cuenca;16153 Pedernoso, El;De 90 a 94 años;1 de enero de 2020;24
Total;16 Cuenca;16153 Pedernoso, El;De 95 a 99 años;1 de enero de 2020;5
Total;16 Cuenca;16153 Pedernoso, El;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16154 Pedroñeras, Las;Todas las edades;1 de enero de 2020;6.639
Total;16 Cuenca;16154 Pedroñeras, Las;De 0 a 4 años;1 de enero de 2020;255
Total;16 Cuenca;16154 Pedroñeras, Las;De 5 a 9 años;1 de enero de 2020;321
Total;16 Cuenca;16154 Pedroñeras, Las;De 10 a 14 años;1 de enero de 2020;313
Total;16 Cuenca;16154 Pedroñeras, Las;De 65 a 69 años;1 de enero de 2020;355
Total;16 Cuenca;16154 Pedroñeras, Las;De 70 a 74 años;1 de enero de 2020;265
Total;16 Cuenca;16154 Pedroñeras, Las;De 75 a 79 años;1 de enero de 2020;277
Total;16 Cuenca;16154 Pedroñeras, Las;De 80 a 84 años;1 de enero de 2020;198
Total;16 Cuenca;16154 Pedroñeras, Las;De 85 a 89 años;1 de enero de 2020;139
Total;16 Cuenca;16154 Pedroñeras, Las;De 90 a 94 años;1 de enero de 2020;64
Total;16 Cuenca;16154 Pedroñeras, Las;De 95 a 99 años;1 de enero de 2020;8
Total;16 Cuenca;16154 Pedroñeras, Las;100 y más años;1 de enero de 2020;2
Total;16 Cuenca;16155 Peral, El;Todas las edades;1 de enero de 2020;640
Total;16 Cuenca;16155 Peral, El;De 0 a 4 años;1 de enero de 2020;11
Total;16 Cuenca;16155 Peral, El;De 5 a 9 años;1 de enero de 2020;24
Total;16 Cuenca;16155 Peral, El;De 10 a 14 años;1 de enero de 2020;29
Total;16 Cuenca;16155 Peral, El;De 65 a 69 años;1 de enero de 2020;35
Total;16 Cuenca;16155 Peral, El;De 70 a 74 años;1 de enero de 2020;34
Total;16 Cuenca;16155 Peral, El;De 75 a 79 años;1 de enero de 2020;36
Total;16 Cuenca;16155 Peral, El;De 80 a 84 años;1 de enero de 2020;31
Total;16 Cuenca;16155 Peral, El;De 85 a 89 años;1 de enero de 2020;22
Total;16 Cuenca;16155 Peral, El;De 90 a 94 años;1 de enero de 2020;5
Total;16 Cuenca;16155 Peral, El;De 95 a 99 años;1 de enero de 2020;3
Total;16 Cuenca;16155 Peral, El;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16156 Peraleja, La;Todas las edades;1 de enero de 2020;87
Total;16 Cuenca;16156 Peraleja, La;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16156 Peraleja, La;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16156 Peraleja, La;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16156 Peraleja, La;De 65 a 69 años;1 de enero de 2020;4
Total;16 Cuenca;16156 Peraleja, La;De 70 a 74 años;1 de enero de 2020;7
Total;16 Cuenca;16156 Peraleja, La;De 75 a 79 años;1 de enero de 2020;11
Total;16 Cuenca;16156 Peraleja, La;De 80 a 84 años;1 de enero de 2020;9
Total;16 Cuenca;16156 Peraleja, La;De 85 a 89 años;1 de enero de 2020;3
Total;16 Cuenca;16156 Peraleja, La;De 90 a 94 años;1 de enero de 2020;5
Total;16 Cuenca;16156 Peraleja, La;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16156 Peraleja, La;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16157 Pesquera, La;Todas las edades;1 de enero de 2020;202
Total;16 Cuenca;16157 Pesquera, La;De 0 a 4 años;1 de enero de 2020;6
Total;16 Cuenca;16157 Pesquera, La;De 5 a 9 años;1 de enero de 2020;8
Total;16 Cuenca;16157 Pesquera, La;De 10 a 14 años;1 de enero de 2020;4
Total;16 Cuenca;16157 Pesquera, La;De 65 a 69 años;1 de enero de 2020;15
Total;16 Cuenca;16157 Pesquera, La;De 70 a 74 años;1 de enero de 2020;19
Total;16 Cuenca;16157 Pesquera, La;De 75 a 79 años;1 de enero de 2020;27
Total;16 Cuenca;16157 Pesquera, La;De 80 a 84 años;1 de enero de 2020;10
Total;16 Cuenca;16157 Pesquera, La;De 85 a 89 años;1 de enero de 2020;10
Total;16 Cuenca;16157 Pesquera, La;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16157 Pesquera, La;De 95 a 99 años;1 de enero de 2020;4
Total;16 Cuenca;16157 Pesquera, La;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16158 Picazo, El;Todas las edades;1 de enero de 2020;673
Total;16 Cuenca;16158 Picazo, El;De 0 a 4 años;1 de enero de 2020;19
Total;16 Cuenca;16158 Picazo, El;De 5 a 9 años;1 de enero de 2020;29
Total;16 Cuenca;16158 Picazo, El;De 10 a 14 años;1 de enero de 2020;40
Total;16 Cuenca;16158 Picazo, El;De 65 a 69 años;1 de enero de 2020;42
Total;16 Cuenca;16158 Picazo, El;De 70 a 74 años;1 de enero de 2020;44
Total;16 Cuenca;16158 Picazo, El;De 75 a 79 años;1 de enero de 2020;27
Total;16 Cuenca;16158 Picazo, El;De 80 a 84 años;1 de enero de 2020;25
Total;16 Cuenca;16158 Picazo, El;De 85 a 89 años;1 de enero de 2020;29
Total;16 Cuenca;16158 Picazo, El;De 90 a 94 años;1 de enero de 2020;8
Total;16 Cuenca;16158 Picazo, El;De 95 a 99 años;1 de enero de 2020;2
Total;16 Cuenca;16158 Picazo, El;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16159 Pinarejo;Todas las edades;1 de enero de 2020;203
Total;16 Cuenca;16159 Pinarejo;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16159 Pinarejo;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16159 Pinarejo;De 10 a 14 años;1 de enero de 2020;3
Total;16 Cuenca;16159 Pinarejo;De 65 a 69 años;1 de enero de 2020;19
Total;16 Cuenca;16159 Pinarejo;De 70 a 74 años;1 de enero de 2020;15
Total;16 Cuenca;16159 Pinarejo;De 75 a 79 años;1 de enero de 2020;29
Total;16 Cuenca;16159 Pinarejo;De 80 a 84 años;1 de enero de 2020;23
Total;16 Cuenca;16159 Pinarejo;De 85 a 89 años;1 de enero de 2020;12
Total;16 Cuenca;16159 Pinarejo;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16159 Pinarejo;De 95 a 99 años;1 de enero de 2020;4
Total;16 Cuenca;16159 Pinarejo;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16160 Pineda de Gigüela;Todas las edades;1 de enero de 2020;58
Total;16 Cuenca;16160 Pineda de Gigüela;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16160 Pineda de Gigüela;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16160 Pineda de Gigüela;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16160 Pineda de Gigüela;De 65 a 69 años;1 de enero de 2020;4
Total;16 Cuenca;16160 Pineda de Gigüela;De 70 a 74 años;1 de enero de 2020;3
Total;16 Cuenca;16160 Pineda de Gigüela;De 75 a 79 años;1 de enero de 2020;10
Total;16 Cuenca;16160 Pineda de Gigüela;De 80 a 84 años;1 de enero de 2020;4
Total;16 Cuenca;16160 Pineda de Gigüela;De 85 a 89 años;1 de enero de 2020;8
Total;16 Cuenca;16160 Pineda de Gigüela;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16160 Pineda de Gigüela;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16160 Pineda de Gigüela;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16161 Piqueras del Castillo;Todas las edades;1 de enero de 2020;48
Total;16 Cuenca;16161 Piqueras del Castillo;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16161 Piqueras del Castillo;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16161 Piqueras del Castillo;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16161 Piqueras del Castillo;De 65 a 69 años;1 de enero de 2020;4
Total;16 Cuenca;16161 Piqueras del Castillo;De 70 a 74 años;1 de enero de 2020;2
Total;16 Cuenca;16161 Piqueras del Castillo;De 75 a 79 años;1 de enero de 2020;4
Total;16 Cuenca;16161 Piqueras del Castillo;De 80 a 84 años;1 de enero de 2020;5
Total;16 Cuenca;16161 Piqueras del Castillo;De 85 a 89 años;1 de enero de 2020;4
Total;16 Cuenca;16161 Piqueras del Castillo;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16161 Piqueras del Castillo;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16161 Piqueras del Castillo;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16162 Portalrubio de Guadamejud;Todas las edades;1 de enero de 2020;30
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 65 a 69 años;1 de enero de 2020;0
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 70 a 74 años;1 de enero de 2020;1
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 75 a 79 años;1 de enero de 2020;6
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 80 a 84 años;1 de enero de 2020;3
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 85 a 89 años;1 de enero de 2020;1
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 90 a 94 años;1 de enero de 2020;2
Total;16 Cuenca;16162 Portalrubio de Guadamejud;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16162 Portalrubio de Guadamejud;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16163 Portilla;Todas las edades;1 de enero de 2020;61
Total;16 Cuenca;16163 Portilla;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16163 Portilla;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16163 Portilla;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16163 Portilla;De 65 a 69 años;1 de enero de 2020;8
Total;16 Cuenca;16163 Portilla;De 70 a 74 años;1 de enero de 2020;8
Total;16 Cuenca;16163 Portilla;De 75 a 79 años;1 de enero de 2020;5
Total;16 Cuenca;16163 Portilla;De 80 a 84 años;1 de enero de 2020;6
Total;16 Cuenca;16163 Portilla;De 85 a 89 años;1 de enero de 2020;5
Total;16 Cuenca;16163 Portilla;De 90 a 94 años;1 de enero de 2020;2
Total;16 Cuenca;16163 Portilla;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16163 Portilla;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16165 Poyatos;Todas las edades;1 de enero de 2020;53
Total;16 Cuenca;16165 Poyatos;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16165 Poyatos;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16165 Poyatos;De 10 a 14 años;1 de enero de 2020;1
