Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;16 Cuenca;16056 Cardenete;De 5 a 9 años;1 de enero de 2020;10
Total;16 Cuenca;16056 Cardenete;De 10 a 14 años;1 de enero de 2020;3
Total;16 Cuenca;16056 Cardenete;De 65 a 69 años;1 de enero de 2020;28
Total;16 Cuenca;16056 Cardenete;De 70 a 74 años;1 de enero de 2020;36
Total;16 Cuenca;16056 Cardenete;De 75 a 79 años;1 de enero de 2020;28
Total;16 Cuenca;16056 Cardenete;De 80 a 84 años;1 de enero de 2020;35
Total;16 Cuenca;16056 Cardenete;De 85 a 89 años;1 de enero de 2020;25
Total;16 Cuenca;16056 Cardenete;De 90 a 94 años;1 de enero de 2020;21
Total;16 Cuenca;16056 Cardenete;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16056 Cardenete;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16057 Carrascosa;Todas las edades;1 de enero de 2020;67
Total;16 Cuenca;16057 Carrascosa;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16057 Carrascosa;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16057 Carrascosa;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16057 Carrascosa;De 65 a 69 años;1 de enero de 2020;1
Total;16 Cuenca;16057 Carrascosa;De 70 a 74 años;1 de enero de 2020;4
Total;16 Cuenca;16057 Carrascosa;De 75 a 79 años;1 de enero de 2020;5
Total;16 Cuenca;16057 Carrascosa;De 80 a 84 años;1 de enero de 2020;9
Total;16 Cuenca;16057 Carrascosa;De 85 a 89 años;1 de enero de 2020;2
Total;16 Cuenca;16057 Carrascosa;De 90 a 94 años;1 de enero de 2020;3
Total;16 Cuenca;16057 Carrascosa;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16057 Carrascosa;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16058 Carrascosa de Haro;Todas las edades;1 de enero de 2020;100
Total;16 Cuenca;16058 Carrascosa de Haro;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16058 Carrascosa de Haro;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16058 Carrascosa de Haro;De 10 a 14 años;1 de enero de 2020;2
Total;16 Cuenca;16058 Carrascosa de Haro;De 65 a 69 años;1 de enero de 2020;5
Total;16 Cuenca;16058 Carrascosa de Haro;De 70 a 74 años;1 de enero de 2020;10
Total;16 Cuenca;16058 Carrascosa de Haro;De 75 a 79 años;1 de enero de 2020;7
Total;16 Cuenca;16058 Carrascosa de Haro;De 80 a 84 años;1 de enero de 2020;10
Total;16 Cuenca;16058 Carrascosa de Haro;De 85 a 89 años;1 de enero de 2020;2
Total;16 Cuenca;16058 Carrascosa de Haro;De 90 a 94 años;1 de enero de 2020;4
Total;16 Cuenca;16058 Carrascosa de Haro;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16058 Carrascosa de Haro;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16060 Casas de Benítez;Todas las edades;1 de enero de 2020;823
Total;16 Cuenca;16060 Casas de Benítez;De 0 a 4 años;1 de enero de 2020;23
Total;16 Cuenca;16060 Casas de Benítez;De 5 a 9 años;1 de enero de 2020;22
Total;16 Cuenca;16060 Casas de Benítez;De 10 a 14 años;1 de enero de 2020;34
Total;16 Cuenca;16060 Casas de Benítez;De 65 a 69 años;1 de enero de 2020;57
Total;16 Cuenca;16060 Casas de Benítez;De 70 a 74 años;1 de enero de 2020;41
Total;16 Cuenca;16060 Casas de Benítez;De 75 a 79 años;1 de enero de 2020;60
Total;16 Cuenca;16060 Casas de Benítez;De 80 a 84 años;1 de enero de 2020;49
Total;16 Cuenca;16060 Casas de Benítez;De 85 a 89 años;1 de enero de 2020;27
Total;16 Cuenca;16060 Casas de Benítez;De 90 a 94 años;1 de enero de 2020;22
Total;16 Cuenca;16060 Casas de Benítez;De 95 a 99 años;1 de enero de 2020;6
Total;16 Cuenca;16060 Casas de Benítez;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16061 Casas de Fernando Alonso;Todas las edades;1 de enero de 2020;1.140
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 0 a 4 años;1 de enero de 2020;32
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 5 a 9 años;1 de enero de 2020;28
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 10 a 14 años;1 de enero de 2020;35
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 65 a 69 años;1 de enero de 2020;69
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 70 a 74 años;1 de enero de 2020;55
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 75 a 79 años;1 de enero de 2020;68
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 80 a 84 años;1 de enero de 2020;61
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 85 a 89 años;1 de enero de 2020;65
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 90 a 94 años;1 de enero de 2020;24
Total;16 Cuenca;16061 Casas de Fernando Alonso;De 95 a 99 años;1 de enero de 2020;4
Total;16 Cuenca;16061 Casas de Fernando Alonso;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16062 Casas de Garcimolina;Todas las edades;1 de enero de 2020;29
Total;16 Cuenca;16062 Casas de Garcimolina;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16062 Casas de Garcimolina;De 5 a 9 años;1 de enero de 2020;2
Total;16 Cuenca;16062 Casas de Garcimolina;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16062 Casas de Garcimolina;De 65 a 69 años;1 de enero de 2020;1
Total;16 Cuenca;16062 Casas de Garcimolina;De 70 a 74 años;1 de enero de 2020;2
Total;16 Cuenca;16062 Casas de Garcimolina;De 75 a 79 años;1 de enero de 2020;2
Total;16 Cuenca;16062 Casas de Garcimolina;De 80 a 84 años;1 de enero de 2020;2
Total;16 Cuenca;16062 Casas de Garcimolina;De 85 a 89 años;1 de enero de 2020;1
Total;16 Cuenca;16062 Casas de Garcimolina;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16062 Casas de Garcimolina;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16062 Casas de Garcimolina;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16063 Casas de Guijarro;Todas las edades;1 de enero de 2020;112
Total;16 Cuenca;16063 Casas de Guijarro;De 0 a 4 años;1 de enero de 2020;3
Total;16 Cuenca;16063 Casas de Guijarro;De 5 a 9 años;1 de enero de 2020;1
Total;16 Cuenca;16063 Casas de Guijarro;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16063 Casas de Guijarro;De 65 a 69 años;1 de enero de 2020;4
Total;16 Cuenca;16063 Casas de Guijarro;De 70 a 74 años;1 de enero de 2020;9
Total;16 Cuenca;16063 Casas de Guijarro;De 75 a 79 años;1 de enero de 2020;6
Total;16 Cuenca;16063 Casas de Guijarro;De 80 a 84 años;1 de enero de 2020;10
Total;16 Cuenca;16063 Casas de Guijarro;De 85 a 89 años;1 de enero de 2020;5
Total;16 Cuenca;16063 Casas de Guijarro;De 90 a 94 años;1 de enero de 2020;7
Total;16 Cuenca;16063 Casas de Guijarro;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16063 Casas de Guijarro;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16064 Casas de Haro;Todas las edades;1 de enero de 2020;827
Total;16 Cuenca;16064 Casas de Haro;De 0 a 4 años;1 de enero de 2020;20
Total;16 Cuenca;16064 Casas de Haro;De 5 a 9 años;1 de enero de 2020;25
Total;16 Cuenca;16064 Casas de Haro;De 10 a 14 años;1 de enero de 2020;37
Total;16 Cuenca;16064 Casas de Haro;De 65 a 69 años;1 de enero de 2020;39
Total;16 Cuenca;16064 Casas de Haro;De 70 a 74 años;1 de enero de 2020;53
Total;16 Cuenca;16064 Casas de Haro;De 75 a 79 años;1 de enero de 2020;50
Total;16 Cuenca;16064 Casas de Haro;De 80 a 84 años;1 de enero de 2020;32
Total;16 Cuenca;16064 Casas de Haro;De 85 a 89 años;1 de enero de 2020;32
Total;16 Cuenca;16064 Casas de Haro;De 90 a 94 años;1 de enero de 2020;12
Total;16 Cuenca;16064 Casas de Haro;De 95 a 99 años;1 de enero de 2020;3
Total;16 Cuenca;16064 Casas de Haro;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16065 Casas de los Pinos;Todas las edades;1 de enero de 2020;435
Total;16 Cuenca;16065 Casas de los Pinos;De 0 a 4 años;1 de enero de 2020;9
Total;16 Cuenca;16065 Casas de los Pinos;De 5 a 9 años;1 de enero de 2020;12
Total;16 Cuenca;16065 Casas de los Pinos;De 10 a 14 años;1 de enero de 2020;10
Total;16 Cuenca;16065 Casas de los Pinos;De 65 a 69 años;1 de enero de 2020;30
Total;16 Cuenca;16065 Casas de los Pinos;De 70 a 74 años;1 de enero de 2020;22
Total;16 Cuenca;16065 Casas de los Pinos;De 75 a 79 años;1 de enero de 2020;32
Total;16 Cuenca;16065 Casas de los Pinos;De 80 a 84 años;1 de enero de 2020;27
Total;16 Cuenca;16065 Casas de los Pinos;De 85 a 89 años;1 de enero de 2020;28
Total;16 Cuenca;16065 Casas de los Pinos;De 90 a 94 años;1 de enero de 2020;18
Total;16 Cuenca;16065 Casas de los Pinos;De 95 a 99 años;1 de enero de 2020;2
Total;16 Cuenca;16065 Casas de los Pinos;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16066 Casasimarro;Todas las edades;1 de enero de 2020;3.103
Total;16 Cuenca;16066 Casasimarro;De 0 a 4 años;1 de enero de 2020;149
Total;16 Cuenca;16066 Casasimarro;De 5 a 9 años;1 de enero de 2020;156
Total;16 Cuenca;16066 Casasimarro;De 10 a 14 años;1 de enero de 2020;137
Total;16 Cuenca;16066 Casasimarro;De 65 a 69 años;1 de enero de 2020;152
Total;16 Cuenca;16066 Casasimarro;De 70 a 74 años;1 de enero de 2020;128
Total;16 Cuenca;16066 Casasimarro;De 75 a 79 años;1 de enero de 2020;141
Total;16 Cuenca;16066 Casasimarro;De 80 a 84 años;1 de enero de 2020;109
Total;16 Cuenca;16066 Casasimarro;De 85 a 89 años;1 de enero de 2020;98
Total;16 Cuenca;16066 Casasimarro;De 90 a 94 años;1 de enero de 2020;54
Total;16 Cuenca;16066 Casasimarro;De 95 a 99 años;1 de enero de 2020;10
Total;16 Cuenca;16066 Casasimarro;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16067 Castejón;Todas las edades;1 de enero de 2020;135
Total;16 Cuenca;16067 Castejón;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16067 Castejón;De 5 a 9 años;1 de enero de 2020;1
Total;16 Cuenca;16067 Castejón;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16067 Castejón;De 65 a 69 años;1 de enero de 2020;14
Total;16 Cuenca;16067 Castejón;De 70 a 74 años;1 de enero de 2020;9
Total;16 Cuenca;16067 Castejón;De 75 a 79 años;1 de enero de 2020;8
Total;16 Cuenca;16067 Castejón;De 80 a 84 años;1 de enero de 2020;7
Total;16 Cuenca;16067 Castejón;De 85 a 89 años;1 de enero de 2020;10
Total;16 Cuenca;16067 Castejón;De 90 a 94 años;1 de enero de 2020;5
Total;16 Cuenca;16067 Castejón;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16067 Castejón;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16068 Castillejo de Iniesta;Todas las edades;1 de enero de 2020;151
Total;16 Cuenca;16068 Castillejo de Iniesta;De 0 a 4 años;1 de enero de 2020;2
Total;16 Cuenca;16068 Castillejo de Iniesta;De 5 a 9 años;1 de enero de 2020;6
Total;16 Cuenca;16068 Castillejo de Iniesta;De 10 a 14 años;1 de enero de 2020;3
Total;16 Cuenca;16068 Castillejo de Iniesta;De 65 a 69 años;1 de enero de 2020;5
Total;16 Cuenca;16068 Castillejo de Iniesta;De 70 a 74 años;1 de enero de 2020;4
Total;16 Cuenca;16068 Castillejo de Iniesta;De 75 a 79 años;1 de enero de 2020;8
Total;16 Cuenca;16068 Castillejo de Iniesta;De 80 a 84 años;1 de enero de 2020;11
Total;16 Cuenca;16068 Castillejo de Iniesta;De 85 a 89 años;1 de enero de 2020;10
Total;16 Cuenca;16068 Castillejo de Iniesta;De 90 a 94 años;1 de enero de 2020;4
Total;16 Cuenca;16068 Castillejo de Iniesta;De 95 a 99 años;1 de enero de 2020;2
Total;16 Cuenca;16068 Castillejo de Iniesta;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;Todas las edades;1 de enero de 2020;31
Total;16 Cuenca;16070 Castillejo-Sierra;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16070 Castillejo-Sierra;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;De 65 a 69 años;1 de enero de 2020;2
Total;16 Cuenca;16070 Castillejo-Sierra;De 70 a 74 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;De 75 a 79 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;De 80 a 84 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;De 85 a 89 años;1 de enero de 2020;1
Total;16 Cuenca;16070 Castillejo-Sierra;De 90 a 94 años;1 de enero de 2020;3
Total;16 Cuenca;16070 Castillejo-Sierra;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16070 Castillejo-Sierra;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16072 Castillo de Garcimuñoz;Todas las edades;1 de enero de 2020;131
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 10 a 14 años;1 de enero de 2020;3
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 65 a 69 años;1 de enero de 2020;8
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 70 a 74 años;1 de enero de 2020;7
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 75 a 79 años;1 de enero de 2020;16
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 80 a 84 años;1 de enero de 2020;7
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 85 a 89 años;1 de enero de 2020;8
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 90 a 94 años;1 de enero de 2020;5
Total;16 Cuenca;16072 Castillo de Garcimuñoz;De 95 a 99 años;1 de enero de 2020;4
Total;16 Cuenca;16072 Castillo de Garcimuñoz;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16071 Castillo-Albaráñez;Todas las edades;1 de enero de 2020;21
Total;16 Cuenca;16071 Castillo-Albaráñez;De 0 a 4 años;1 de enero de 2020;2
Total;16 Cuenca;16071 Castillo-Albaráñez;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 65 a 69 años;1 de enero de 2020;4
Total;16 Cuenca;16071 Castillo-Albaráñez;De 70 a 74 años;1 de enero de 2020;5
Total;16 Cuenca;16071 Castillo-Albaráñez;De 75 a 79 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 80 a 84 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 85 a 89 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16071 Castillo-Albaráñez;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16071 Castillo-Albaráñez;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16073 Cervera del Llano;Todas las edades;1 de enero de 2020;218
Total;16 Cuenca;16073 Cervera del Llano;De 0 a 4 años;1 de enero de 2020;1
Total;16 Cuenca;16073 Cervera del Llano;De 5 a 9 años;1 de enero de 2020;8
Total;16 Cuenca;16073 Cervera del Llano;De 10 a 14 años;1 de enero de 2020;8
Total;16 Cuenca;16073 Cervera del Llano;De 65 a 69 años;1 de enero de 2020;13
Total;16 Cuenca;16073 Cervera del Llano;De 70 a 74 años;1 de enero de 2020;17
Total;16 Cuenca;16073 Cervera del Llano;De 75 a 79 años;1 de enero de 2020;16
Total;16 Cuenca;16073 Cervera del Llano;De 80 a 84 años;1 de enero de 2020;12
Total;16 Cuenca;16073 Cervera del Llano;De 85 a 89 años;1 de enero de 2020;10
Total;16 Cuenca;16073 Cervera del Llano;De 90 a 94 años;1 de enero de 2020;6
Total;16 Cuenca;16073 Cervera del Llano;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16073 Cervera del Llano;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16023 Chillarón de Cuenca;Todas las edades;1 de enero de 2020;632
Total;16 Cuenca;16023 Chillarón de Cuenca;De 0 a 4 años;1 de enero de 2020;19
Total;16 Cuenca;16023 Chillarón de Cuenca;De 5 a 9 años;1 de enero de 2020;36
Total;16 Cuenca;16023 Chillarón de Cuenca;De 10 a 14 años;1 de enero de 2020;44
Total;16 Cuenca;16023 Chillarón de Cuenca;De 65 a 69 años;1 de enero de 2020;27
Total;16 Cuenca;16023 Chillarón de Cuenca;De 70 a 74 años;1 de enero de 2020;19
Total;16 Cuenca;16023 Chillarón de Cuenca;De 75 a 79 años;1 de enero de 2020;31
Total;16 Cuenca;16023 Chillarón de Cuenca;De 80 a 84 años;1 de enero de 2020;14
Total;16 Cuenca;16023 Chillarón de Cuenca;De 85 a 89 años;1 de enero de 2020;19
Total;16 Cuenca;16023 Chillarón de Cuenca;De 90 a 94 años;1 de enero de 2020;9
Total;16 Cuenca;16023 Chillarón de Cuenca;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16023 Chillarón de Cuenca;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16081 Chumillas;Todas las edades;1 de enero de 2020;58
Total;16 Cuenca;16081 Chumillas;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16081 Chumillas;De 5 a 9 años;1 de enero de 2020;1
Total;16 Cuenca;16081 Chumillas;De 10 a 14 años;1 de enero de 2020;9
Total;16 Cuenca;16081 Chumillas;De 65 a 69 años;1 de enero de 2020;3
Total;16 Cuenca;16081 Chumillas;De 70 a 74 años;1 de enero de 2020;3
Total;16 Cuenca;16081 Chumillas;De 75 a 79 años;1 de enero de 2020;2
Total;16 Cuenca;16081 Chumillas;De 80 a 84 años;1 de enero de 2020;2
Total;16 Cuenca;16081 Chumillas;De 85 a 89 años;1 de enero de 2020;2
Total;16 Cuenca;16081 Chumillas;De 90 a 94 años;1 de enero de 2020;0
Total;16 Cuenca;16081 Chumillas;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16081 Chumillas;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16074 Cierva, La;Todas las edades;1 de enero de 2020;31
Total;16 Cuenca;16074 Cierva, La;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16074 Cierva, La;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16074 Cierva, La;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16074 Cierva, La;De 65 a 69 años;1 de enero de 2020;2
Total;16 Cuenca;16074 Cierva, La;De 70 a 74 años;1 de enero de 2020;1
Total;16 Cuenca;16074 Cierva, La;De 75 a 79 años;1 de enero de 2020;7
Total;16 Cuenca;16074 Cierva, La;De 80 a 84 años;1 de enero de 2020;1
Total;16 Cuenca;16074 Cierva, La;De 85 a 89 años;1 de enero de 2020;4
Total;16 Cuenca;16074 Cierva, La;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16074 Cierva, La;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16074 Cierva, La;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16078 Cuenca;Todas las edades;1 de enero de 2020;54.621
Total;16 Cuenca;16078 Cuenca;De 0 a 4 años;1 de enero de 2020;2.084
Total;16 Cuenca;16078 Cuenca;De 5 a 9 años;1 de enero de 2020;2.623
Total;16 Cuenca;16078 Cuenca;De 10 a 14 años;1 de enero de 2020;2.912
Total;16 Cuenca;16078 Cuenca;De 65 a 69 años;1 de enero de 2020;2.595
Total;16 Cuenca;16078 Cuenca;De 70 a 74 años;1 de enero de 2020;2.178
Total;16 Cuenca;16078 Cuenca;De 75 a 79 años;1 de enero de 2020;1.879
Total;16 Cuenca;16078 Cuenca;De 80 a 84 años;1 de enero de 2020;1.432
Total;16 Cuenca;16078 Cuenca;De 85 a 89 años;1 de enero de 2020;1.347
Total;16 Cuenca;16078 Cuenca;De 90 a 94 años;1 de enero de 2020;620
Total;16 Cuenca;16078 Cuenca;De 95 a 99 años;1 de enero de 2020;157
Total;16 Cuenca;16078 Cuenca;100 y más años;1 de enero de 2020;26
Total;16 Cuenca;16079 Cueva del Hierro;Todas las edades;1 de enero de 2020;32
Total;16 Cuenca;16079 Cueva del Hierro;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16079 Cueva del Hierro;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16079 Cueva del Hierro;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16079 Cueva del Hierro;De 65 a 69 años;1 de enero de 2020;2
Total;16 Cuenca;16079 Cueva del Hierro;De 70 a 74 años;1 de enero de 2020;3
Total;16 Cuenca;16079 Cueva del Hierro;De 75 a 79 años;1 de enero de 2020;1
Total;16 Cuenca;16079 Cueva del Hierro;De 80 a 84 años;1 de enero de 2020;2
Total;16 Cuenca;16079 Cueva del Hierro;De 85 a 89 años;1 de enero de 2020;0
Total;16 Cuenca;16079 Cueva del Hierro;De 90 a 94 años;1 de enero de 2020;3
Total;16 Cuenca;16079 Cueva del Hierro;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16079 Cueva del Hierro;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16082 Enguídanos;Todas las edades;1 de enero de 2020;313
Total;16 Cuenca;16082 Enguídanos;De 0 a 4 años;1 de enero de 2020;9
Total;16 Cuenca;16082 Enguídanos;De 5 a 9 años;1 de enero de 2020;12
Total;16 Cuenca;16082 Enguídanos;De 10 a 14 años;1 de enero de 2020;6
Total;16 Cuenca;16082 Enguídanos;De 65 a 69 años;1 de enero de 2020;25
Total;16 Cuenca;16082 Enguídanos;De 70 a 74 años;1 de enero de 2020;15
Total;16 Cuenca;16082 Enguídanos;De 75 a 79 años;1 de enero de 2020;20
Total;16 Cuenca;16082 Enguídanos;De 80 a 84 años;1 de enero de 2020;24
Total;16 Cuenca;16082 Enguídanos;De 85 a 89 años;1 de enero de 2020;19
Total;16 Cuenca;16082 Enguídanos;De 90 a 94 años;1 de enero de 2020;9
Total;16 Cuenca;16082 Enguídanos;De 95 a 99 años;1 de enero de 2020;3
Total;16 Cuenca;16082 Enguídanos;100 y más años;1 de enero de 2020;1
Total;16 Cuenca;16083 Fresneda de Altarejos;Todas las edades;1 de enero de 2020;37
Total;16 Cuenca;16083 Fresneda de Altarejos;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16083 Fresneda de Altarejos;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16083 Fresneda de Altarejos;De 10 a 14 años;1 de enero de 2020;0
Total;16 Cuenca;16083 Fresneda de Altarejos;De 65 a 69 años;1 de enero de 2020;1
Total;16 Cuenca;16083 Fresneda de Altarejos;De 70 a 74 años;1 de enero de 2020;0
Total;16 Cuenca;16083 Fresneda de Altarejos;De 75 a 79 años;1 de enero de 2020;2
Total;16 Cuenca;16083 Fresneda de Altarejos;De 80 a 84 años;1 de enero de 2020;3
Total;16 Cuenca;16083 Fresneda de Altarejos;De 85 a 89 años;1 de enero de 2020;4
Total;16 Cuenca;16083 Fresneda de Altarejos;De 90 a 94 años;1 de enero de 2020;1
Total;16 Cuenca;16083 Fresneda de Altarejos;De 95 a 99 años;1 de enero de 2020;0
Total;16 Cuenca;16083 Fresneda de Altarejos;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16084 Fresneda de la Sierra;Todas las edades;1 de enero de 2020;51
Total;16 Cuenca;16084 Fresneda de la Sierra;De 0 a 4 años;1 de enero de 2020;0
Total;16 Cuenca;16084 Fresneda de la Sierra;De 5 a 9 años;1 de enero de 2020;0
Total;16 Cuenca;16084 Fresneda de la Sierra;De 10 a 14 años;1 de enero de 2020;1
Total;16 Cuenca;16084 Fresneda de la Sierra;De 65 a 69 años;1 de enero de 2020;2
Total;16 Cuenca;16084 Fresneda de la Sierra;De 70 a 74 años;1 de enero de 2020;3
Total;16 Cuenca;16084 Fresneda de la Sierra;De 75 a 79 años;1 de enero de 2020;0
Total;16 Cuenca;16084 Fresneda de la Sierra;De 80 a 84 años;1 de enero de 2020;5
Total;16 Cuenca;16084 Fresneda de la Sierra;De 85 a 89 años;1 de enero de 2020;5
Total;16 Cuenca;16084 Fresneda de la Sierra;De 90 a 94 años;1 de enero de 2020;3
Total;16 Cuenca;16084 Fresneda de la Sierra;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16084 Fresneda de la Sierra;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16085 Frontera, La;Todas las edades;1 de enero de 2020;148
Total;16 Cuenca;16085 Frontera, La;De 0 a 4 años;1 de enero de 2020;5
Total;16 Cuenca;16085 Frontera, La;De 5 a 9 años;1 de enero de 2020;3
Total;16 Cuenca;16085 Frontera, La;De 10 a 14 años;1 de enero de 2020;2
Total;16 Cuenca;16085 Frontera, La;De 65 a 69 años;1 de enero de 2020;5
Total;16 Cuenca;16085 Frontera, La;De 70 a 74 años;1 de enero de 2020;9
Total;16 Cuenca;16085 Frontera, La;De 75 a 79 años;1 de enero de 2020;8
Total;16 Cuenca;16085 Frontera, La;De 80 a 84 años;1 de enero de 2020;7
Total;16 Cuenca;16085 Frontera, La;De 85 a 89 años;1 de enero de 2020;15
Total;16 Cuenca;16085 Frontera, La;De 90 a 94 años;1 de enero de 2020;8
Total;16 Cuenca;16085 Frontera, La;De 95 a 99 años;1 de enero de 2020;1
Total;16 Cuenca;16085 Frontera, La;100 y más años;1 de enero de 2020;0
Total;16 Cuenca;16086 Fuente de Pedro Naharro;Todas las edades;1 de enero de 2020;1.215
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 0 a 4 años;1 de enero de 2020;45
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 5 a 9 años;1 de enero de 2020;45
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 10 a 14 años;1 de enero de 2020;61
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 65 a 69 años;1 de enero de 2020;49
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 70 a 74 años;1 de enero de 2020;54
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 75 a 79 años;1 de enero de 2020;35
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 80 a 84 años;1 de enero de 2020;41
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 85 a 89 años;1 de enero de 2020;53
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 90 a 94 años;1 de enero de 2020;20
Total;16 Cuenca;16086 Fuente de Pedro Naharro;De 95 a 99 años;1 de enero de 2020;4
