Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;19 Guadalajara;19171 Marchamalo;De 5 a 9 años;1 de enero de 2020;513
Total;19 Guadalajara;19171 Marchamalo;De 10 a 14 años;1 de enero de 2020;407
Total;19 Guadalajara;19171 Marchamalo;De 65 a 69 años;1 de enero de 2020;273
Total;19 Guadalajara;19171 Marchamalo;De 70 a 74 años;1 de enero de 2020;199
Total;19 Guadalajara;19171 Marchamalo;De 75 a 79 años;1 de enero de 2020;149
Total;19 Guadalajara;19171 Marchamalo;De 80 a 84 años;1 de enero de 2020;121
Total;19 Guadalajara;19171 Marchamalo;De 85 a 89 años;1 de enero de 2020;106
Total;19 Guadalajara;19171 Marchamalo;De 90 a 94 años;1 de enero de 2020;43
Total;19 Guadalajara;19171 Marchamalo;De 95 a 99 años;1 de enero de 2020;12
Total;19 Guadalajara;19171 Marchamalo;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19172 Masegoso de Tajuña;Todas las edades;1 de enero de 2020;49
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 70 a 74 años;1 de enero de 2020;3
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 80 a 84 años;1 de enero de 2020;5
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 85 a 89 años;1 de enero de 2020;4
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19172 Masegoso de Tajuña;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19172 Masegoso de Tajuña;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19173 Matarrubia;Todas las edades;1 de enero de 2020;57
Total;19 Guadalajara;19173 Matarrubia;De 0 a 4 años;1 de enero de 2020;4
Total;19 Guadalajara;19173 Matarrubia;De 5 a 9 años;1 de enero de 2020;2
Total;19 Guadalajara;19173 Matarrubia;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19173 Matarrubia;De 65 a 69 años;1 de enero de 2020;2
Total;19 Guadalajara;19173 Matarrubia;De 70 a 74 años;1 de enero de 2020;3
Total;19 Guadalajara;19173 Matarrubia;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19173 Matarrubia;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19173 Matarrubia;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19173 Matarrubia;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19173 Matarrubia;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19173 Matarrubia;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19174 Matillas;Todas las edades;1 de enero de 2020;101
Total;19 Guadalajara;19174 Matillas;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19174 Matillas;De 5 a 9 años;1 de enero de 2020;2
Total;19 Guadalajara;19174 Matillas;De 10 a 14 años;1 de enero de 2020;3
Total;19 Guadalajara;19174 Matillas;De 65 a 69 años;1 de enero de 2020;17
Total;19 Guadalajara;19174 Matillas;De 70 a 74 años;1 de enero de 2020;7
Total;19 Guadalajara;19174 Matillas;De 75 a 79 años;1 de enero de 2020;7
Total;19 Guadalajara;19174 Matillas;De 80 a 84 años;1 de enero de 2020;8
Total;19 Guadalajara;19174 Matillas;De 85 a 89 años;1 de enero de 2020;4
Total;19 Guadalajara;19174 Matillas;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19174 Matillas;De 95 a 99 años;1 de enero de 2020;3
Total;19 Guadalajara;19174 Matillas;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19175 Mazarete;Todas las edades;1 de enero de 2020;35
Total;19 Guadalajara;19175 Mazarete;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19175 Mazarete;De 5 a 9 años;1 de enero de 2020;2
Total;19 Guadalajara;19175 Mazarete;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19175 Mazarete;De 65 a 69 años;1 de enero de 2020;2
Total;19 Guadalajara;19175 Mazarete;De 70 a 74 años;1 de enero de 2020;1
Total;19 Guadalajara;19175 Mazarete;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19175 Mazarete;De 80 a 84 años;1 de enero de 2020;5
Total;19 Guadalajara;19175 Mazarete;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19175 Mazarete;De 90 a 94 años;1 de enero de 2020;4
Total;19 Guadalajara;19175 Mazarete;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19175 Mazarete;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19176 Mazuecos;Todas las edades;1 de enero de 2020;266
Total;19 Guadalajara;19176 Mazuecos;De 0 a 4 años;1 de enero de 2020;3
Total;19 Guadalajara;19176 Mazuecos;De 5 a 9 años;1 de enero de 2020;3
Total;19 Guadalajara;19176 Mazuecos;De 10 a 14 años;1 de enero de 2020;10
Total;19 Guadalajara;19176 Mazuecos;De 65 a 69 años;1 de enero de 2020;15
Total;19 Guadalajara;19176 Mazuecos;De 70 a 74 años;1 de enero de 2020;24
Total;19 Guadalajara;19176 Mazuecos;De 75 a 79 años;1 de enero de 2020;12
Total;19 Guadalajara;19176 Mazuecos;De 80 a 84 años;1 de enero de 2020;14
Total;19 Guadalajara;19176 Mazuecos;De 85 a 89 años;1 de enero de 2020;18
Total;19 Guadalajara;19176 Mazuecos;De 90 a 94 años;1 de enero de 2020;8
Total;19 Guadalajara;19176 Mazuecos;De 95 a 99 años;1 de enero de 2020;2
Total;19 Guadalajara;19176 Mazuecos;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19177 Medranda;Todas las edades;1 de enero de 2020;60
Total;19 Guadalajara;19177 Medranda;De 0 a 4 años;1 de enero de 2020;2
Total;19 Guadalajara;19177 Medranda;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19177 Medranda;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19177 Medranda;De 65 a 69 años;1 de enero de 2020;5
Total;19 Guadalajara;19177 Medranda;De 70 a 74 años;1 de enero de 2020;5
Total;19 Guadalajara;19177 Medranda;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19177 Medranda;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19177 Medranda;De 85 a 89 años;1 de enero de 2020;5
Total;19 Guadalajara;19177 Medranda;De 90 a 94 años;1 de enero de 2020;4
Total;19 Guadalajara;19177 Medranda;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19177 Medranda;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19178 Megina;Todas las edades;1 de enero de 2020;29
Total;19 Guadalajara;19178 Megina;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19178 Megina;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19178 Megina;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19178 Megina;De 65 a 69 años;1 de enero de 2020;6
Total;19 Guadalajara;19178 Megina;De 70 a 74 años;1 de enero de 2020;1
Total;19 Guadalajara;19178 Megina;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19178 Megina;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19178 Megina;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19178 Megina;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19178 Megina;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19178 Megina;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19179 Membrillera;Todas las edades;1 de enero de 2020;87
Total;19 Guadalajara;19179 Membrillera;De 0 a 4 años;1 de enero de 2020;2
Total;19 Guadalajara;19179 Membrillera;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19179 Membrillera;De 10 a 14 años;1 de enero de 2020;5
Total;19 Guadalajara;19179 Membrillera;De 65 a 69 años;1 de enero de 2020;9
Total;19 Guadalajara;19179 Membrillera;De 70 a 74 años;1 de enero de 2020;18
Total;19 Guadalajara;19179 Membrillera;De 75 a 79 años;1 de enero de 2020;14
Total;19 Guadalajara;19179 Membrillera;De 80 a 84 años;1 de enero de 2020;6
Total;19 Guadalajara;19179 Membrillera;De 85 a 89 años;1 de enero de 2020;4
Total;19 Guadalajara;19179 Membrillera;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19179 Membrillera;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19179 Membrillera;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19181 Miedes de Atienza;Todas las edades;1 de enero de 2020;53
Total;19 Guadalajara;19181 Miedes de Atienza;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19181 Miedes de Atienza;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19181 Miedes de Atienza;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19181 Miedes de Atienza;De 65 a 69 años;1 de enero de 2020;5
Total;19 Guadalajara;19181 Miedes de Atienza;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19181 Miedes de Atienza;De 75 a 79 años;1 de enero de 2020;6
Total;19 Guadalajara;19181 Miedes de Atienza;De 80 a 84 años;1 de enero de 2020;2
Total;19 Guadalajara;19181 Miedes de Atienza;De 85 a 89 años;1 de enero de 2020;6
Total;19 Guadalajara;19181 Miedes de Atienza;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19181 Miedes de Atienza;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19181 Miedes de Atienza;100 y más años;1 de enero de 2020;1
Total;19 Guadalajara;19182 Mierla, La;Todas las edades;1 de enero de 2020;39
Total;19 Guadalajara;19182 Mierla, La;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19182 Mierla, La;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19182 Mierla, La;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19182 Mierla, La;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19182 Mierla, La;De 70 a 74 años;1 de enero de 2020;7
Total;19 Guadalajara;19182 Mierla, La;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19182 Mierla, La;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19182 Mierla, La;De 85 a 89 años;1 de enero de 2020;0
Total;19 Guadalajara;19182 Mierla, La;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19182 Mierla, La;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19182 Mierla, La;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19184 Millana;Todas las edades;1 de enero de 2020;105
Total;19 Guadalajara;19184 Millana;De 0 a 4 años;1 de enero de 2020;4
Total;19 Guadalajara;19184 Millana;De 5 a 9 años;1 de enero de 2020;5
Total;19 Guadalajara;19184 Millana;De 10 a 14 años;1 de enero de 2020;4
Total;19 Guadalajara;19184 Millana;De 65 a 69 años;1 de enero de 2020;3
Total;19 Guadalajara;19184 Millana;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19184 Millana;De 75 a 79 años;1 de enero de 2020;5
Total;19 Guadalajara;19184 Millana;De 80 a 84 años;1 de enero de 2020;9
Total;19 Guadalajara;19184 Millana;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19184 Millana;De 90 a 94 años;1 de enero de 2020;4
Total;19 Guadalajara;19184 Millana;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19184 Millana;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19183 Milmarcos;Todas las edades;1 de enero de 2020;78
Total;19 Guadalajara;19183 Milmarcos;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19183 Milmarcos;De 5 a 9 años;1 de enero de 2020;2
Total;19 Guadalajara;19183 Milmarcos;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19183 Milmarcos;De 65 a 69 años;1 de enero de 2020;7
Total;19 Guadalajara;19183 Milmarcos;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19183 Milmarcos;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19183 Milmarcos;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19183 Milmarcos;De 85 a 89 años;1 de enero de 2020;11
Total;19 Guadalajara;19183 Milmarcos;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19183 Milmarcos;De 95 a 99 años;1 de enero de 2020;2
Total;19 Guadalajara;19183 Milmarcos;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;Todas las edades;1 de enero de 2020;26
Total;19 Guadalajara;19185 Miñosa, La;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19185 Miñosa, La;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19185 Miñosa, La;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19185 Miñosa, La;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19185 Miñosa, La;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19185 Miñosa, La;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19186 Mirabueno;Todas las edades;1 de enero de 2020;74
Total;19 Guadalajara;19186 Mirabueno;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19186 Mirabueno;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19186 Mirabueno;De 10 a 14 años;1 de enero de 2020;2
Total;19 Guadalajara;19186 Mirabueno;De 65 a 69 años;1 de enero de 2020;6
Total;19 Guadalajara;19186 Mirabueno;De 70 a 74 años;1 de enero de 2020;8
Total;19 Guadalajara;19186 Mirabueno;De 75 a 79 años;1 de enero de 2020;6
Total;19 Guadalajara;19186 Mirabueno;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19186 Mirabueno;De 85 a 89 años;1 de enero de 2020;7
Total;19 Guadalajara;19186 Mirabueno;De 90 a 94 años;1 de enero de 2020;4
Total;19 Guadalajara;19186 Mirabueno;De 95 a 99 años;1 de enero de 2020;3
Total;19 Guadalajara;19186 Mirabueno;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19187 Miralrío;Todas las edades;1 de enero de 2020;53
Total;19 Guadalajara;19187 Miralrío;De 0 a 4 años;1 de enero de 2020;2
Total;19 Guadalajara;19187 Miralrío;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19187 Miralrío;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19187 Miralrío;De 65 a 69 años;1 de enero de 2020;3
Total;19 Guadalajara;19187 Miralrío;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19187 Miralrío;De 75 a 79 años;1 de enero de 2020;6
Total;19 Guadalajara;19187 Miralrío;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19187 Miralrío;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19187 Miralrío;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19187 Miralrío;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19187 Miralrío;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19188 Mochales;Todas las edades;1 de enero de 2020;40
Total;19 Guadalajara;19188 Mochales;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19188 Mochales;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19188 Mochales;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19188 Mochales;De 65 a 69 años;1 de enero de 2020;5
Total;19 Guadalajara;19188 Mochales;De 70 a 74 años;1 de enero de 2020;5
Total;19 Guadalajara;19188 Mochales;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19188 Mochales;De 80 a 84 años;1 de enero de 2020;6
Total;19 Guadalajara;19188 Mochales;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19188 Mochales;De 90 a 94 años;1 de enero de 2020;6
Total;19 Guadalajara;19188 Mochales;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19188 Mochales;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19189 Mohernando;Todas las edades;1 de enero de 2020;183
Total;19 Guadalajara;19189 Mohernando;De 0 a 4 años;1 de enero de 2020;3
Total;19 Guadalajara;19189 Mohernando;De 5 a 9 años;1 de enero de 2020;10
Total;19 Guadalajara;19189 Mohernando;De 10 a 14 años;1 de enero de 2020;17
Total;19 Guadalajara;19189 Mohernando;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19189 Mohernando;De 70 a 74 años;1 de enero de 2020;8
Total;19 Guadalajara;19189 Mohernando;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19189 Mohernando;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19189 Mohernando;De 85 a 89 años;1 de enero de 2020;5
Total;19 Guadalajara;19189 Mohernando;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19189 Mohernando;De 95 a 99 años;1 de enero de 2020;5
Total;19 Guadalajara;19189 Mohernando;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19190 Molina de Aragón;Todas las edades;1 de enero de 2020;3.233
Total;19 Guadalajara;19190 Molina de Aragón;De 0 a 4 años;1 de enero de 2020;125
Total;19 Guadalajara;19190 Molina de Aragón;De 5 a 9 años;1 de enero de 2020;146
Total;19 Guadalajara;19190 Molina de Aragón;De 10 a 14 años;1 de enero de 2020;157
Total;19 Guadalajara;19190 Molina de Aragón;De 65 a 69 años;1 de enero de 2020;162
Total;19 Guadalajara;19190 Molina de Aragón;De 70 a 74 años;1 de enero de 2020;133
Total;19 Guadalajara;19190 Molina de Aragón;De 75 a 79 años;1 de enero de 2020;121
Total;19 Guadalajara;19190 Molina de Aragón;De 80 a 84 años;1 de enero de 2020;130
Total;19 Guadalajara;19190 Molina de Aragón;De 85 a 89 años;1 de enero de 2020;119
Total;19 Guadalajara;19190 Molina de Aragón;De 90 a 94 años;1 de enero de 2020;65
Total;19 Guadalajara;19190 Molina de Aragón;De 95 a 99 años;1 de enero de 2020;14
Total;19 Guadalajara;19190 Molina de Aragón;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;Todas las edades;1 de enero de 2020;14
Total;19 Guadalajara;19191 Monasterio;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19191 Monasterio;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;De 65 a 69 años;1 de enero de 2020;1
Total;19 Guadalajara;19191 Monasterio;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19191 Monasterio;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19191 Monasterio;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;De 85 a 89 años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19191 Monasterio;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19191 Monasterio;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19192 Mondéjar;Todas las edades;1 de enero de 2020;2.686
Total;19 Guadalajara;19192 Mondéjar;De 0 a 4 años;1 de enero de 2020;142
Total;19 Guadalajara;19192 Mondéjar;De 5 a 9 años;1 de enero de 2020;131
Total;19 Guadalajara;19192 Mondéjar;De 10 a 14 años;1 de enero de 2020;161
Total;19 Guadalajara;19192 Mondéjar;De 65 a 69 años;1 de enero de 2020;103
Total;19 Guadalajara;19192 Mondéjar;De 70 a 74 años;1 de enero de 2020;101
Total;19 Guadalajara;19192 Mondéjar;De 75 a 79 años;1 de enero de 2020;114
Total;19 Guadalajara;19192 Mondéjar;De 80 a 84 años;1 de enero de 2020;83
Total;19 Guadalajara;19192 Mondéjar;De 85 a 89 años;1 de enero de 2020;57
Total;19 Guadalajara;19192 Mondéjar;De 90 a 94 años;1 de enero de 2020;43
Total;19 Guadalajara;19192 Mondéjar;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19192 Mondéjar;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19193 Montarrón;Todas las edades;1 de enero de 2020;25
Total;19 Guadalajara;19193 Montarrón;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19193 Montarrón;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19193 Montarrón;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19193 Montarrón;De 65 a 69 años;1 de enero de 2020;2
Total;19 Guadalajara;19193 Montarrón;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19193 Montarrón;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19193 Montarrón;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19193 Montarrón;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19193 Montarrón;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19193 Montarrón;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19193 Montarrón;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19194 Moratilla de los Meleros;Todas las edades;1 de enero de 2020;100
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 10 a 14 años;1 de enero de 2020;2
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 65 a 69 años;1 de enero de 2020;11
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 70 a 74 años;1 de enero de 2020;11
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 75 a 79 años;1 de enero de 2020;3
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 80 a 84 años;1 de enero de 2020;7
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 85 a 89 años;1 de enero de 2020;5
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19194 Moratilla de los Meleros;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19194 Moratilla de los Meleros;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;Todas las edades;1 de enero de 2020;37
Total;19 Guadalajara;19195 Morenilla;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;De 65 a 69 años;1 de enero de 2020;6
Total;19 Guadalajara;19195 Morenilla;De 70 a 74 años;1 de enero de 2020;1
Total;19 Guadalajara;19195 Morenilla;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19195 Morenilla;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19195 Morenilla;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19195 Morenilla;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19195 Morenilla;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19196 Muduex;Todas las edades;1 de enero de 2020;100
Total;19 Guadalajara;19196 Muduex;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19196 Muduex;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19196 Muduex;De 10 a 14 años;1 de enero de 2020;3
Total;19 Guadalajara;19196 Muduex;De 65 a 69 años;1 de enero de 2020;10
Total;19 Guadalajara;19196 Muduex;De 70 a 74 años;1 de enero de 2020;4
Total;19 Guadalajara;19196 Muduex;De 75 a 79 años;1 de enero de 2020;5
Total;19 Guadalajara;19196 Muduex;De 80 a 84 años;1 de enero de 2020;2
Total;19 Guadalajara;19196 Muduex;De 85 a 89 años;1 de enero de 2020;5
Total;19 Guadalajara;19196 Muduex;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19196 Muduex;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19196 Muduex;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19197 Navas de Jadraque, Las;Todas las edades;1 de enero de 2020;32
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 65 a 69 años;1 de enero de 2020;8
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 70 a 74 años;1 de enero de 2020;3
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19197 Navas de Jadraque, Las;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19197 Navas de Jadraque, Las;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;Todas las edades;1 de enero de 2020;17
Total;19 Guadalajara;19198 Negredo;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;De 70 a 74 años;1 de enero de 2020;0
Total;19 Guadalajara;19198 Negredo;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19198 Negredo;De 80 a 84 años;1 de enero de 2020;2
Total;19 Guadalajara;19198 Negredo;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19198 Negredo;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19198 Negredo;De 95 a 99 años;1 de enero de 2020;0
