Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;19 Guadalajara;19078 Castilforte;De 75 a 79 años;1 de enero de 2020;3
Total;19 Guadalajara;19078 Castilforte;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19078 Castilforte;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19078 Castilforte;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19078 Castilforte;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19078 Castilforte;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;Todas las edades;1 de enero de 2020;7
Total;19 Guadalajara;19079 Castilnuevo;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 70 a 74 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 75 a 79 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 85 a 89 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19079 Castilnuevo;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19080 Cendejas de Enmedio;Todas las edades;1 de enero de 2020;68
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 5 a 9 años;1 de enero de 2020;2
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 65 a 69 años;1 de enero de 2020;8
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 80 a 84 años;1 de enero de 2020;5
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 85 a 89 años;1 de enero de 2020;5
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 90 a 94 años;1 de enero de 2020;6
Total;19 Guadalajara;19080 Cendejas de Enmedio;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19080 Cendejas de Enmedio;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19081 Cendejas de la Torre;Todas las edades;1 de enero de 2020;25
Total;19 Guadalajara;19081 Cendejas de la Torre;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19081 Cendejas de la Torre;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19081 Cendejas de la Torre;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19081 Cendejas de la Torre;De 65 a 69 años;1 de enero de 2020;3
Total;19 Guadalajara;19081 Cendejas de la Torre;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19081 Cendejas de la Torre;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19081 Cendejas de la Torre;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19081 Cendejas de la Torre;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19081 Cendejas de la Torre;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19081 Cendejas de la Torre;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19081 Cendejas de la Torre;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19082 Centenera;Todas las edades;1 de enero de 2020;121
Total;19 Guadalajara;19082 Centenera;De 0 a 4 años;1 de enero de 2020;6
Total;19 Guadalajara;19082 Centenera;De 5 a 9 años;1 de enero de 2020;5
Total;19 Guadalajara;19082 Centenera;De 10 a 14 años;1 de enero de 2020;5
Total;19 Guadalajara;19082 Centenera;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19082 Centenera;De 70 a 74 años;1 de enero de 2020;4
Total;19 Guadalajara;19082 Centenera;De 75 a 79 años;1 de enero de 2020;0
Total;19 Guadalajara;19082 Centenera;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19082 Centenera;De 85 a 89 años;1 de enero de 2020;8
Total;19 Guadalajara;19082 Centenera;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19082 Centenera;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19082 Centenera;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19103 Checa;Todas las edades;1 de enero de 2020;285
Total;19 Guadalajara;19103 Checa;De 0 a 4 años;1 de enero de 2020;6
Total;19 Guadalajara;19103 Checa;De 5 a 9 años;1 de enero de 2020;5
Total;19 Guadalajara;19103 Checa;De 10 a 14 años;1 de enero de 2020;8
Total;19 Guadalajara;19103 Checa;De 65 a 69 años;1 de enero de 2020;22
Total;19 Guadalajara;19103 Checa;De 70 a 74 años;1 de enero de 2020;13
Total;19 Guadalajara;19103 Checa;De 75 a 79 años;1 de enero de 2020;15
Total;19 Guadalajara;19103 Checa;De 80 a 84 años;1 de enero de 2020;16
Total;19 Guadalajara;19103 Checa;De 85 a 89 años;1 de enero de 2020;18
Total;19 Guadalajara;19103 Checa;De 90 a 94 años;1 de enero de 2020;9
Total;19 Guadalajara;19103 Checa;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19103 Checa;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;Todas las edades;1 de enero de 2020;18
Total;19 Guadalajara;19104 Chequilla;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;De 70 a 74 años;1 de enero de 2020;3
Total;19 Guadalajara;19104 Chequilla;De 75 a 79 años;1 de enero de 2020;2
Total;19 Guadalajara;19104 Chequilla;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19104 Chequilla;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19104 Chequilla;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19104 Chequilla;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19106 Chillarón del Rey;Todas las edades;1 de enero de 2020;90
Total;19 Guadalajara;19106 Chillarón del Rey;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19106 Chillarón del Rey;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19106 Chillarón del Rey;De 10 a 14 años;1 de enero de 2020;4
Total;19 Guadalajara;19106 Chillarón del Rey;De 65 a 69 años;1 de enero de 2020;7
Total;19 Guadalajara;19106 Chillarón del Rey;De 70 a 74 años;1 de enero de 2020;6
Total;19 Guadalajara;19106 Chillarón del Rey;De 75 a 79 años;1 de enero de 2020;5
Total;19 Guadalajara;19106 Chillarón del Rey;De 80 a 84 años;1 de enero de 2020;7
Total;19 Guadalajara;19106 Chillarón del Rey;De 85 a 89 años;1 de enero de 2020;6
Total;19 Guadalajara;19106 Chillarón del Rey;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19106 Chillarón del Rey;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19106 Chillarón del Rey;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19105 Chiloeches;Todas las edades;1 de enero de 2020;3.623
Total;19 Guadalajara;19105 Chiloeches;De 0 a 4 años;1 de enero de 2020;135
Total;19 Guadalajara;19105 Chiloeches;De 5 a 9 años;1 de enero de 2020;298
Total;19 Guadalajara;19105 Chiloeches;De 10 a 14 años;1 de enero de 2020;262
Total;19 Guadalajara;19105 Chiloeches;De 65 a 69 años;1 de enero de 2020;141
Total;19 Guadalajara;19105 Chiloeches;De 70 a 74 años;1 de enero de 2020;101
Total;19 Guadalajara;19105 Chiloeches;De 75 a 79 años;1 de enero de 2020;70
Total;19 Guadalajara;19105 Chiloeches;De 80 a 84 años;1 de enero de 2020;42
Total;19 Guadalajara;19105 Chiloeches;De 85 a 89 años;1 de enero de 2020;28
Total;19 Guadalajara;19105 Chiloeches;De 90 a 94 años;1 de enero de 2020;19
Total;19 Guadalajara;19105 Chiloeches;De 95 a 99 años;1 de enero de 2020;4
Total;19 Guadalajara;19105 Chiloeches;100 y más años;1 de enero de 2020;1
Total;19 Guadalajara;19086 Cifuentes;Todas las edades;1 de enero de 2020;1.634
Total;19 Guadalajara;19086 Cifuentes;De 0 a 4 años;1 de enero de 2020;50
Total;19 Guadalajara;19086 Cifuentes;De 5 a 9 años;1 de enero de 2020;45
Total;19 Guadalajara;19086 Cifuentes;De 10 a 14 años;1 de enero de 2020;45
Total;19 Guadalajara;19086 Cifuentes;De 65 a 69 años;1 de enero de 2020;105
Total;19 Guadalajara;19086 Cifuentes;De 70 a 74 años;1 de enero de 2020;88
Total;19 Guadalajara;19086 Cifuentes;De 75 a 79 años;1 de enero de 2020;91
Total;19 Guadalajara;19086 Cifuentes;De 80 a 84 años;1 de enero de 2020;77
Total;19 Guadalajara;19086 Cifuentes;De 85 a 89 años;1 de enero de 2020;64
Total;19 Guadalajara;19086 Cifuentes;De 90 a 94 años;1 de enero de 2020;39
Total;19 Guadalajara;19086 Cifuentes;De 95 a 99 años;1 de enero de 2020;10
Total;19 Guadalajara;19086 Cifuentes;100 y más años;1 de enero de 2020;3
Total;19 Guadalajara;19087 Cincovillas;Todas las edades;1 de enero de 2020;19
Total;19 Guadalajara;19087 Cincovillas;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19087 Cincovillas;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19087 Cincovillas;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19087 Cincovillas;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19087 Cincovillas;De 70 a 74 años;1 de enero de 2020;4
Total;19 Guadalajara;19087 Cincovillas;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19087 Cincovillas;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19087 Cincovillas;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19087 Cincovillas;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19087 Cincovillas;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19087 Cincovillas;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19088 Ciruelas;Todas las edades;1 de enero de 2020;112
Total;19 Guadalajara;19088 Ciruelas;De 0 a 4 años;1 de enero de 2020;3
Total;19 Guadalajara;19088 Ciruelas;De 5 a 9 años;1 de enero de 2020;4
Total;19 Guadalajara;19088 Ciruelas;De 10 a 14 años;1 de enero de 2020;1
Total;19 Guadalajara;19088 Ciruelas;De 65 a 69 años;1 de enero de 2020;6
Total;19 Guadalajara;19088 Ciruelas;De 70 a 74 años;1 de enero de 2020;9
Total;19 Guadalajara;19088 Ciruelas;De 75 a 79 años;1 de enero de 2020;6
Total;19 Guadalajara;19088 Ciruelas;De 80 a 84 años;1 de enero de 2020;9
Total;19 Guadalajara;19088 Ciruelas;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19088 Ciruelas;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19088 Ciruelas;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19088 Ciruelas;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;Todas las edades;1 de enero de 2020;19
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 70 a 74 años;1 de enero de 2020;1
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 75 a 79 años;1 de enero de 2020;3
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19089 Ciruelos del Pinar;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19089 Ciruelos del Pinar;100 y más años;1 de enero de 2020;1
Total;19 Guadalajara;19090 Cobeta;Todas las edades;1 de enero de 2020;106
Total;19 Guadalajara;19090 Cobeta;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19090 Cobeta;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19090 Cobeta;De 10 a 14 años;1 de enero de 2020;4
Total;19 Guadalajara;19090 Cobeta;De 65 a 69 años;1 de enero de 2020;7
Total;19 Guadalajara;19090 Cobeta;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19090 Cobeta;De 75 a 79 años;1 de enero de 2020;3
Total;19 Guadalajara;19090 Cobeta;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19090 Cobeta;De 85 a 89 años;1 de enero de 2020;10
Total;19 Guadalajara;19090 Cobeta;De 90 a 94 años;1 de enero de 2020;10
Total;19 Guadalajara;19090 Cobeta;De 95 a 99 años;1 de enero de 2020;2
Total;19 Guadalajara;19090 Cobeta;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19091 Cogollor;Todas las edades;1 de enero de 2020;24
Total;19 Guadalajara;19091 Cogollor;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19091 Cogollor;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19091 Cogollor;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19091 Cogollor;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19091 Cogollor;De 70 a 74 años;1 de enero de 2020;4
Total;19 Guadalajara;19091 Cogollor;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19091 Cogollor;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19091 Cogollor;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19091 Cogollor;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19091 Cogollor;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19091 Cogollor;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19092 Cogolludo;Todas las edades;1 de enero de 2020;519
Total;19 Guadalajara;19092 Cogolludo;De 0 a 4 años;1 de enero de 2020;16
Total;19 Guadalajara;19092 Cogolludo;De 5 a 9 años;1 de enero de 2020;17
Total;19 Guadalajara;19092 Cogolludo;De 10 a 14 años;1 de enero de 2020;10
Total;19 Guadalajara;19092 Cogolludo;De 65 a 69 años;1 de enero de 2020;22
Total;19 Guadalajara;19092 Cogolludo;De 70 a 74 años;1 de enero de 2020;23
Total;19 Guadalajara;19092 Cogolludo;De 75 a 79 años;1 de enero de 2020;22
Total;19 Guadalajara;19092 Cogolludo;De 80 a 84 años;1 de enero de 2020;30
Total;19 Guadalajara;19092 Cogolludo;De 85 a 89 años;1 de enero de 2020;22
Total;19 Guadalajara;19092 Cogolludo;De 90 a 94 años;1 de enero de 2020;14
Total;19 Guadalajara;19092 Cogolludo;De 95 a 99 años;1 de enero de 2020;4
Total;19 Guadalajara;19092 Cogolludo;100 y más años;1 de enero de 2020;2
Total;19 Guadalajara;19095 Condemios de Abajo;Todas las edades;1 de enero de 2020;13
Total;19 Guadalajara;19095 Condemios de Abajo;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19095 Condemios de Abajo;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;De 65 a 69 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;De 70 a 74 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;De 75 a 79 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;De 80 a 84 años;1 de enero de 2020;1
Total;19 Guadalajara;19095 Condemios de Abajo;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19095 Condemios de Abajo;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19095 Condemios de Abajo;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19095 Condemios de Abajo;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19096 Condemios de Arriba;Todas las edades;1 de enero de 2020;111
Total;19 Guadalajara;19096 Condemios de Arriba;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19096 Condemios de Arriba;De 5 a 9 años;1 de enero de 2020;3
Total;19 Guadalajara;19096 Condemios de Arriba;De 10 a 14 años;1 de enero de 2020;3
Total;19 Guadalajara;19096 Condemios de Arriba;De 65 a 69 años;1 de enero de 2020;8
Total;19 Guadalajara;19096 Condemios de Arriba;De 70 a 74 años;1 de enero de 2020;8
Total;19 Guadalajara;19096 Condemios de Arriba;De 75 a 79 años;1 de enero de 2020;11
Total;19 Guadalajara;19096 Condemios de Arriba;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19096 Condemios de Arriba;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19096 Condemios de Arriba;De 90 a 94 años;1 de enero de 2020;4
Total;19 Guadalajara;19096 Condemios de Arriba;De 95 a 99 años;1 de enero de 2020;3
Total;19 Guadalajara;19096 Condemios de Arriba;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;Todas las edades;1 de enero de 2020;14
Total;19 Guadalajara;19097 Congostrina;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19097 Congostrina;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;De 65 a 69 años;1 de enero de 2020;2
Total;19 Guadalajara;19097 Congostrina;De 70 a 74 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;De 75 a 79 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;De 80 a 84 años;1 de enero de 2020;2
Total;19 Guadalajara;19097 Congostrina;De 85 a 89 años;1 de enero de 2020;1
Total;19 Guadalajara;19097 Congostrina;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19097 Congostrina;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;Todas las edades;1 de enero de 2020;32
Total;19 Guadalajara;19098 Copernal;De 0 a 4 años;1 de enero de 2020;1
Total;19 Guadalajara;19098 Copernal;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19098 Copernal;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19098 Copernal;De 75 a 79 años;1 de enero de 2020;1
Total;19 Guadalajara;19098 Copernal;De 80 a 84 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;De 85 a 89 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;De 95 a 99 años;1 de enero de 2020;0
Total;19 Guadalajara;19098 Copernal;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19099 Corduente;Todas las edades;1 de enero de 2020;339
Total;19 Guadalajara;19099 Corduente;De 0 a 4 años;1 de enero de 2020;10
Total;19 Guadalajara;19099 Corduente;De 5 a 9 años;1 de enero de 2020;8
Total;19 Guadalajara;19099 Corduente;De 10 a 14 años;1 de enero de 2020;21
Total;19 Guadalajara;19099 Corduente;De 65 a 69 años;1 de enero de 2020;12
Total;19 Guadalajara;19099 Corduente;De 70 a 74 años;1 de enero de 2020;11
Total;19 Guadalajara;19099 Corduente;De 75 a 79 años;1 de enero de 2020;10
Total;19 Guadalajara;19099 Corduente;De 80 a 84 años;1 de enero de 2020;18
Total;19 Guadalajara;19099 Corduente;De 85 a 89 años;1 de enero de 2020;20
Total;19 Guadalajara;19099 Corduente;De 90 a 94 años;1 de enero de 2020;11
Total;19 Guadalajara;19099 Corduente;De 95 a 99 años;1 de enero de 2020;4
Total;19 Guadalajara;19099 Corduente;100 y más años;1 de enero de 2020;2
Total;19 Guadalajara;19102 Cubillo de Uceda, El;Todas las edades;1 de enero de 2020;119
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 0 a 4 años;1 de enero de 2020;4
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 5 a 9 años;1 de enero de 2020;5
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 10 a 14 años;1 de enero de 2020;9
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 65 a 69 años;1 de enero de 2020;5
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 70 a 74 años;1 de enero de 2020;11
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 90 a 94 años;1 de enero de 2020;0
Total;19 Guadalajara;19102 Cubillo de Uceda, El;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19102 Cubillo de Uceda, El;100 y más años;1 de enero de 2020;1
Total;19 Guadalajara;19107 Driebes;Todas las edades;1 de enero de 2020;348
Total;19 Guadalajara;19107 Driebes;De 0 a 4 años;1 de enero de 2020;11
Total;19 Guadalajara;19107 Driebes;De 5 a 9 años;1 de enero de 2020;7
Total;19 Guadalajara;19107 Driebes;De 10 a 14 años;1 de enero de 2020;11
Total;19 Guadalajara;19107 Driebes;De 65 a 69 años;1 de enero de 2020;28
Total;19 Guadalajara;19107 Driebes;De 70 a 74 años;1 de enero de 2020;23
Total;19 Guadalajara;19107 Driebes;De 75 a 79 años;1 de enero de 2020;25
Total;19 Guadalajara;19107 Driebes;De 80 a 84 años;1 de enero de 2020;20
Total;19 Guadalajara;19107 Driebes;De 85 a 89 años;1 de enero de 2020;15
Total;19 Guadalajara;19107 Driebes;De 90 a 94 años;1 de enero de 2020;14
Total;19 Guadalajara;19107 Driebes;De 95 a 99 años;1 de enero de 2020;3
Total;19 Guadalajara;19107 Driebes;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19108 Durón;Todas las edades;1 de enero de 2020;99
Total;19 Guadalajara;19108 Durón;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19108 Durón;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19108 Durón;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19108 Durón;De 65 a 69 años;1 de enero de 2020;9
Total;19 Guadalajara;19108 Durón;De 70 a 74 años;1 de enero de 2020;10
Total;19 Guadalajara;19108 Durón;De 75 a 79 años;1 de enero de 2020;8
Total;19 Guadalajara;19108 Durón;De 80 a 84 años;1 de enero de 2020;4
Total;19 Guadalajara;19108 Durón;De 85 a 89 años;1 de enero de 2020;3
Total;19 Guadalajara;19108 Durón;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19108 Durón;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19108 Durón;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19109 Embid;Todas las edades;1 de enero de 2020;35
Total;19 Guadalajara;19109 Embid;De 0 a 4 años;1 de enero de 2020;0
Total;19 Guadalajara;19109 Embid;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19109 Embid;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19109 Embid;De 65 a 69 años;1 de enero de 2020;1
Total;19 Guadalajara;19109 Embid;De 70 a 74 años;1 de enero de 2020;2
Total;19 Guadalajara;19109 Embid;De 75 a 79 años;1 de enero de 2020;5
Total;19 Guadalajara;19109 Embid;De 80 a 84 años;1 de enero de 2020;3
Total;19 Guadalajara;19109 Embid;De 85 a 89 años;1 de enero de 2020;2
Total;19 Guadalajara;19109 Embid;De 90 a 94 años;1 de enero de 2020;1
Total;19 Guadalajara;19109 Embid;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19109 Embid;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19110 Escamilla;Todas las edades;1 de enero de 2020;56
Total;19 Guadalajara;19110 Escamilla;De 0 a 4 años;1 de enero de 2020;2
Total;19 Guadalajara;19110 Escamilla;De 5 a 9 años;1 de enero de 2020;0
Total;19 Guadalajara;19110 Escamilla;De 10 a 14 años;1 de enero de 2020;0
Total;19 Guadalajara;19110 Escamilla;De 65 a 69 años;1 de enero de 2020;4
Total;19 Guadalajara;19110 Escamilla;De 70 a 74 años;1 de enero de 2020;7
Total;19 Guadalajara;19110 Escamilla;De 75 a 79 años;1 de enero de 2020;4
Total;19 Guadalajara;19110 Escamilla;De 80 a 84 años;1 de enero de 2020;2
Total;19 Guadalajara;19110 Escamilla;De 85 a 89 años;1 de enero de 2020;4
Total;19 Guadalajara;19110 Escamilla;De 90 a 94 años;1 de enero de 2020;2
Total;19 Guadalajara;19110 Escamilla;De 95 a 99 años;1 de enero de 2020;1
Total;19 Guadalajara;19110 Escamilla;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19111 Escariche;Todas las edades;1 de enero de 2020;178
Total;19 Guadalajara;19111 Escariche;De 0 a 4 años;1 de enero de 2020;6
Total;19 Guadalajara;19111 Escariche;De 5 a 9 años;1 de enero de 2020;1
Total;19 Guadalajara;19111 Escariche;De 10 a 14 años;1 de enero de 2020;4
Total;19 Guadalajara;19111 Escariche;De 65 a 69 años;1 de enero de 2020;9
Total;19 Guadalajara;19111 Escariche;De 70 a 74 años;1 de enero de 2020;8
Total;19 Guadalajara;19111 Escariche;De 75 a 79 años;1 de enero de 2020;12
Total;19 Guadalajara;19111 Escariche;De 80 a 84 años;1 de enero de 2020;11
Total;19 Guadalajara;19111 Escariche;De 85 a 89 años;1 de enero de 2020;7
Total;19 Guadalajara;19111 Escariche;De 90 a 94 años;1 de enero de 2020;3
Total;19 Guadalajara;19111 Escariche;De 95 a 99 años;1 de enero de 2020;2
Total;19 Guadalajara;19111 Escariche;100 y más años;1 de enero de 2020;0
Total;19 Guadalajara;19112 Escopete;Todas las edades;1 de enero de 2020;52
Total;19 Guadalajara;19112 Escopete;De 0 a 4 años;1 de enero de 2020;1
